total_docks,latitude,station_name,longitude,id,docks_in_service,status,short_name,geometry,index_right,statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10
15,41.9659001398,Rockwell St & Eastwood Ave,-87.6936384935,a3af956e-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000093,POINT (-87.6936384935 41.96590013976),676.0,17,407,4,Census Tract 407,4,17031040700,,040700,031
14,41.6858770556,Big Marsh Park,-87.5738239288,8759a858-d7eb-4382-b38f-2223c3f9e25d,14,In Service,20232,POINT (-87.573823928833 41.685877055623),185.0,17,8388,51,Census Tract 8388,51,17031838800,,838800,031
23,41.8984176894,Western Ave & Walton St,-87.6865960164,a3ac9d43-a135-11e9-9cda-0a87ae2ba916,23,In Service,KA1504000103,POINT (-87.6865960164 41.89841768945),554.0,17,2424,24,Census Tract 2424,24,17031242400,,242400,031
15,41.8714665178,Clinton St & Polk St,-87.6409491327,a3a555e8-a135-11e9-9cda-0a87ae2ba916,15,In Service,15542,POINT (-87.6409491327 41.87146651779),103.0,17,8419,28,Census Tract 8419,28,17031841900,,841900,031
15,41.9803942348,St. Louis Ave & Balmoral Ave,-87.7161149615,a3af6c2f-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000161,POINT (-87.7161149615 41.98039423475),174.0,17,8318,13,Census Tract 8318,13,17031831800,,831800,031
15,41.7197121836,Halsted St & 96th St,-87.643019557,a21de1a5-f5bc-4b50-8a13-aa28b7dcfa95,15,In Service,20105,POINT (-87.643019556999 41.719712183619),605.0,17,7305,73,Census Tract 7305,73,17031730500,,730500,031
31,41.8730610879,Paulina St & Flournoy St,-87.6691348851,a3acc133-a135-11e9-9cda-0a87ae2ba916,31,In Service,KA1504000104,POINT (-87.669134885073 41.873061087898),5.0,17,8382,28,Census Tract 8382,28,17031838200,,838200,031
19,41.8720776329,Federal St & Polk St,-87.6295437729,a3a434ce-a135-11e9-9cda-0a87ae2ba916,19,In Service,SL-008,POINT (-87.6295437729 41.87207763285),4.0,17,8390,32,Census Tract 8390,32,17031839000,,839000,031
23,41.7189634217,Chicago State University,-87.6082956791,9e5ce0b6-198f-48fa-9363-64ab5ec2b222,23,In Service,20106,POINT (-87.608295679092 41.718963421655),579.0,17,4905,49,Census Tract 4905,49,17031490500,,490500,031
15,41.8959543573,Ashland Ave & Chicago Ave,-87.6677280664,a3ac2b9c-a135-11e9-9cda-0a87ae2ba916,15,In Service,13247,POINT (-87.667728066444 41.895954357343),529.0,17,2432,24,Census Tract 2432,24,17031243200,,243200,031
15,41.7313949433,Stony Island Ave & 90th St,-87.5857436657,7e435d2a-617e-4c3f-bed0-a8801c20f265,15,In Service,20236,POINT (-87.585743665695 41.731394943302),493.0,17,4803,48,Census Tract 4803,48,17031480300,,480300,031
23,42.0010437798,Sheridan Rd & Loyola Ave,-87.6611982433,a3ae87fa-a135-11e9-9cda-0a87ae2ba916,23,In Service,RP-009,POINT (-87.6611982433 42.00104377979),49.0,17,105.03,1,Census Tract 105.03,1,17031010503,,010503,031
11,41.8415177081,Western Ave & 28th St,-87.6851314409,a3ae6e48-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000168,POINT (-87.6851314409 41.84151770807),215.0,17,8413,31,Census Tract 8413,31,17031841300,,841300,031
19,41.9521621933,California Ave & Byron St,-87.698051113,a3afc347-a135-11e9-9cda-0a87ae2ba916,19,In Service,15628,POINT (-87.698051113 41.95216219326),382.0,17,1607,16,Census Tract 1607,16,17031160700,,160700,031
11,41.8093177092,Princeton Ave & 47th St,-87.633449288,a3ad47f8-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000009,POINT (-87.633449288 41.80931770924),201.0,17,8355,37,Census Tract 8355,37,17031835500,,835500,031
11,41.823015238,State St & Pershing Rd,-87.6265680185,a3ad2d57-a135-11e9-9cda-0a87ae2ba916,11,In Service,15449,POINT (-87.6265680185 41.82301523798),421.0,17,3805,38,Census Tract 3805,38,17031380500,,380500,031
11,41.7800806366,MLK Jr Dr & 63rd St,-87.6159428567,a3ada52f-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000053,POINT (-87.6159428567 41.78008063659),125.0,17,8425,69,Census Tract 8425,69,17031842500,,842500,031
15,41.7133173955,Commercial Ave & 100th St,-87.5510975718,2f5957e4-e83a-4d5a-b073-ec9422989315,15,In Service,20225,POINT (-87.55109757185 41.713317395477),538.0,17,5101,51,Census Tract 5101,51,17031510100,,510100,031
15,41.7879428129,Harper Ave & 59th St,-87.5883151702,a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000070,POINT (-87.5883151702 41.78794281287),510.0,17,4110,41,Census Tract 4110,41,17031411000,,411000,031
11,41.7734584995,Stony Island Ave & 67th St,-87.5853397391,a3a54cdb-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000023,POINT (-87.5853397391 41.77345849948),139.0,17,8439,42,Census Tract 8439,42,17031843900,Small area in CA 43,843900,031
15,41.7095811353,Olive Harvey College,-87.5902336836,a4f9ba74-f1cc-4b6a-90ad-78cacd45d3e1,15,In Service,20111,POINT (-87.590233683586 41.709581135263),655.0,17,5001,50,Census Tract 5001,50,17031500100,,500100,031
15,41.831036314,State St & 35th St,-87.6267975569,a3a75d8a-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1307000129,POINT (-87.626797556877 41.831036314016),24.0,17,8420,35,Census Tract 8420,35,17031842000,,842000,031
23,41.878005,Michigan Ave & Jackson Blvd,-87.624144,a3a9d529-a135-11e9-9cda-0a87ae2ba916,22,In Service,TA1309000002,POINT (-87.624144 41.878005),375.0,17,3204,32,Census Tract 3204,32,17031320400,,320400,031
15,41.7133974844,Oglesby Ave & 100th St,-87.5658416748,4b4b0d88-80e0-4ef9-a8d1-cdd6a16722f9,15,In Service,20226,POINT (-87.565841674805 41.713397484422),262.0,17,5103,51,Census Tract 5103,51,17031510300,,510300,031
15,41.722290741,Constance Ave & 95th St,-87.5789684057,3d1da4c7-23c9-4731-81f5-91db08f6c97f,15,In Service,20228,POINT (-87.578968405724 41.722290740953),262.0,17,5103,51,Census Tract 5103,51,17031510300,,510300,031
15,41.7373356004,Baltimore Ave & 87th St,-87.5485146046,2a80f8d9-85dc-4c36-ba07-86d775ffd1ee,15,In Service,20229,POINT (-87.548514604568 41.737335600417),517.0,17,4607,46,Census Tract 4607,46,17031460700,,460700,031
15,41.6686963533,Major Taylor Trail & 124th St,-87.6371133327,732c9f35-0c82-4128-acc3-2cf447298b1d,15,In Service,20208,POINT (-87.637113332748 41.668696353322),7.0,17,5305.03,53,Census Tract 5305.03,53,17031530503,,530503,031
11,41.8416325396,Loomis St & Archer Ave,-87.6574349533,a3ac7978-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000040,POINT (-87.6574349533 41.84163253965),723.0,17,6006,60,Census Tract 6006,60,17031600600,,600600,031
11,41.9836647089,Budlong Woods Library,-87.6964225611,a3af624c-a135-11e9-9cda-0a87ae2ba916,11,In Service,15585,POINT (-87.6964225611 41.98366470886),11.0,17,208.01,2,Census Tract 208.01,2,17031020801,,020801,031
23,41.9362534831,Sheffield Ave & Wellington Ave,-87.6526620984,a3a589b9-a135-11e9-9cda-0a87ae2ba916,23,In Service,TA1307000052,POINT (-87.652662098408 41.936253483141),690.0,17,630,6,Census Tract 630,6,17031063000,,063000,031
11,41.8535336321,Kedzie Ave & 21st St,-87.7050730318,a3add365-a135-11e9-9cda-0a87ae2ba916,11,In Service,15686,POINT (-87.7050730318 41.85353363213),212.0,17,8417,30,Census Tract 8417,30,17031841700,,841700,031
15,41.8287920199,Leavitt St & Archer Ave,-87.6806044594,a3a39301-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000068,POINT (-87.6806044594 41.82879201994),720.0,17,5905,59,Census Tract 5905,59,17031590500,,590500,031
11,42.0121322774,Ridge Blvd & Touhy Ave,-87.6829126443,a3af5804-a135-11e9-9cda-0a87ae2ba916,11,In Service,RP-006,POINT (-87.6829126443 42.01213227742),44.0,17,107.01,1,Census Tract 107.01,1,17031010701,,010701,031
15,42.0044506293,Clark St & Columbia Ave,-87.6724024047,a3ae7dc3-a135-11e9-9cda-0a87ae2ba916,15,In Service,RP-008,POINT (-87.6724024047 42.00445062934),248.0,17,8306,1,Census Tract 8306,1,17031830600,,830600,031
15,41.9246324716,Campbell Ave & Fullerton Ave,-87.6893070063,a3b01a86-a135-11e9-9cda-0a87ae2ba916,15,In Service,15648,POINT (-87.6893070063 41.92463247165),333.0,17,2215,22,Census Tract 2215,22,17031221500,,221500,031
19,41.8803296336,Jefferson St & Monroe St,-87.6427459717,a3a4c618-a135-11e9-9cda-0a87ae2ba916,19,In Service,WL-011,POINT (-87.64274597168 41.880329633635),786.0,17,2819,28,Census Tract 2819,28,17031281900,,281900,031
15,41.9452435685,Troy St & Elston Ave,-87.7066499009,a3afd294-a135-11e9-9cda-0a87ae2ba916,15,In Service,15631,POINT (-87.7066499009 41.94524356848),431.0,17,2101,21,Census Tract 2101,21,17031210100,,210100,031
15,41.9366884495,DuSable Lake Shore Dr & Wellington Ave,-87.6368290186,a3a6d371-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1307000041,POINT (-87.636829018593 41.9366884495),692.0,17,632,6,Census Tract 632,6,17031063200,,063200,031
15,41.6875616234,Ada St & 113th St,-87.6554757357,62cb5f1d-7dcb-4fe1-849f-d928288d73b9,15,In Service,20129,POINT (-87.655475735664 41.687561623357),673.0,17,7506,75,Census Tract 7506,75,17031750600,,750600,031
11,41.773720952,Cottage Grove Ave & 67th St,-87.60563486,a3ada002-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000031,POINT (-87.60563486 41.77372095205),358.0,17,4208,42,Census Tract 4208,42,17031420800,,420800,031
11,41.7993362626,Ellis Ave & 53rd St,-87.6009581145,a3ad66e6-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000052,POINT (-87.6009581145 41.79933626261),447.0,17,4106,41,Census Tract 4106,41,17031410600,,410600,031
15,41.8797877089,Western Ave & Monroe St,-87.686112808,a3acb6f3-a135-11e9-9cda-0a87ae2ba916,15,In Service,15667,POINT (-87.686112808 41.8797877089),766.0,17,2809,28,Census Tract 2809,28,17031280900,,280900,031
11,41.6992061681,Hale Ave & 107th St,-87.6689189672,da9e6779-5056-4d45-bae3-9dc325ed2807,11,In Service,20108,POINT (-87.668918967247 41.699206168128),390.0,17,7502,75,Census Tract 7502,75,17031750200,,750200,031
11,41.7858610651,Damen Ave & 59th St,-87.6741439104,a3b22d3d-a135-11e9-9cda-0a87ae2ba916,11,In Service,561,POINT (-87.674143910408 41.785861065132),284.0,17,6705,67,Census Tract 6705,67,17031670500,,670500,031
16,41.8532144185,Wentworth Ave & Cermak Rd*,-87.6318722963,532a6e43-6efc-4c87-81a8-c75dfd8e8fde,16,In Service,chargingstx07,POINT (-87.631872296333 41.85321441852),2.0,17,8411,34,Census Tract 8411,34,17031841100,,841100,031
23,41.691211035,Western Ave & 111th St,-87.6812973619,b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,23,In Service,20205,POINT (-87.681297361851 41.691211034981),389.0,17,7504,75,Census Tract 7504,75,17031750400,,750400,031
19,41.920195562,Milwaukee Ave & Rockwell St,-87.6926591992,a3a80f32-a135-11e9-9cda-0a87ae2ba916,19,In Service,13242,POINT (-87.692659199238 41.920195562006),333.0,17,2215,22,Census Tract 2215,22,17031221500,,221500,031
15,41.6922625559,Halsted St & 111th St,-87.6426118612,a77136ee-060b-433b-88d0-ec74af1ef7ad,15,In Service,20127,POINT (-87.642611861229 41.692262555892),673.0,17,7506,75,Census Tract 7506,75,17031750600,,750600,031
11,41.8954653031,Kedzie Ave & Chicago Ave,-87.7061278837,a3ac9834-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000114,POINT (-87.7061278837 41.89546530305),186.0,17,8367,23,Census Tract 8367,23,17031836700,,836700,031
15,41.9756148046,Damen Ave & Foster Ave,-87.6794590387,a3af4b26-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000149,POINT (-87.6794590387 41.97561480459),107.0,17,404.02,4,Census Tract 404.02,4,17031040402,,040402,031
19,41.8727315423,Wells St & Polk St,-87.6335164905,a3a72fc4-a135-11e9-9cda-0a87ae2ba916,19,In Service,SL-011,POINT (-87.633516490459 41.872731542263),4.0,17,8390,32,Census Tract 8390,32,17031839000,,839000,031
15,41.704925565,Vincennes Ave & 104th St,-87.6568681096,cefa52d6-b185-4969-89a6-20eb65f5c294,15,In Service,20124,POINT (-87.656868109589 41.704925564998),640.0,17,7207,72,Census Tract 7207,72,17031720700,,720700,031
11,41.8537798107,Halsted St & 21st St,-87.6466029882,a3a5f5e6-a135-11e9-9cda-0a87ae2ba916,11,In Service,13162,POINT (-87.646602988243 41.853779810727),260.0,17,3103,31,Census Tract 3103,31,17031310300,,310300,031
15,41.7522048494,Ashland Ave & 78th St,-87.6636993885,bbf9b599-1873-4133-b670-a0ef9e5c429c,15,In Service,20234,POINT (-87.663699388504 41.752204849411),585.0,17,7104,71,Census Tract 7104,71,17031710400,,710400,031
15,41.8575056803,Halsted St & 18th St,-87.6459914446,a3a7af11-a135-11e9-9cda-0a87ae2ba916,15,In Service,13099,POINT (-87.645991444588 41.857505680317),259.0,17,3102,31,Census Tract 3102,31,17031310200,,310200,031
15,41.7323797533,Loomis St & 89th St,-87.6580694318,87d2a090-22cd-471b-b622-fef3923999dd,15,In Service,20102,POINT (-87.658069431782 41.732379753296),545.0,17,7114,71,Census Tract 7114,71,17031711400,,711400,031
19,41.8863490627,Field Blvd & South Water St,-87.6175165471,a3a3888b-a135-11e9-9cda-0a87ae2ba916,19,In Service,15534,POINT (-87.6175165471 41.88634906269),590.0,17,3201,32,Census Tract 3201,32,17031320100,,320100,031
15,41.9540048388,Monticello Ave & Irving Park Rd,-87.7191281797,a3afb401-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000139,POINT (-87.7191281797 41.95400483876),372.0,17,1604,16,Census Tract 1604,16,17031160400,,160400,031
11,41.8162076786,Shields Ave & 43rd St,-87.6348193497,a3ad37c2-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000001,POINT (-87.6348193497 41.81620767856),201.0,17,8355,37,Census Tract 8355,37,17031835500,,835500,031
15,41.816658893,Prairie Ave & 43rd St,-87.6194124619,a3ad3d08-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000027,POINT (-87.6194124619 41.81665889302),169.0,17,8359,38,Census Tract 8359,38,17031835900,,835900,031
11,41.9023087012,Rush St & Cedar St,-87.627690528,a3a72012-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000133,POINT (-87.627690528 41.90230870122),106.0,17,812.02,8,Census Tract 812.02,8,17031081202,,081202,031
11,41.6923947459,Kedzie Ave & 110th St,-87.7009606361,8a677aec-442b-47b8-aff7-50852e1d26c0,11,In Service,20204,POINT (-87.700960636139 41.692394745876),378.0,17,7403,74,Census Tract 7403,74,17031740300,,740300,031
27,41.8781189009,Desplaines St & Jackson Blvd,-87.6439476013,a3a56075-a135-11e9-9cda-0a87ae2ba916,27,In Service,15539,POINT (-87.643947601318 41.878118900912),786.0,17,2819,28,Census Tract 2819,28,17031281900,,281900,031
15,41.7121641036,Walden Pkwy & 100th St,-87.6677334309,ad9f8858-dc27-43ca-8fdc-78044b22f1fc,15,In Service,20107,POINT (-87.667733430862 41.712164103598),638.0,17,7202,72,Census Tract 7202,72,17031720200,,720200,031
19,41.9670878392,Clark St & Leland Ave,-87.6672908664,a3aab5c1-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1309000014,POINT (-87.667290866375 41.967087839184),563.0,17,318,3,Census Tract 318,3,17031031800,,031800,031
15,41.8867107732,Elizabeth St & Fulton St,-87.6596572995,a3a7faf7-a135-11e9-9cda-0a87ae2ba916,15,In Service,13197,POINT (-87.659657299519 41.886710773184),66.0,17,8330,28,Census Tract 8330,28,17031833000,,833000,031
15,41.8140927105,Woodlawn Ave & Lake Park Ave,-87.5970051479,a3ad4d1b-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000065,POINT (-87.5970051479 41.81409271048),401.0,17,3902,39,Census Tract 3902,39,17031390200,,390200,031
15,41.7805309407,Cottage Grove Ave & 63rd St,-87.6059702039,a3ad95a7-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000054,POINT (-87.605970203876 41.780530940709),476.0,17,4205,42,Census Tract 4205,42,17031420500,,420500,031
15,41.7378484767,Summit Ave & 86th St,-87.6448997855,d6456ded-180b-4d6e-b020-3aa80bce5c2c,15,In Service,20101,POINT (-87.644899785519 41.737848476733),543.0,17,7110,71,Census Tract 7110,71,17031711000,,711000,031
35,41.8860208277,Clark St & Lake St,-87.6308760584,a3a42574-a135-11e9-9cda-0a87ae2ba916,35,In Service,KA1503000012,POINT (-87.6308760584 41.88602082773),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
15,41.684595072,Homewood Ave & 115th St,-87.6707080007,48b2ed2f-18aa-4a9b-b27d-db9f6d0c8c16,15,In Service,20206,POINT (-87.67070800066 41.684595072026),388.0,17,7505,75,Census Tract 7505,75,17031750500,,750500,031
15,41.8619304928,Washtenaw Ave & Ogden Ave,-87.6934504509,a3adc925-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000109,POINT (-87.693450450897 41.861930492783),13.0,17,8433,29,Census Tract 8433,29,17031843300,,843300,031
15,41.8831433644,Wacker Dr & Washington St,-87.6372420788,a3a3bc53-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000072,POINT (-87.637242078781 41.88314336439),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
15,41.9749112968,Lincoln Ave & Winona St,-87.6925025594,a3af7c0e-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000078,POINT (-87.6925025594 41.97491129677),27.0,17,402.01,4,Census Tract 402.01,4,17031040201,,040201,031
15,41.9560035508,Lincoln Ave & Belle Plaine Ave,-87.6801614463,a3aa2078-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1309000026,POINT (-87.680161446333 41.956003550785),632.0,17,502,5,Census Tract 502,5,17031050200,,050200,031
15,41.761605438,Halsted St & 73rd St,-87.6441609767,a60781db-2bec-4a15-a4a2-363297aefcec,15,In Service,20244,POINT (-87.644160976661 41.761605438044),520.0,17,6813,68,Census Tract 6813,68,17031681300,,681300,031
19,41.8665014832,Ogden Ave & Roosevelt Rd,-87.68469707,a3adb9a3-a135-11e9-9cda-0a87ae2ba916,19,In Service,KA1504000101,POINT (-87.68469707 41.86650148316),101.0,17,8429,28,Census Tract 8429,28,17031842900,,842900,031
15,41.9353372826,Central Park Ave & Elbridge Ave,-87.7168892935,a3b0060d-a135-11e9-9cda-0a87ae2ba916,15,In Service,15644,POINT (-87.7168892935 41.93533728263),56.0,17,2106.02,21,Census Tract 2106.02,21,17031210602,,210602,031
15,41.9756327252,Francisco Ave & Foster Ave,-87.7014194389,a3af76f8-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000160,POINT (-87.7014194389 41.97563272521),629.0,17,403,4,Census Tract 403,4,17031040300,,040300,031
11,42.0045496219,Warren Park East,-87.6806661451,a3ae78ab-a135-11e9-9cda-0a87ae2ba916,11,In Service,RP-002,POINT (-87.6806661451 42.00454962194),322.0,17,205,2,Census Tract 205,2,17031020500,,020500,031
19,41.9357746177,Southport Ave & Wellington Ave,-87.6636001468,a3a6c38e-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1307000006,POINT (-87.66360014677 41.935774617665),688.0,17,628,6,Census Tract 628,6,17031062800,,062800,031
15,41.8576175529,Calumet Ave & 18th St,-87.6194107533,a3aaf2ac-a135-11e9-9cda-0a87ae2ba916,15,In Service,13102,POINT (-87.61941075325 41.857617552938),385.0,17,3301,33,Census Tract 3301,33,17031330100,,330100,031
15,41.7994942937,Lake Park Ave & 53rd St,-87.5864498959,a3ad6c01-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000059,POINT (-87.5864498959 41.79949429373),509.0,17,4109,41,Census Tract 4109,41,17031410900,,410900,031
7,41.8445311246,Millard Ave & 26th St,-87.715921998,a3ade7de-a135-11e9-9cda-0a87ae2ba916,7,In Service,KA1504000110,POINT (-87.715921998024 41.844531124622),758.0,17,3006,30,Census Tract 3006,30,17031300600,,300600,031
15,42.0125601154,Clark St & Touhy Ave,-87.6743671152,a3ac3b03-a135-11e9-9cda-0a87ae2ba916,15,In Service,RP-007,POINT (-87.6743671152 42.01256011541),50.0,17,107.02,1,Census Tract 107.02,1,17031010702,,010702,031
15,41.7368152144,East End Ave & 87th St,-87.5828012824,a5a5cb39-a6ee-45bc-96a0-6455ae111bad,15,In Service,20231,POINT (-87.582801282406 41.736815214407),480.0,17,4801,48,Census Tract 4801,48,17031480100,,480100,031
15,41.6917738512,Burnham Greenway & 112th St,-87.5304311514,7c56e4d5-92ee-4129-9a3a-d2ce89eab31d,15,In Service,20219,POINT (-87.53043115139 41.691773851168),567.0,17,5205,52,Census Tract 5205,52,17031520500,,520500,031
15,41.9611540757,Drake Ave & Montrose Ave,-87.7165690733,a3af9a83-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000097,POINT (-87.7165690733 41.96115407569),23.0,17,1407.02,14,Census Tract 1407.02,14,17031140702,,140702,031
31,41.894503,McClurg Ct & Erie St,-87.617854,a3a614ad-a135-11e9-9cda-0a87ae2ba916,31,In Service,KA1503000041,POINT (-87.617854 41.894503),164.0,17,814.01,8,Census Tract 814.01,8,17031081401,,081401,031
15,41.6917097585,Cottage Grove Ave & 111th Pl,-87.610001564,080ab938-2c1b-4fcf-a83d-74c5ae6ff305,15,In Service,20131,POINT (-87.610001564026 41.69170975847),600.0,17,5003,50,Census Tract 5003,50,17031500300,,500300,031
19,41.8530845574,Wentworth Ave & Cermak Rd,-87.6319313049,a3a5a48b-a135-11e9-9cda-0a87ae2ba916,19,In Service,13075,POINT (-87.631931304932 41.853084557413),2.0,17,8411,34,Census Tract 8411,34,17031841100,,841100,031
23,41.9494727409,Pine Grove Ave & Waveland Ave,-87.6464527845,a3a845b0-a135-11e9-9cda-0a87ae2ba916,23,In Service,TA1307000150,POINT (-87.646452784538 41.949472740883),727.0,17,609,6,Census Tract 609,6,17031060900,,060900,031
27,41.7917282095,Museum of Science and Industry,-87.583945009,a3ad8587-a135-11e9-9cda-0a87ae2ba916,27,In Service,KA1503000074,POINT (-87.583945009 41.79172820953),510.0,17,4110,41,Census Tract 4110,41,17031411000,,411000,031
15,41.8345298856,Wentworth Ave & 33rd St,-87.6318229814,a3ad1e12-a135-11e9-9cda-0a87ae2ba916,15,In Service,15445,POINT (-87.6318229814 41.83452988563),384.0,17,3405,34,Census Tract 3405,34,17031340500,,340500,031
15,41.8793443735,LaSalle St & Adams St,-87.6319852213,a3a42fa7-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000034,POINT (-87.6319852213 41.87934437346),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
15,41.9184911537,California Ave & Francis Pl,-87.6974228024,a3a95b7a-a135-11e9-9cda-0a87ae2ba916,15,In Service,13259,POINT (-87.697422802448 41.918491153687),332.0,17,2213,22,Census Tract 2213,22,17031221300,,221300,031
20,41.838676329,Fort Dearborn Dr & 31st St*,-87.6088321209,b8c74f86-2873-4818-88ac-81d9ae374add,17,In Service,chargingstx06,POINT (-87.608832120895 41.838676328971),571.0,17,3501,35,Census Tract 3501,35,17031350100,,350100,031
15,41.8500836935,Wentworth Ave & 24th St,-87.6321405172,a3a5e353-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1308000026,POINT (-87.632140517235 41.850083693476),2.0,17,8411,34,Census Tract 8411,34,17031841100,,841100,031
15,41.9240908504,Winchester Ave & Elston Ave,-87.6764600747,a3b01f9c-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000140,POINT (-87.6764600747 41.92409085038),218.0,17,8323,22,Census Tract 8323,22,17031832300,,832300,031
43,41.892278,Streeter Dr & Grand Ave,-87.612043,a3a41526-a135-11e9-9cda-0a87ae2ba916,43,In Service,13022,POINT (-87.612043 41.892278),546.0,17,814.02,8,Census Tract 814.02,8,17031081402,,081402,031
11,41.7800796326,Wentworth Ave & 63rd St,-87.6297463052,a3acdae2-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000025,POINT (-87.6297463052 41.78007963264),173.0,17,8346,68,Census Tract 8346,68,17031834600,,834600,031
15,41.7578714483,Rainbow - Beach,-87.54938625,1870208802121658482,15,In Service,KA1503000049.1,POINT (-87.54938625 41.75787144829),427.0,17,4314,43,Census Tract 4314,43,17031431400,,431400,031
19,41.9897425114,Broadway & Thorndale Ave,-87.6601406209,a3af2c5f-a135-11e9-9cda-0a87ae2ba916,19,In Service,15575,POINT (-87.6601406209 41.98974251144),9.0,17,306.01,77,Census Tract 306.01,77,17031030601,,030601,031
15,41.9140267127,Albany Ave & Bloomingdale Ave,-87.705126462,a3b0bd42-a135-11e9-9cda-0a87ae2ba916,15,In Service,15655,POINT (-87.705126462 41.91402671273),396.0,17,2226,22,Census Tract 2226,22,17031222600,,222600,031
19,41.8943451374,St. Clair St & Erie St,-87.6227983832,a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,19,In Service,13016,POINT (-87.622798383236 41.894345137424),164.0,17,814.01,8,Census Tract 814.01,8,17031081401,,081401,031
15,41.7336687907,Marquette Ave & 89th St,-87.5583422184,6849c4e2-cffa-432b-8d83-5c0524594b4f,15,In Service,20239,POINT (-87.558342218399 41.733668790715),516.0,17,4606,46,Census Tract 4606,46,17031460600,,460600,031
15,41.8537957935,California Ave & 21st St,-87.6958228648,a3ac213b-a135-11e9-9cda-0a87ae2ba916,15,In Service,13096,POINT (-87.695822864771 41.853795793473),214.0,17,8407,30,Census Tract 8407,30,17031840700,,840700,031
23,41.892394453,Damen Ave & Grand Ave,-87.676885128,a3a7eba7-a135-11e9-9cda-0a87ae2ba916,23,In Service,TA1308000006,POINT (-87.676885128021 41.892394452963),528.0,17,2431,24,Census Tract 2431,24,17031243100,,243100,031
31,41.8893754666,State St & Kinzie St,-87.6270765066,a3a453fa-a135-11e9-9cda-0a87ae2ba916,31,In Service,13050,POINT (-87.627076506615 41.889375466632),636.0,17,815,8,Census Tract 815,8,17031081500,,081500,031
15,41.9535861789,Sawyer Ave & Irving Park Rd,-87.7093107999,a3afb917-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000096,POINT (-87.7093107999 41.95358617895),336.0,17,1608,16,Census Tract 1608,16,17031160800,,160800,031
11,41.7592740393,Damen Ave & 74th St,-87.6736342907,a3b24701-a135-11e9-9cda-0a87ae2ba916,11,In Service,16951,POINT (-87.673634290695 41.759274039331),440.0,17,6720,67,Census Tract 6720,67,17031672000,,672000,031
15,41.7275756593,Eggleston Ave & 92nd St,-87.6348280907,bc4d498d-c272-4474-beca-10e5268e7253,15,In Service,20118,POINT (-87.634828090668 41.7275756593),641.0,17,7301,73,Census Tract 7301,73,17031730100,,730100,031
11,41.7735175513,Jeffery Blvd & 67th St,-87.5771428255,a3ac35ed-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000030,POINT (-87.5771428255 41.77351755125),139.0,17,8439,42,Census Tract 8439,42,17031843900,Small area in CA 43,843900,031
15,41.6913191922,Lawndale Ave & 111th St,-87.7128857374,0eeb6baf-c653-4a1a-af17-99f686116b89,15,In Service,20203,POINT (-87.712885737419 41.691319192211),273.0,17,7404,74,Census Tract 7404,74,17031740400,,740400,031
