total_docks,latitude,station_name,longitude,id,docks_in_service,status,short_name,geometry,index_right,statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10
15,41.805772,Dorchester Ave & 49th St,-87.592464,a3ad5c90-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000069,POINT (-87.592464 41.805772),363.0,17,3906,39,Census Tract 3906,39,17031390600,,390600,031
9,41.952614,Narragansett & Irving Park,-87.7853829,1571105068000485406,9,In Service,,POINT (-87.7853829 41.952614),449.0,17,1702,17,Census Tract 1702,17,17031170200,,170200,031
11,41.743116,MLK Jr Dr & 83rd St,-87.6148,a3b2af02-a135-11e9-9cda-0a87ae2ba916,11,In Service,586,POINT (-87.6148 41.743116),411.0,17,4403,44,Census Tract 4403,44,17031440300,,440300,031
27,41.894666,Sedgwick St & Huron St,-87.638437,a3a57527-a135-11e9-9cda-0a87ae2ba916,27,In Service,TA1307000062,POINT (-87.638437 41.894666),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
9,41.859228,California & 16th St,-87.695562,1594046405283107528,9,In Service,,POINT (-87.695562 41.859228),13.0,17,8433,29,Census Tract 8433,29,17031843300,,843300,031
11,41.880708,Kenton Ave & Madison St,-87.741018,a3b13836-a135-11e9-9cda-0a87ae2ba916,11,In Service,537,POINT (-87.741018 41.880708),696.0,17,2518,25,Census Tract 2518,25,17031251800,,251800,031
12,41.7940135,Artesian Ave & 55th St,-87.685807,1582242306747684418,12,In Service,,POINT (-87.685807 41.7940135),777.0,17,6305,63,Census Tract 6305,63,17031630500,,630500,031
15,41.965845,Lakefront Trail & Wilson Ave,-87.645361,a3b424f6-a135-11e9-9cda-0a87ae2ba916,15,In Service,639,POINT (-87.645361 41.965845),646.0,17,314,3,Census Tract 314,3,17031031400,,031400,031
11,41.758768,Yates Blvd & 75th St,-87.56644,a3acfa38-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000024,POINT (-87.56644 41.758768),426.0,17,4312,43,Census Tract 4312,43,17031431200,,431200,031
15,41.861267,Racine Ave & 15th St,-87.656625,a3a9a24f-a135-11e9-9cda-0a87ae2ba916,15,In Service,13304,POINT (-87.656625 41.861267),101.0,17,8429,28,Census Tract 8429,28,17031842900,,842900,031
23,41.931248,Clark St & Drummond Pl,-87.644336,a3a80a1e-a135-11e9-9cda-0a87ae2ba916,23,In Service,TA1307000142,POINT (-87.644336 41.931248),795.0,17,702,7,Census Tract 702,7,17031070200,,070200,031
7,41.800908,Damen Ave & 51st St,-87.674684,a3b20960-a135-11e9-9cda-0a87ae2ba916,7,In Service,554,POINT (-87.674684 41.800908),530.0,17,6116,61,Census Tract 6116,61,17031611600,,611600,031
6,41.7903484,Rockwell St & 57th St,-87.6889201,1582242276682913304,6,In Service,,POINT (-87.6889201 41.7903484),115.0,17,8351,63,Census Tract 8351,63,17031835100,,835100,031
19,41.961588,Clark St & Montrose Ave,-87.666036,a3a84fb8-a135-11e9-9cda-0a87ae2ba916,19,In Service,KA1503000022,POINT (-87.666036 41.961588),522.0,17,601,6,Census Tract 601,6,17031060100,,060100,031
23,41.883703,Desplaines St & Randolph St,-87.644238,a3a52df5-a135-11e9-9cda-0a87ae2ba916,23,In Service,15535,POINT (-87.644238 41.883703),780.0,17,2801,28,Census Tract 2801,28,17031280100,,280100,031
15,41.93588,Damen Ave & Wellington Ave,-87.67842,a3a6ed98-a135-11e9-9cda-0a87ae2ba916,15,In Service,13268,POINT (-87.67842 41.93588),625.0,17,514,5,Census Tract 514,5,17031051400,,051400,031
19,41.886871,Halsted St & Fulton St,-87.648089,1789242536879942642,19,In Service,23003,POINT (-87.648089 41.886871),66.0,17,8330,28,Census Tract 8330,28,17031833000,,833000,031
15,41.830661,Halsted St & 35th St,-87.647172,a3a9bbf0-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1308000043,POINT (-87.647172 41.830661),178.0,17,8399,60,Census Tract 8399,60,17031839900,,839900,031
11,41.965875,Manor Ave & Leland Ave,-87.700825,a3af9064-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000127,POINT (-87.700825 41.965875),268.0,17,1408,14,Census Tract 1408,14,17031140800,,140800,031
11,41.877613,Cicero Ave & Quincy St,-87.745405,a3b143aa-a135-11e9-9cda-0a87ae2ba916,11,In Service,16913,POINT (-87.745405 41.877613),70.0,17,2522.02,25,Census Tract 2522.02,25,17031252202,,252202,031
9,41.784186,Pulaski Rd & 60th St,-87.722564,1593766343243326364,9,In Service,,POINT (-87.722564 41.784186),342.0,17,6501,65,Census Tract 6501,65,17031650100,,650100,031
23,41.9947796884,Broadway & Granville Ave,-87.6602845349,a3af1767-a135-11e9-9cda-0a87ae2ba916,23,In Service,15571,POINT (-87.6602845349 41.9947796884),45.0,17,301.03,77,Census Tract 301.03,77,17031030103,,030103,031
11,41.826712,Archer (Damen) Ave & 37th St,-87.683144,a3b443ce-a135-11e9-9cda-0a87ae2ba916,11,In Service,18022,POINT (-87.683144 41.826712),720.0,17,5905,59,Census Tract 5905,59,17031590500,,590500,031
15,41.74763,Springfield Ave & 80th St,-87.71945,1879437308430949172,15,In Service,23126,POINT (-87.71945 41.74763),210.0,17,7004.01,70,Census Tract 7004.01,70,17031700401,,700401,031
15,41.7664094567,South Shore Dr & 71st St,-87.5656875719,a3a39d55-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1503000002,POINT (-87.5656875719 41.7664094567),148.0,17,4301.02,43,Census Tract 4301.02,43,17031430102,,430102,031
11,42.015963,Clark St & Jarvis Ave,-87.675005,a3b0d6ec-a135-11e9-9cda-0a87ae2ba916,11,In Service,517,POINT (-87.675005 42.015963),496.0,17,102.02,1,Census Tract 102.02,1,17031010202,,010202,031
19,41.7850971464,Ellis Ave & 60th St,-87.6010727606,a3ad8fd9-a135-11e9-9cda-0a87ae2ba916,18,In Service,KA1503000014,POINT (-87.6010727606 41.78509714636),433.0,17,4203,42,Census Tract 4203,42,17031420300,,420300,031
11,41.82168,Indiana Ave & 40th St,-87.6216,a3a7aa0e-a135-11e9-9cda-0a87ae2ba916,11,In Service,13083,POINT (-87.6216 41.82168),169.0,17,8359,38,Census Tract 8359,38,17031835900,,835900,031
9,41.7749163,Tripp Ave & 65th St,-87.728841,1594041781399920504,9,In Service,,POINT (-87.728841 41.7749163),6.0,17,6503.01,65,Census Tract 6503.01,65,17031650301,,650301,031
23,41.890173,Rush St & Hubbard St,-87.626185,a3a5bf01-a135-11e9-9cda-0a87ae2ba916,23,In Service,KA1503000044,POINT (-87.626185 41.890173),636.0,17,815,8,Census Tract 815,8,17031081500,,081500,031
27,41.954245,Sheridan Rd & Irving Park Rd,-87.654406,a3a86c05-a135-11e9-9cda-0a87ae2ba916,27,In Service,13063,POINT (-87.654406 41.954245),84.0,17,8321,6,Census Tract 8321,6,17031832100,,832100,031
43,41.879255,Canal St & Adams St,-87.639904,a3a77c8d-a135-11e9-9cda-0a87ae2ba916,43,In Service,13011,POINT (-87.639904 41.879255),786.0,17,2819,28,Census Tract 2819,28,17031281900,,281900,031
11,41.809851,MLK Jr Dr & 47th St,-87.616279,a3a7a4fc-a135-11e9-9cda-0a87ae2ba916,11,In Service,TA1308000007,POINT (-87.616279 41.809851),454.0,17,3812,38,Census Tract 3812,38,17031381200,,381200,031
39,41.881319815,Dearborn St & Monroe St,-87.6295209193,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,38,In Service,TA1305000006,POINT (-87.6295209193 41.881319815),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
15,41.931048,Mango Ave & Diversey Ave,-87.769813,1890604506489868740,15,In Service,23175,POINT (-87.769813 41.931048),59.0,17,1906.02,19,Census Tract 1906.02,19,17031190602,,190602,031
15,41.9007,Noble St & Milwaukee Ave,-87.662607,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,15,In Service,13290,POINT (-87.662607 41.9007),490.0,17,2420,24,Census Tract 2420,24,17031242000,,242000,031
15,41.942722,Kilbourn Ave & Roscoe St,-87.739557,1869054242749504212,15,In Service,21360,POINT (-87.739557 41.942722),340.0,17,1612,16,Census Tract 1612,16,17031161200,,161200,031
11,41.895748,Fairbanks St & Superior St,-87.620104,a3b39bb0-a135-11e9-9cda-0a87ae2ba916,11,In Service,18003,POINT (-87.620104 41.895748),164.0,17,814.01,8,Census Tract 814.01,8,17031081401,,081401,031
15,41.885951,Damen Ave & Walnut (Lake) St,-87.677009,a3b47cbc-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA17018054,POINT (-87.677009 41.885951),39.0,17,8378,28,Census Tract 8378,28,17031837800,,837800,031
9,41.883043,W Washington Blvd & N Peoria St,-87.649931,1436495109493626544,9,In Service,,POINT (-87.649931 41.883043),66.0,17,8330,28,Census Tract 8330,28,17031833000,,833000,031
15,41.9406,Lincoln Ave & Melrose St,-87.669435,a3a5de24-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1309000042,POINT (-87.669435 41.9406),743.0,17,625,6,Census Tract 625,6,17031062500,,062500,031
19,41.903266,Damen Ave & Division St,-87.678435,a3a5d8db-a135-11e9-9cda-0a87ae2ba916,19,In Service,13136,POINT (-87.678435 41.903266),487.0,17,2414,24,Census Tract 2414,24,17031241400,,241400,031
9,41.9347409,Mulligan Ave & Wellington Ave,-87.7844017,1563698718386161692,9,In Service,,POINT (-87.7844017 41.9347409),82.0,17,1904.01,19,Census Tract 1904.01,19,17031190401,,190401,031
27,41.882409,Canal St & Madison St,-87.639767,a3a72aad-a135-11e9-9cda-0a87ae2ba916,26,In Service,13341,POINT (-87.639767 41.882409),780.0,17,2801,28,Census Tract 2801,28,17031280100,,280100,031
19,41.958494,Sheridan Rd & Buena Ave,-87.654966,a3aa4a58-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1309000027,POINT (-87.654966 41.958494),578.0,17,321,3,Census Tract 321,3,17031032100,,032100,031
9,41.95039,Western Ave & Grace St,-87.688234,1594046413873042132,9,In Service,,POINT (-87.688234 41.95039),622.0,17,505,5,Census Tract 505,5,17031050500,,050500,031
15,41.954383,Pine Grove Ave & Irving Park Rd,-87.648043,a3a940a2-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1308000022,POINT (-87.648043 41.954383),217.0,17,608,6,Census Tract 608,6,17031060800,,060800,031
11,41.75094,Vernon Ave & 79th St,-87.61379,a3b26fee-a135-11e9-9cda-0a87ae2ba916,11,In Service,574,POINT (-87.61379 41.75094),15.0,17,4402.01,44,Census Tract 4402.01,44,17031440201,,440201,031
11,41.946264,Pulaski Rd & Eddy St,-87.731023,a3afc858-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000141,POINT (-87.731023 41.946264),341.0,17,1613,16,Census Tract 1613,16,17031161300,,161300,031
23,41.919936,Halsted St & Dickens Ave,-87.64883,a3a8224f-a135-11e9-9cda-0a87ae2ba916,23,In Service,13192,POINT (-87.64883 41.919936),745.0,17,711,7,Census Tract 711,7,17031071100,,071100,031
19,41.895501,Leavitt St & Chicago Ave,-87.682017,a3b48c07-a135-11e9-9cda-0a87ae2ba916,19,In Service,18058,POINT (-87.682017 41.895501),559.0,17,2429,24,Census Tract 2429,24,17031242900,,242900,031
11,41.975672,Kedzie Ave & Foster Ave,-87.709261,a3af71a9-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000128,POINT (-87.709261 41.975672),174.0,17,8318,13,Census Tract 8318,13,17031831800,,831800,031
7,41.894887,Austin Blvd & Chicago Ave,-87.774704,a3b0f5c9-a135-11e9-9cda-0a87ae2ba916,7,In Service,16921,POINT (-87.774704 41.894887),681.0,17,2513,25,Census Tract 2513,25,17031251300,,251300,031
15,41.900363,California Ave & Cortez St,-87.696704,a3b3686c-a135-11e9-9cda-0a87ae2ba916,15,In Service,17660,POINT (-87.696704 41.900363),556.0,17,2426,24,Census Tract 2426,24,17031242600,,242600,031
19,41.882134,Michigan Ave & Madison St,-87.625125,a3a795d7-a135-11e9-9cda-0a87ae2ba916,19,In Service,13036,POINT (-87.625125 41.882134),590.0,17,3201,32,Census Tract 3201,32,17031320100,,320100,031
15,41.978361,Broadway & Berwyn Ave,-87.659789,a3aa0bb7-a135-11e9-9cda-0a87ae2ba916,15,In Service,13109,POINT (-87.659789 41.978361),166.0,17,307.03,77,Census Tract 307.03,77,17031030703,,030703,031
9,41.972177,N Shore Channel Trail & Argyle St,-87.702749,1594046439642845944,9,In Service,,POINT (-87.702749 41.972177),629.0,17,403,4,Census Tract 403,4,17031040300,,040300,031
11,41.848193,Kedzie Ave & 24th St,-87.705412,a3addda0-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000086,POINT (-87.705412 41.848193),301.0,17,3008,30,Census Tract 3008,30,17031300800,,300800,031
11,41.92459,Keystone Ave & Fullerton Ave,-87.72785,a3b35885-a135-11e9-9cda-0a87ae2ba916,11,In Service,16010,POINT (-87.72785 41.92459),445.0,17,2002,20,Census Tract 2002,20,17031200200,,200200,031
11,41.789381,Woodlawn Ave & 58th St,-87.596479,1850867138125484782,11,In Service,22002,POINT (-87.596479 41.789381),159.0,17,8362,41,Census Tract 8362,41,17031836200,,836200,031
15,41.927957,Kostner Ave & Wrightwood Ave,-87.735952,1861996658372408268,15,In Service,23321,POINT (-87.735952 41.927957),445.0,17,2002,20,Census Tract 2002,20,17031200200,,200200,031
9,41.85892,Spaulding Ave & 16th St,-87.707963,1561012895895892552,9,In Service,,POINT (-87.707963 41.85892),34.0,17,8415,29,Census Tract 8415,29,17031841500,,841500,031
11,41.794228,Racine Ave & Garfield Blvd,-87.655073,a3b222fc-a135-11e9-9cda-0a87ae2ba916,11,In Service,559,POINT (-87.655073 41.794228),791.0,17,6119,61,Census Tract 6119,61,17031611900,,611900,031
15,41.961524,Campbell Ave & Montrose Ave,-87.691177,a3afa9dc-a135-11e9-9cda-0a87ae2ba916,15,In Service,15623,POINT (-87.691177 41.961524),630.0,17,408,4,Census Tract 408,4,17031040800,,040800,031
39,41.886976,Dusable Harbor,-87.612813,a3a38363-a135-11e9-9cda-0a87ae2ba916,39,In Service,KA1503000064,POINT (-87.612813 41.886976),165.0,17,814.03,8,Census Tract 814.03,8,17031081403,Small unpopulated area in CA 32,081403,031
15,41.92883,Ashland Ave & Wrightwood Ave,-87.668507,a3a701b8-a135-11e9-9cda-0a87ae2ba916,15,In Service,13296,POINT (-87.668507 41.92883),744.0,17,707,7,Census Tract 707,7,17031070700,,070700,031
6,41.653564,Indiana Ave & 133rd St,-87.617054,1448642188027369086,6,In Service,,POINT (-87.617054 41.653564),14.0,17,5401.01,54,Census Tract 5401.01,54,17031540101,,540101,031
11,41.994161369,Western Ave & Granville Ave,-87.689438282,a3ae8d13-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1504000129,POINT (-87.689438282 41.99416136902),54.0,17,209.01,2,Census Tract 209.01,2,17031020901,,020901,031
15,41.939354,Leavitt St & Belmont Ave,-87.683282,a3b4a579-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA17018068,POINT (-87.683282 41.939354),111.0,17,8437,5,Census Tract 8437,5,17031843700,,843700,031
19,41.8793563587,Dearborn St & Adams St,-87.6297910363,a3a4203a-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1305000005,POINT (-87.6297910363 41.8793563587),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
19,41.898969,Dearborn Pkwy & Delaware Pl,-87.629912,a3a60a65-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1307000128,POINT (-87.629912 41.898969),319.0,17,810,8,Census Tract 810,8,17031081000,,081000,031
15,41.891795,Ogden Ave & Race Ave,-87.658751,a3a767b1-a135-11e9-9cda-0a87ae2ba916,15,In Service,13194,POINT (-87.658751 41.891795),531.0,17,2434,24,Census Tract 2434,24,17031243400,,243400,031
9,41.836708,Komensky Ave & 31st St,-87.725641,1561012883010990646,9,In Service,,POINT (-87.725641 41.836708),211.0,17,8305,30,Census Tract 8305,30,17031830500,,830500,031
6,41.738246,Steelworkers Park,-87.531067,1448642188027369090,6,In Service,,POINT (-87.531067 41.738246),513.0,17,4601,46,Census Tract 4601,46,17031460100,,460100,031
19,41.936083,Ashland Ave & Wellington Ave,-87.669807,a3a89ea8-a135-11e9-9cda-0a87ae2ba916,19,In Service,13269,POINT (-87.669807 41.936083),703.0,17,626,6,Census Tract 626,6,17031062600,,062600,031
15,41.750843,Western Ave & 79th St,-87.682701,1871991855517771832,15,In Service,23131,POINT (-87.682701 41.750843),506.0,17,7001,70,Census Tract 7001,70,17031700100,,700100,031
9,41.930736,Kilpatrick Ave & Parker Ave,-87.744082,1563698705501259788,9,In Service,,POINT (-87.744082 41.930736),314.0,17,1909,19,Census Tract 1909,19,17031190900,,190900,031
15,41.939743,Racine Ave & Belmont Ave,-87.658865,a3a8275e-a135-11e9-9cda-0a87ae2ba916,15,In Service,TA1308000019,POINT (-87.658865 41.939743),689.0,17,629,6,Census Tract 629,6,17031062900,,062900,031
6,41.895809,N Damen Ave & W Chicago Ave,-87.678519,1436495119852630436,6,In Service,,POINT (-87.678519 41.895809),560.0,17,2430,24,Census Tract 2430,24,17031243000,,243000,031
15,41.764354,St. Louis & 71st St,-87.710121,1861613253877461614,15,In Service,23138,POINT (-87.710121 41.764354),393.0,17,6609,66,Census Tract 6609,66,17031660900,,660900,031
15,41.946655,Leavitt St & Addison St,-87.683359,a3afdcbf-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000143,POINT (-87.683359 41.946655),623.0,17,508,5,Census Tract 508,5,17031050800,,050800,031
11,41.783189,Racine Ave & 61st St,-87.654372,a3b23263-a135-11e9-9cda-0a87ae2ba916,11,In Service,562,POINT (-87.654372 41.783189),419.0,17,6806,68,Census Tract 6806,68,17031680600,,680600,031
19,41.911386,Sedgwick St & North Ave,-87.638677,a3a59915-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1307000038,POINT (-87.638677 41.911386),282.0,17,717,7,Census Tract 717,7,17031071700,,071700,031
27,41.929465,Logan Blvd & Elston Ave,-87.684158,a3a95669-a135-11e9-9cda-0a87ae2ba916,27,In Service,TA1308000031,POINT (-87.684158 41.929465),249.0,17,8309,22,Census Tract 8309,22,17031830900,,830900,031
6,41.8897772,MTV Hubbard St,-87.680351,1591541115825893018,6,In Service,,POINT (-87.680351 41.8897772),560.0,17,2430,24,Census Tract 2430,24,17031243000,,243000,031
39,41.902973,Clark St & Elm St,-87.63128,a3a734ce-a135-11e9-9cda-0a87ae2ba916,39,In Service,TA1307000039,POINT (-87.63128 41.902973),319.0,17,810,8,Census Tract 810,8,17031081000,,081000,031
19,41.864059,Michigan Ave & 14th St,-87.623727,a3a70bbd-a135-11e9-9cda-0a87ae2ba916,19,In Service,TA1307000124,POINT (-87.623727 41.864059),385.0,17,3301,33,Census Tract 3301,33,17031330100,,330100,031
15,41.899643,Ashland Ave & Augusta Blvd,-87.6677,a3a3fb5d-a135-11e9-9cda-0a87ae2ba916,15,In Service,13248,POINT (-87.6677 41.899643),527.0,17,2421,24,Census Tract 2421,24,17031242100,,242100,031
11,41.794982,Princeton Ave & Garfield Blvd,-87.633124,a3accb60-a135-11e9-9cda-0a87ae2ba916,11,In Service,KA1503000013,POINT (-87.633124 41.794982),233.0,17,8356,37,Census Tract 8356,37,17031835600,,835600,031
23,41.91461,Walsh Park,-87.667968,a3b38728-a135-11e9-9cda-0a87ae2ba916,23,In Service,18067,POINT (-87.667968 41.91461),218.0,17,8323,22,Census Tract 8323,22,17031832300,,832300,031
15,41.968987,Washtenaw Ave & Lawrence Ave,-87.696027,a3af8642-a135-11e9-9cda-0a87ae2ba916,15,In Service,KA1504000080,POINT (-87.696027 41.968987),27.0,17,402.01,4,Census Tract 402.01,4,17031040201,,040201,031
11,41.885409,Pulaski Rd & Lake St,-87.726491,a3b10a40-a135-11e9-9cda-0a87ae2ba916,11,In Service,528,POINT (-87.726491 41.885409),665.0,17,2602,26,Census Tract 2602,26,17031260200,,260200,031
11,41.743921,South Chicago Ave & 83rd St,-87.575225,a3b2b92c-a135-11e9-9cda-0a87ae2ba916,11,In Service,588,POINT (-87.575225 41.743921),438.0,17,4503,45,Census Tract 4503,45,17031450300,,450300,031
9,41.899578,Campbell Ave & Augusta Blvd,-87.689497,1594046370923369112,9,In Service,,POINT (-87.689497 41.899578),555.0,17,2425,24,Census Tract 2425,24,17031242500,,242500,031
19,41.884069,Racine Ave & Randolph St,-87.656853,a3a503e5-a135-11e9-9cda-0a87ae2ba916,19,In Service,13155,POINT (-87.656853 41.884069),66.0,17,8330,28,Census Tract 8330,28,17031833000,,833000,031
11,41.910044,California Ave & North Ave,-87.697167,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,11,In Service,13258,POINT (-87.697167 41.910044),310.0,17,2409,24,Census Tract 2409,24,17031240900,,240900,031
39,41.911722,DuSable Lake Shore Dr & North Blvd,-87.626804,a3a9892f-a135-11e9-9cda-0a87ae2ba916,39,In Service,LF-005,POINT (-87.626804 41.911722),281.0,17,715,7,Census Tract 715,7,17031071500,,071500,031
14,41.952372,Lincoln Ave & Byron St,-87.677296,1799277526470631980,14,In Service,23002,POINT (-87.677296 41.952372),656.0,17,506,5,Census Tract 506,5,17031050600,,050600,031
27,41.888716036,Desplaines St & Kinzie St,-87.6444478533,a3a482fb-a135-11e9-9cda-0a87ae2ba916,27,In Service,TA1306000003,POINT (-87.6444478533 41.888716036),113.0,17,8423,24,Census Tract 8423,24,17031842300,,842300,031
9,41.9610471,Francisco Ave & Montrose Ave,-87.700901,1594046448262943690,9,In Service,,POINT (-87.700901 41.9610471),221.0,17,1606.01,16,Census Tract 1606.01,16,17031160601,,160601,031
11,41.805661,Western Blvd & 48th Pl,-87.683392,a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,11,In Service,594,POINT (-87.683392 41.805661),789.0,17,6115,61,Census Tract 6115,61,17031611500,,611500,031
15,41.974323,Keeler Ave & Carmen Ave,-87.7331,1882466626513795782,15,In Service,23110,POINT (-87.7331 41.974323),751.0,17,1302,13,Census Tract 1302,13,17031130200,,130200,031
11,41.796642,State St & 54th St,-87.625923,a3b4497a-a135-11e9-9cda-0a87ae2ba916,11,In Service,646,POINT (-87.625923 41.796642),226.0,17,8361,40,Census Tract 8361,40,17031836100,,836100,031
15,41.741192,Wood St & 84th St,-87.668106,1863873701095594368,15,In Service,23124,POINT (-87.668106 41.741192),544.0,17,7112,71,Census Tract 7112,71,17031711200,,711200,031
10,41.705846,W 103rd St & S Avers Ave,-87.717074,1448642179437434482,10,In Service,,POINT (-87.717074 41.705846),327.0,17,7402,74,Census Tract 7402,74,17031740200,,740200,031
11,41.855136,May St & Cullerton St,-87.654127,a3a71b0a-a135-11e9-9cda-0a87ae2ba916,11,In Service,13331,POINT (-87.654127 41.855136),261.0,17,3105,31,Census Tract 3105,31,17031310500,,310500,031
7,41.747363,South Chicago Ave & Elliot Ave,-87.580046,a3b4aa91-a135-11e9-9cda-0a87ae2ba916,7,In Service,665,POINT (-87.580046 41.747363),438.0,17,4503,45,Census Tract 4503,45,17031450300,,450300,031
9,41.9237918,Fullerton & Monitor,-87.7723116,1563698679731458032,9,In Service,,POINT (-87.7723116 41.9237918),58.0,17,1913.02,19,Census Tract 1913.02,19,17031191302,,191302,031
9,41.775144,Homan Ave & 65th St,-87.708129,1582242289567815212,9,In Service,,POINT (-87.708129 41.775144),303.0,17,6605,66,Census Tract 6605,66,17031660500,,660500,031
15,42.052939,University Library (NU),-87.673447,a3b310ac-a135-11e9-9cda-0a87ae2ba916,15,In Service,605,POINT (-87.673447 42.052939),,,,,808702,,,,,
15,41.910522,Sheffield Ave & Kingsbury St,-87.653106,a3a3c696-a135-11e9-9cda-0a87ae2ba916,15,In Service,13154,POINT (-87.653106 41.910522),110.0,17,8422,8,Census Tract 8422,8,17031842200,,842200,031
11,41.823465,Ashland Ave & Pershing Rd,-87.665577,a3b1e588-a135-11e9-9cda-0a87ae2ba916,11,In Service,16932,POINT (-87.665577 41.823465),722.0,17,5907,59,Census Tract 5907,59,17031590700,,590700,031
11,41.75132,Greenwood Ave & 79th St,-87.595982,a3b27bcf-a135-11e9-9cda-0a87ae2ba916,11,In Service,576,POINT (-87.595982 41.75132),138.0,17,8343,45,Census Tract 8343,45,17031834300,,834300,031
15,41.9241610291,Lincoln Ave & Fullerton Ave,-87.6463803649,a3a5c96f-a135-11e9-9cda-0a87ae2ba916,14,In Service,TA1309000058,POINT (-87.646380364895 41.924161029068),788.0,17,712,7,Census Tract 712,7,17031071200,,071200,031
19,41.795212,Shore Dr & 55th St,-87.580715,a3a88f84-a135-11e9-9cda-0a87ae2ba916,18,In Service,TA1308000009,POINT (-87.580715 41.795212),510.0,17,4110,41,Census Tract 4110,41,17031411000,,411000,031
6,41.974712,California Ave & Winona St,-87.697852,1594046439642845942,6,In Service,,POINT (-87.697852 41.974712),27.0,17,402.01,4,Census Tract 402.01,4,17031040201,,040201,031
15,41.88283,Ada St & Washington Blvd,-87.661206,a3ac1607-a135-11e9-9cda-0a87ae2ba916,15,In Service,13353,POINT (-87.661206 41.88283),66.0,17,8330,28,Census Tract 8330,28,17031833000,,833000,031
9,41.9310084,Sayre & Diversey,-87.8010646,1563698722681128992,9,In Service,,POINT (-87.8010646 41.9310084),403.0,17,1801,18,Census Tract 1801,18,17031180100,,180100,031
9,41.9092204,North Ave & New England Ave,-87.7971406,1575949510978564828,9,In Service,,POINT (-87.7971406 41.9092204),610.0,17,2505,25,Census Tract 2505,25,17031250500,,250500,031
15,41.91676,Lamon Ave & Armitage Ave,-87.749458,1871990322214447924,15,In Service,21357,POINT (-87.749458 41.91676),315.0,17,1911,19,Census Tract 1911,19,17031191100,,191100,031
12,41.9122813,Damen Ave & Wabansia Ave,-87.6773211,1521686986436309688,12,In Service,,POINT (-87.6773211 41.9122813),444.0,17,2403,24,Census Tract 2403,24,17031240300,,240300,031
15,41.738902,Francisco Ave & 85th St,-87.695518,1879436840905128284,15,In Service,23119,POINT (-87.695518 41.738902),225.0,17,7005.02,70,Census Tract 7005.02,70,17031700502,,700502,031
15,41.9406,Damen Ave & Melrose Ave,-87.6785,a3a83181-a135-11e9-9cda-0a87ae2ba916,15,In Service,13143,POINT (-87.6785 41.9406),659.0,17,511,5,Census Tract 511,5,17031051100,,051100,031
11,41.956057,Ashland Ave & Belle Plaine Ave,-87.668835,a3a88a6d-a135-11e9-9cda-0a87ae2ba916,11,In Service,13249,POINT (-87.668835 41.956057),522.0,17,601,6,Census Tract 601,6,17031060100,,060100,031
9,41.954189,Whipple/Irving Park,-87.704448,1606778059648526978,9,In Service,,POINT (-87.704448 41.954189),119.0,17,1606.02,16,Census Tract 1606.02,16,17031160602,,160602,031
11,41.875679,Central Park Blvd & 5th Ave,-87.71547,a3b123c5-a135-11e9-9cda-0a87ae2ba916,11,In Service,16907,POINT (-87.71547 41.875679),784.0,17,2714,27,Census Tract 2714,27,17031271400,,271400,031
15,42.050491,Chicago Ave & Sheridan Rd,-87.677821,a3b305e7-a135-11e9-9cda-0a87ae2ba916,15,In Service,E008,POINT (-87.677821 42.050491),,,,,808702,,,,,
15,41.77203,Artesian Ave & Marquette Rd,-87.684637,1859718111300847802,15,In Service,23142,POINT (-87.684637 41.77203),392.0,17,6608,66,Census Tract 6608,66,17031660800,,660800,031
55,41.884728,Columbus Dr & Randolph St,-87.619521,a3a78bc0-a135-11e9-9cda-0a87ae2ba916,55,In Service,13263,POINT (-87.619521 41.884728),590.0,17,3201,32,Census Tract 3201,32,17031320100,,320100,031
15,41.87501,Ogden Ave & Congress Pkwy,-87.67328,a3a5af44-a135-11e9-9cda-0a87ae2ba916,15,In Service,13081,POINT (-87.67328 41.87501),92.0,17,8381,28,Census Tract 8381,28,17031838100,,838100,031
