city,systemstop,public_nam,cross_st,pos,owlroutes,dir,street,routesstpg,geometry,index_right,statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10
CHICAGO,17140.0,Sedgwick & Blackhawk,BLACKHAWK,FS,,SB,SEDGWICK,37,POINT (-87.63860317400002 41.90910034799998),318.0,17,804,8,Census Tract 804,8,17031080400,,080400,031
MERRIONETTE PARK,15794.0,115th Street & Spaulding,SPAULDING,FT,,EB,115TH STREET,52A,POINT (-87.70262108100002 41.68416930699999),347.0,17,8233.04,75,Census Tract 8233.04,75,17031823304,Partially outside City Boundary,823304,031
CHICAGO,3012.0,California & Bloomingdale,BLOOMINGDALE,NT,,SB,CALIFORNIA,94,POINT (-87.69717068300002 41.914108399999975),361.0,17,2225,22,Census Tract 2225,22,17031222500,,222500,031
CHICAGO,14973.0,California & North Ave,NORTH AVENUE,FS,,SB,CALIFORNIA,94,POINT (-87.69714100200002 41.90995412799998),310.0,17,2409,24,Census Tract 2409,24,17031240900,,240900,031
LINCOLNWOOD,17294.0,McCormick & Devon,DEVON,FS,,NB,McCORMICK,"82,96",POINT (-87.71163039800001 41.99777144500001),,,,,,,,,,
CHICAGO,4450.0,Archer & Lowe,LOWE,NS,,NEB,ARCHER,"44,62",POINT (-87.64451956300002 41.84805988099998),60.0,17,8402,60,Census Tract 8402,60,17031840200,,840200,031
CHICAGO,14116.0,Midway Orange Line Station,ORANGE LINE STATION,TERM,,SWB,MIDWAY TERMINAL,"63W,165",POINT (-87.738821906 41.78646501399999),88.0,17,9801,56,Census Tract 9801,56,17031980100,Half in CA 64 (Midway Airport),980100,031
CHICAGO,11010.0,Diversey & California,CALIFORNIA,NS,,EB,DIVERSEY,76,POINT (-87.69771399899997 41.932023000000015),561.0,17,2204,22,Census Tract 2204,22,17031220400,,220400,031
CHICAGO,10500,55th Street & Keeler,KEELER,FS,,EB,55TH STREET,55,POINT (-87.727812535 41.793084437000005),772.0,17,6203,62,Census Tract 6203,62,17031620300,,620300,031
CHICAGO,15324.0,47th Street & Wood,WOOD,FS,,EB,47TH STREET,47,POINT (-87.669510807 41.808504035),741.0,17,6113,61,Census Tract 6113,61,17031611300,,611300,031
CHICAGO,12976.0,59th Street & Damen,DAMEN,NS,,EB,59TH STREET,59,POINT (-87.67424352900002 41.786564010999996),284.0,17,6705,67,Census Tract 6705,67,17031670500,,670500,031
CHICAGO,4796.0,Berwyn & Broadway (Red Line),RED LINE STATION,MB,,EB,BERWYN,92,POINT (-87.65889555500002 41.97811113099999),166.0,17,307.03,77,Census Tract 307.03,77,17031030703,,030703,031
CHICAGO,9897.0,Northwest Hwy & Nettleton,NETTLETON,NS,,NWB,NORTHWEST HWY,68,POINT (-87.79700099899998 41.991299000000026),666.0,17,1002,10,Census Tract 1002,10,17031100200,,100200,031
CHICAGO,10202.0,Cicero & Belle Plaine,BELLE PLAINE,NS,,SB,CICERO,"54,54A",POINT (-87.74749370699999 41.955553339999994),270.0,17,1502,15,Census Tract 1502,15,17031150200,,150200,031
CHICAGO,15300,Homan & Fillmore,FILLMORE,FS,,SB,HOMAN,82,POINT (-87.71067144400001 41.86792145999999),100.0,17,8430,29,Census Tract 8430,29,17031843000,,843000,031
CHICAGO,9019.0,Pulaski & Grand,GRAND,NS,N53,SB,PULASKI,53,POINT (-87.72651164799998 41.90635771500001),296.0,17,2306,23,Census Tract 2306,23,17031230600,,230600,031
CHICAGO,2831.0,Cottage Grove & 105th Street,105TH STREET,NS,,SB,COTTAGE GROVE,"4,115",POINT (-87.60740700000002 41.703981),243.0,17,4909.02,49,Census Tract 4909.02,49,17031490902,,490902,031
CHICAGO,1456.0,Lincoln & Dickens/Cleveland,DICKENS/CLEVELAND,NS,,NWB,LINCOLN,37,POINT (-87.64085430199998 41.91999328999998),746.0,17,713,7,Census Tract 713,7,17031071300,,071300,031
CHICAGO,1607.0,Michigan & 31st Street,31ST STREET,FS,N4,SB,MICHIGAN,"1,4",POINT (-87.62359130499999 41.838190381000004),24.0,17,8420,35,Census Tract 8420,35,17031842000,,842000,031
CHICAGO,1853.0,Clark & Oak,OAK,NS,N22,SB,CLARK,22,POINT (-87.63142599999998 41.90065700100001),319.0,17,810,8,Census Tract 810,8,17031081000,,081000,031
CHICAGO,8587.0,East River Rd & Carmen,CARMEN,NT,,SB,EAST RIVER RD,81W,POINT (-87.84658291699998 41.971302724),135.0,17,7608.02,76,Census Tract 7608.02,76,17031760802,,760802,031
CHICAGO,11342.0,Montrose & Sacramento,SACRAMENTO,NS,,EB,MONTROSE,78,POINT (-87.703454518 41.96115477000001),221.0,17,1606.01,16,Census Tract 1606.01,16,17031160601,,160601,031
CHICAGO,6304.0,26th Street & Kostner,KOSTNER,NS,N60,EB,26TH STREET,60,POINT (-87.73441593400003 41.84404841999998),216.0,17,3018.01,30,Census Tract 3018.01,30,17031301801,,301801,031
CHICAGO,6312.0,26th Street & Central Park,CENTRAL PARK,NS,N60,EB,26TH STREET,60,POINT (-87.71489700000001 41.84432200100002),236.0,17,3017.01,30,Census Tract 3017.01,30,17031301701,,301701,031
CHICAGO,14484.0,Jackson & Clinton,CLINTON,NS,,EB,JACKSON,"126, 755",POINT (-87.64115217699998 41.877951128999996),786.0,17,2819,28,Census Tract 2819,28,17031281900,,281900,031
CHICAGO,12179.0,103rd Street & Racine,RACINE,NS,,WB,103RD STREET,103,POINT (-87.65237313799997 41.70689390199999),606.0,17,7306,73,Census Tract 7306,73,17031730600,,730600,031
SKOKIE,14234.0,Old Orchard Rd & Skokie Blvd,SKOKIE BLVD,NS,,WB,OLD ORCHARD RD,201,POINT (-87.74634447400001 42.06259707100003),,,,,,,,,,
CHICAGO,8112.0,47th Street & Keeler,KEELER,NS,,WB,47TH STREET,47,POINT (-87.728369278 41.807876566999994),603.0,17,5702,57,Census Tract 5702,57,17031570200,,570200,031
EVANSTON,12687.0,Davis & Oak,OAK,NS,,WB,DAVIS,"93,201",POINT (-87.68660985100001 42.04711274099998),,,,,,,,,,
CHICAGO,790.0,Grand & Leavitt,LEAVITT,NS,,WB,GRAND,65,POINT (-87.68161051499999 41.89077565600002),560.0,17,2430,24,Census Tract 2430,24,17031243000,,243000,031
CHICAGO,9353.0,Belmont & Olcott,OLCOTT,NS,,WB,BELMONT,77,POINT (-87.81397045300002 41.93800177899999),464.0,17,1708,17,Census Tract 1708,17,17031170800,,170800,031
CHICAGO,653.0,Chicago & Kilbourn,KILBOURN (east leg),NS,,WB,CHICAGO,66,POINT (-87.73829913999998 41.895220155000004),102.0,17,8421,23,Census Tract 8421,23,17031842100,,842100,031
CHICAGO,6392.0,26th Street & Washtenaw,WASHTENAW (west leg),NS,N60,WB,26TH STREET,60,POINT (-87.69268888599998 41.844797105),272.0,17,3012,30,Census Tract 3012,30,17031301200,,301200,031
CHICAGO,778.0,Grand & Aberdeen,ABERDEEN,NS,,WB,GRAND,65,POINT (-87.65449964700002 41.89119056599998),532.0,17,2435,24,Census Tract 2435,24,17031243500,,243500,031
CHICAGO,9464.0,87th Street & Clyde,CLYDE,NT,,WB,87TH STREET,"15,87",POINT (-87.57312596600002 41.73716160499998),438.0,17,4503,45,Census Tract 4503,45,17031450300,,450300,031
CHICAGO,3855.0,Cicero & Flournoy,FLOURNOY,NS,,NB,CICERO,57,POINT (-87.74479325800002 41.87222414500002),63.0,17,8314,25,Census Tract 8314,25,17031831400,,831400,031
CHICAGO,14426.0,Franklin & Madison,MADISON,FS,,NB,FRANKLIN,37,POINT (-87.635212878 41.88203898900002),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
CHICAGO,5950.0,Halsted & North Ave,NORTH AVENUE,NS,,NB,HALSTED,8,POINT (-87.64817992600001 41.910829740999986),110.0,17,8422,8,Census Tract 8422,8,17031842200,,842200,031
CHICAGO,8922.0,Damen & Augusta,AUGUSTA,NS,,NB,DAMEN,50,POINT (-87.67706494700002 41.899432644),467.0,17,2422,24,Census Tract 2422,24,17031242200,,242200,031
CHICAGO,17453.0,Kedzie & 61st Street,61ST STREET,FS,,SB,KEDZIE,"52,52A",POINT (-87.70331179200002 41.78247225199999),355.0,17,6604,66,Census Tract 6604,66,17031660400,,660400,031
CHICAGO,17141.0,47th Street & St. Lawrence,ST. LAWRENCE,FS,,WB,47TH STREET,47,POINT (-87.61165370700002 41.80951937200001),454.0,17,3812,38,Census Tract 3812,38,17031381200,,381200,031
CHICAGO,17396.0,Roosevelt & Halsted,HALSTED,FS,,WB,ROOSEVELT,12,POINT (-87.647454251 41.867250677000015),103.0,17,8419,28,Census Tract 8419,28,17031841900,,841900,031
CHICAGO,17277.0,Taylor & Halsted,HALSTED,FS,,WB,TAYLOR,157,POINT (-87.64761503900002 41.869682212999976),103.0,17,8419,28,Census Tract 8419,28,17031841900,,841900,031
CHICAGO,6375.0,Blue Island & 16th Street,16TH STREET,FS,N60,SWB,BLUE ISLAND,60,POINT (-87.65984560700002 41.859536271000024),373.0,17,3106,31,Census Tract 3106,31,17031310600,,310600,031
CHICAGO,17129.0,North Ave & Humboldt,HUMBOLDT,FS,,WB,NORTH AVENUE,72,POINT (-87.70244610399999 41.91027925100002),369.0,17,2301,23,Census Tract 2301,23,17031230100,,230100,031
CHICAGO,1770.0,Devon & Oakley,OAKLEY,NS,,WB,DEVON,155,POINT (-87.687356271 41.99786769100001),322.0,17,205,2,Census Tract 205,2,17031020500,,020500,031
EVANSTON,12641.0,Central Street & Green Bay Rd,GREEN BAY RD,FS,,WB,CENTRAL STREET,"201,206",POINT (-87.69928441899998 42.06446909800002),,,,,,,,,,
HARWOOD HEIGHTS,9732.0,Gunnison & Neenah,NEENAH,NS,,WB,GUNNISON,81W,POINT (-87.790254307 41.96844150499999),,,,,,,,,,
CHICAGO,12202.0,103rd Street & Albany,ALBANY (east leg),NS,,WB,103RD STREET,103,POINT (-87.69830817399998 41.70630643300001),266.0,17,7401,74,Census Tract 7401,74,17031740100,,740100,031
CHICAGO,2923.0,111th Street & Throop,THROOP,NS,,WB,111TH STREET,111,POINT (-87.65444651500002 41.69229364500001),326.0,17,7501,75,Census Tract 7501,75,17031750100,,750100,031
CHICAGO,15172.0,16th Street & Hamlin,HAMLIN,FS,,WB,16TH STREET,18,POINT (-87.72036096599999 41.85898572799999),32.0,17,8387,29,Census Tract 8387,29,17031838700,,838700,031
CHICAGO,14820.0,63rd Street & Dorchester,DORCHESTER,FS,N63,WB,63RD STREET,63,POINT (-87.59162021100002 41.78063815899998),432.0,17,4202,42,Census Tract 4202,42,17031420200,,420200,031
CHICAGO,2162.0,King Drive & Oakwood Boulevard,OAKWOOD BOULEVARD,NS,,NB,KING DRIVE,3,POINT (-87.61683996199997 41.822573739999996),169.0,17,8359,38,Census Tract 8359,38,17031835900,,835900,031
CHICAGO,765.0,Grand & Dearborn,DEARBORN,NS,,WB,GRAND,65,POINT (-87.62946700100002 41.89171399999998),679.0,17,816,8,Census Tract 816,8,17031081600,,081600,031
CHICAGO,1125.0,Michigan & Huron,HURON,NS,,NB,MICHIGAN,"3,10,26,125,143,146,147,148,151",POINT (-87.62410399999999 41.89479799999998),164.0,17,814.01,8,Census Tract 814.01,8,17031081401,,081401,031
CHICAGO,15941.0,Kedzie & 24th Street,24TH STREET,FS,,NB,KEDZIE,52,POINT (-87.70506991899998 41.84831269),251.0,17,3009,30,Census Tract 3009,30,17031300900,,300900,031
CHICAGO,3141.0,Kedzie & 23rd Street,23RD STREET,NS,,NB,KEDZIE,52,POINT (-87.70512000000002 41.84986500100001),251.0,17,3009,30,Census Tract 3009,30,17031300900,,300900,031
CHICAGO,15020.0,Franklin & Lake/W Wacker,betw. LAKE&W WACKER,MB,,NB,FRANKLIN,37,POINT (-87.63534994000003 41.88624328100002),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
CHICAGO,15049.0,Wacker & Randolph,RANDOLPH,NS,,SB,WACKER,125,POINT (-87.63711205599998 41.88451318199998),96.0,17,8391,32,Census Tract 8391,32,17031839100,,839100,031
CHICAGO,572.0,Chicago & Franklin (Brown line),FRANKLIN,NS,N66,EB,CHICAGO,"37,66",POINT (-87.63591236299999 41.89647375999999),660.0,17,818,8,Census Tract 818,8,17031081800,,081800,031
CHICAGO,5350.0,Broadway & Sunnyside,SUNNYSIDE,FS,,SB,BROADWAY,36,POINT (-87.65617155500001 41.963180722999994),250.0,17,8307,3,Census Tract 8307,3,17031830700,,830700,031
CHICAGO,12574.0,Addison & California,CALIFORNIA,NS,,WB,ADDISON,152,POINT (-87.69785557699998 41.946744688000024),382.0,17,1607,16,Census Tract 1607,16,17031160700,,160700,031
CHICAGO,1543.0,51st Street & Indiana,INDIANA,NS,,WB,51ST STREET,15,POINT (-87.62093294599998 41.80210347399998),451.0,17,3818,38,Census Tract 3818,38,17031381800,,381800,031
CHICAGO,6846.0,Cermak & Archer,ARCHER,NS,,WB,CERMAK,21,POINT (-87.634273501 41.85294079200003),2.0,17,8411,34,Census Tract 8411,34,17031841100,,841100,031
CHICAGO,15316.0,35th Street & Michigan,MICHIGAN,FS,,WB,35TH STREET,35,POINT (-87.62369992700002 41.831099729000016),24.0,17,8420,35,Census Tract 8420,35,17031842000,,842000,031
CHICAGO,367.0,Roosevelt & Keeler,KEELER,NS,,WB,ROOSEVELT,12,POINT (-87.72995235399998 41.86618435899999),100.0,17,8430,29,Census Tract 8430,29,17031843000,,843000,031
CHICAGO,17019.0,Belmont & Central,CENTRAL,FS,N77,WB,BELMONT,77,POINT (-87.76677665900002 41.938639894000005),353.0,17,1512,15,Census Tract 1512,15,17031151200,,151200,031
CHICAGO,15337.0,Grand & Menard,MENARD,FS,,WB,GRAND,65,POINT (-87.77091308299998 41.91975664500001),58.0,17,1913.02,19,Census Tract 1913.02,19,17031191302,,191302,031
CHICAGO,6859.0,Cermak & Throop,THROOP,NS,,WB,CERMAK,21,POINT (-87.65859157699998 41.85250609000002),373.0,17,3106,31,Census Tract 3106,31,17031310600,,310600,031
CHICAGO,7590.0,127th Street & Michigan,MICHIGAN,NS,N34,WB,127TH STREET,"34,108",POINT (-87.61978426600001 41.663544453999975),512.0,17,5306,53,Census Tract 5306,53,17031530600,,530600,031
CHICAGO,11378.0,Montrose & Oakley,OAKLEY,NT,,WB,MONTROSE,78,POINT (-87.68630100000001 41.961397999999974),677.0,17,409,4,Census Tract 409,4,17031040900,,040900,031
CHICAGO,1541.0,51st Street & King Drive,KING DRIVE (w. serv. dr.),FS,,WB,51ST STREET,15,POINT (-87.616823307 41.802163603),451.0,17,3818,38,Census Tract 3818,38,17031381800,,381800,031
CHICAGO,13079.0,59th Street & Sacramento,SACRAMENTO,NS,,WB,59TH STREET,59,POINT (-87.698332574 41.78638521200003),733.0,17,6308,63,Census Tract 6308,63,17031630800,,630800,031
CHICAGO,622.0,Chicago & Ashland,ASHLAND,NS,N66,WB,CHICAGO,66,POINT (-87.66707916000001 41.89615140799998),490.0,17,2420,24,Census Tract 2420,24,17031242000,,242000,031
CHICAGO,84.0,Van Buren & Canal,CANAL,NS,,WB,VAN BUREN,37,POINT (-87.63938045700002 41.87682748100002),786.0,17,2819,28,Census Tract 2819,28,17031281900,,281900,031
CHICAGO,5738.0,Irving Park & Oak Park,OAK PARK,NS,X80,WB,IRVING PARK,80,POINT (-87.79609920399997 41.952809840999976),448.0,17,1701,17,Census Tract 1701,17,17031170100,,170100,031
CHICAGO,1282.0,Fullerton & Narragansett,NARRAGANSETT,NS,,WB,FULLERTON,74,POINT (-87.78528450099998 41.92378885800002),79.0,17,1906.01,19,Census Tract 1906.01,19,17031190601,,190601,031
CHICAGO,479.0,Madison & Sacramento,SACRAMENTO,NS,N20,WB,MADISON,20,POINT (-87.70106200100003 41.88108800100002),52.0,17,8370,27,Census Tract 8370,27,17031837000,,837000,031
CHICAGO,460.0,Madison & Aberdeen,ABERDEEN (east leg),NS,N20,WB,MADISON,20,POINT (-87.65419499900003 41.881722000000025),66.0,17,8330,28,Census Tract 8330,28,17031833000,,833000,031
CHICAGO,6505.0,3600 S Wentworth,3600 SOUTH,MB,,SB,WENTWORTH,"24,39,39",POINT (-87.63147499899998 41.82873699999999),306.0,17,3406,34,Census Tract 3406,34,17031340600,,340600,031
CICERO,10264.0,Cicero & 21st Place (Pink Line),21ST PLACE,NS,,SB,CICERO,54,POINT (-87.74437795199998 41.852066251),,,,,,,,,,
CHICAGO,9996.0,Kedzie & 81st Street,81ST STREET,NS,,NB,KEDZIE,52A,POINT (-87.70222399900001 41.746069999999975),252.0,17,7005.01,70,Census Tract 7005.01,70,17031700501,,700501,031
CHICAGO,11710.0,Narragansett & Wabansia,WABANSIA,NS,,SB,NARRAGANSETT,86,POINT (-87.78512799999999 41.91103099999998),610.0,17,2505,25,Census Tract 2505,25,17031250500,,250500,031
CHICAGO,1079.0,Stockton & Roslyn,ROSLYN,MB,,SB,STOCKTON,"134,143,151,156",POINT (-87.63900173000002 41.928292477000014),105.0,17,701.01,7,Census Tract 701.01,7,17031070101,,070101,031
CHICAGO,6640.0,Polk & Damen,DAMEN(east service drive),NS,,WB,POLK,157,POINT (-87.67592335900002 41.87153702799998),5.0,17,8382,28,Census Tract 8382,28,17031838200,,838200,031
CHICAGO,13198.0,Ontario & Wabash,WABASH,NS,,WB,ONTARIO,125,POINT (-87.62664132600003 41.893295576000014),636.0,17,815,8,Census Tract 815,8,17031081500,,081500,031
CHICAGO,13066.0,59th Street & Ashland,ASHLAND,NS,,WB,59TH STREET,59,POINT (-87.664154784 41.786821283999984),394.0,17,6702,67,Census Tract 6702,67,17031670200,,670200,031
CHICAGO,15137.0,16th Street & Homan,HOMAN,FS,,WB,16TH STREET,18,POINT (-87.710493993 41.859128071999976),771.0,17,2912,29,Census Tract 2912,29,17031291200,,291200,031
CHICAGO,9522.0,87th Street & Lawndale,LAWNDALE,NS,,WB,87TH STREET,87,POINT (-87.71401846999998 41.735079015999986),209.0,17,7004.02,70,Census Tract 7004.02,70,17031700402,,700402,031
CHICAGO,11165.0,Homan & Huron,HURON,NS,,SB,HOMAN,82,POINT (-87.71146299999998 41.893752000000006),595.0,17,2315,23,Census Tract 2315,23,17031231500,,231500,031
EVANSTON,3530.0,2310 W Oakton,2310 WEST,MB,,WB,OAKTON,97,POINT (-87.70555025200002 42.026550215999976),,,,,,,,,,
CHICAGO,6821.0,18th Street & Leavitt,LEAVITT,NS,,WB,18TH STREET,18,POINT (-87.68080114700001 41.85766142199998),3.0,17,8412,31,Census Tract 8412,31,17031841200,,841200,031
CHICAGO,1264.0,Fullerton & Kenton,KENTON (east leg),NS,,WB,FULLERTON,74,POINT (-87.74128344600001 41.924380901000006),445.0,17,2002,20,Census Tract 2002,20,17031200200,,200200,031
CHICAGO,1253.0,Fullerton & Lawndale,LAWNDALE,NS,,WB,FULLERTON,74,POINT (-87.71936288799998 41.92468537299999),192.0,17,2207.01,22,Census Tract 2207.01,22,17031220701,,220701,031
EVANSTON,14381.0,Lake & Wesley,WESLEY,NS,,WB,LAKE,206,POINT (-87.691930555 42.044280637999975),,,,,,,,,,
CHICAGO,11651.0,Caldwell & Lightfoot,LIGHTFOOT,NS,,NWB,CALDWELL,85A,POINT (-87.77584000000002 42.00155400099999),781.0,17,1201,12,Census Tract 1201,12,17031120100,,120100,031
CHICAGO,4861.0,4250 N Marine Drive,4250 NORTH,MB,,SB,MARINE DRIVE,"136,146",POINT (-87.646845918 41.960203680999996),646.0,17,314,3,Census Tract 314,3,17031031400,,031400,031
CHICAGO,4273.0,California & 44th Street,44TH STREET,NS,,SB,CALIFORNIA,94,POINT (-87.69443100000001 41.813815999999974),162.0,17,5805.02,58,Census Tract 5805.02,58,17031580502,,580502,031
CHICAGO,694.0,Grand & Kenton,KENTON,NS,,SEB,GRAND,65,POINT (-87.74053318900002 41.911667471999976),295.0,17,2305,23,Census Tract 2305,23,17031230500,,230500,031
CHICAGO,5134.0,Wallace & 29th Street,29TH STREET,NS,,SB,WALLACE,44,POINT (-87.641605916 41.841794795),635.0,17,6004,60,Census Tract 6004,60,17031600400,,600400,031
CHICAGO,9012.0,Pulaski & Dickens,DICKENS,NS,N53,SB,PULASKI,53,POINT (-87.72673508000003 41.91911023199998),77.0,17,2004.02,20,Census Tract 2004.02,20,17031200402,,200402,031
CHICAGO,2458.0,Lafayette & 92nd Street,92ND STREET,NS,,SB,LAFAYETTE,29,POINT (-87.62520300099999 41.72732800099999),198.0,17,8340,49,Census Tract 8340,49,17031834000,,834000,031
CHICAGO,14155.0,103rd Street & Stony Island Garage Terminal,STONY ISLAND GARAGE,TERM,,SEB,103RD STREET,"J14,15",POINT (-87.581169321 41.70853319399998),262.0,17,5103,51,Census Tract 5103,51,17031510300,,510300,031
CHICAGO,11654.0,Caldwell & Tonty,TONTY,NS,,NWB,CALDWELL,85A,POINT (-87.781225 42.004144999999994),781.0,17,1201,12,Census Tract 1201,12,17031120100,,120100,031
CHICAGO,7379.0,South Chicago & Marquette Avenue,MARQUETTE AVENUE,NT,,NWB,SOUTH CHICAGO,30,POINT (-87.55656204799999 41.73077339500003),183.0,17,8339,46,Census Tract 8339,46,17031833900,,833900,031
CHICAGO,4130.0,Armitage & Kilbourn,KILBOURN,NS,,WB,ARMITAGE,73,POINT (-87.73862408500003 41.91708316699999),76.0,17,2004.01,20,Census Tract 2004.01,20,17031200401,,200401,031
CHICAGO,10061.0,115th Street & St. Louis,ST. LOUIS,NS,,WB,115TH STREET,52A,POINT (-87.70775601899999 41.68421149300002),273.0,17,7404,74,Census Tract 7404,74,17031740400,,740400,031
CHICAGO,15122.0,Foster & Troy,TROY,MB,,WB,FOSTER,"92,93",POINT (-87.70726173100002 41.97586864800002),174.0,17,8318,13,Census Tract 8318,13,17031831800,,831800,031
CHICAGO,2206.0,King Drive & Pershing,PERSHING,FS,,SB,KING DRIVE,3,POINT (-87.61711039300002 41.82365602499999),169.0,17,8359,38,Census Tract 8359,38,17031835900,,835900,031
CHICAGO,15191.0,Division & Cicero,CICERO,FS,,EB,DIVISION,70,POINT (-87.74553941599999 41.90227393499998),588.0,17,2510,25,Census Tract 2510,25,17031251000,,251000,031
CHICAGO,15187.0,Foster & Elston,ELSTON,FS,,EB,FOSTER,92,POINT (-87.75135779099998 41.97522995200001),749.0,17,1204,12,Census Tract 1204,12,17031120400,,120400,031
CHICAGO,12980.0,59th Street & Ashland,ASHLAND,NS,,EB,59TH STREET,59,POINT (-87.66459493100001 41.78668289400002),286.0,17,6707,67,Census Tract 6707,67,17031670700,,670700,031
CHICAGO,15520.0,35th Street & Indiana,INDIANA,FS,N4,EB,35TH STREET,"4,35",POINT (-87.621502787 41.830998088),231.0,17,8396,35,Census Tract 8396,35,17031839600,,839600,031
CHICAGO,17033.0,Garfield & Princeton,PRINCETON,NS,N55,EB,GARFIELD,55,POINT (-87.63310972800002 41.79409469199999),173.0,17,8346,68,Census Tract 8346,68,17031834600,,834600,031
CHICAGO,6701.0,Taylor & Halsted,HALSTED,NS,,EB,TAYLOR,157,POINT (-87.64736599999998 41.869507),103.0,17,8419,28,Census Tract 8419,28,17031841900,,841900,031
CHICAGO,10831.0,71st Street & Stony Island,STONY ISLAND,FS,,WB,71ST STREET,71,POINT (-87.586601858 41.76618529699999),423.0,17,4303,43,Census Tract 4303,43,17031430300,,430300,031
EVANSTON,3518.0,Howard & Barton,BARTON,NS,,WB,HOWARD,"97,206",POINT (-87.68847772100003 42.01960030800001),,,,,,,,,,
CHICAGO,1749.0,Pratt & Greenview,GREENVIEW (east leg),FS,,WB,PRATT,155,POINT (-87.66786796299999 42.005478052),365.0,17,106,1,Census Tract 106,1,17031010600,,010600,031
CHICAGO,1414.0,LaSalle & Goethe,GOETHE,FS,,SB,LASALLE,156,POINT (-87.63311330599998 41.90557246999998),300.0,17,803,8,Census Tract 803,8,17031080300,,080300,031
CHICAGO,10000,Kedzie & 77th Street,77TH STREET,NS,,NB,KEDZIE,52A,POINT (-87.70245599999998 41.753378999999995),506.0,17,7001,70,Census Tract 7001,70,17031700100,,700100,031
CHICAGO,1136.0,Lake Shore & Schiller,SCHILLER,FT,,NB,LAKE SHORE,151,POINT (-87.62575999900002 41.908064001000014),317.0,17,801,8,Census Tract 801,8,17031080100,,080100,031
CHICAGO,11698.0,Narragansett & Wellington,WELLINGTON,NS,,SB,NARRAGANSETT,86,POINT (-87.78587699899998 41.93473399999999),142.0,17,8315,19,Census Tract 8315,19,17031831500,,831500,031
CHICAGO,11466.0,Ridge & Wayne,WAYNE,NS,,SEB,RIDGE,84,POINT (-87.66380184000002 41.985830951000025),552.0,17,305,77,Census Tract 305,77,17031030500,,030500,031
CHICAGO,16114.0,Blue Island & Damen,DAMEN,FS,N60,NEB,BLUE ISLAND,60,POINT (-87.67539726299998 41.84857230799997),132.0,17,8432,31,Census Tract 8432,31,17031843200,,843200,031
CHICAGO,11584.0,Central & Lake,"LAKE (""north"" leg)",FS,,NB,CENTRAL,85,POINT (-87.76504155600003 41.88787356300003),683.0,17,2515,25,Census Tract 2515,25,17031251500,,251500,031
CHICAGO,6260.0,Ashland & Armitage,ARMITAGE,NS,,NB,ASHLAND,9,POINT (-87.667794001 41.917828000999975),218.0,17,8323,22,Census Tract 8323,22,17031832300,,832300,031
CHICAGO,11272.0,Kimball & Elston,ELSTON,NS,,NB,KIMBALL,82,POINT (-87.71271300000001 41.949253),336.0,17,1608,16,Census Tract 1608,16,17031160800,,160800,031
CHICAGO,8876.0,Damen & Taylor,TAYLOR,NS,,SB,DAMEN,50,POINT (-87.67637797100002 41.869229983000025),5.0,17,8382,28,Census Tract 8382,28,17031838200,,838200,031
CHICAGO,15215.0,Milwaukee & Central Park,CENTRAL PARK,FS,,SEB,MILWAUKEE,56,POINT (-87.716885311 41.93475822900001),56.0,17,2106.02,21,Census Tract 2106.02,21,17031210602,,210602,031
CHICAGO,4511.0,Archer & Kostner,KOSTNER,NS,N62,SWB,ARCHER,62,POINT (-87.73309783100001 41.800279898999975),647.0,17,5705,57,Census Tract 5705,57,17031570500,,570500,031
CHICAGO,7195.0,Stony Island & South Chicago/79th Street,SOUTH CHICAGO/79TH STREET,FS,,SB,STONY ISLAND,28,POINT (-87.58600460100001 41.75121319099998),138.0,17,8343,45,Census Tract 8343,45,17031834300,,834300,031
CHICAGO,16186.0,Loomis & Cermak,CERMAK,NS,,SB,LOOMIS,60,POINT (-87.66125787099998 41.85253299599998),373.0,17,3106,31,Census Tract 3106,31,17031310600,,310600,031
CHICAGO,9058.0,Pulaski & 26th Street,26TH STREET,NS,,SB,PULASKI,53,POINT (-87.72464903999997 41.84437938299999),197.0,17,3018.02,30,Census Tract 3018.02,30,17031301802,,301802,031
CHICAGO,1061.0,Lake Shore & Grace,GRACE,FS,,SB,LAKE SHORE,"135,146,151,152",POINT (-87.64511379200002 41.952057767999975),727.0,17,609,6,Census Tract 609,6,17031060900,,060900,031
CHICAGO,1488.0,Lincoln & Winnemac,WINNEMAC,NS,,NWB,LINCOLN,11,POINT (-87.69127800000001 41.97293100000002),27.0,17,402.01,4,Census Tract 402.01,4,17031040201,,040201,031
CHICAGO,5712.0,Irving Park & Keeler,KEELER,FS,,WB,IRVING PARK,"54A,80",POINT (-87.732841855 41.953698771000006),279.0,17,1603,16,Census Tract 1603,16,17031160300,,160300,031
CHICAGO,4138.0,Armitage & Leclaire/Grand,LECLAIRE/GRAND,NS,,WB,ARMITAGE,73,POINT (-87.75327907500002 41.91690556499998),315.0,17,1911,19,Census Tract 1911,19,17031191100,,191100,031
CHICAGO,17404.0,Western & North Ave,NORTH AVENUE,FS,N49,NB,WESTERN,"49,X49",POINT (-87.68709663499999 41.91047688399999),307.0,17,2405,24,Census Tract 2405,24,17031240500,,240500,031
