NAME,Total Pop (#)_2012,Total HH (#)_2012,Home: Owner_2012,Home: Renter_2012,Race: White_2012,Race: Black/AA_2012,Race: AI/Alaskan_2012,Race: Asian_2012,Race: Hawaiian/PI_2012,Race: Other_2012,Ethnicty: Hisp._2012,Ethnicity: Non-Hisp._2012,Edu: < 9th grade_2012,"Edu: HS, no diploma_2012",Edu: HS Diploma_2012,Edu: Associate's Degree_2012,Edu: Bachelor's Degree_2012,Edu: Grad/Prof Degree_2012,Median HH Income ($)_2012,Age: 18+_2012,Age: 65+_2012,tract,Total Pop (#)_2017,Total HH (#)_2017,Home: Owner_2017,Home: Renter_2017,Race: White_2017,Race: Black/AA_2017,Race: AI/Alaskan_2017,Race: Asian_2017,Race: Hawaiian/PI_2017,Race: Other_2017,Ethnicty: Hisp._2017,Ethnicity: Non-Hisp._2017,Edu: < 9th grade_2017,"Edu: HS, no diploma_2017",Edu: HS Diploma_2017,Edu: Associate's Degree_2017,Edu: Bachelor's Degree_2017,Edu: Grad/Prof Degree_2017,Median HH Income ($)_2017,Age: 18+_2017,Age: 65+_2017,Total Pop (#)_2022,Total HH (#)_2022,Home: Owner_2022,Home: Renter_2022,Race: White_2022,Race: Black/AA_2022,Race: AI/Alaskan_2022,Race: Asian_2022,Race: Hawaiian/PI_2022,Race: Other_2022,Ethnicty: Hisp._2022,Ethnicity: Non-Hisp._2022,Edu: < 9th grade_2022,"Edu: HS, no diploma_2022",Edu: HS Diploma_2022,Edu: Associate's Degree_2022,Edu: Bachelor's Degree_2022,Edu: Grad/Prof Degree_2022,Median HH Income ($)_2022,Age: 18+_2022,Age: 65+_2022
"Census Tract 8030.17, Cook County, Illinois",5646.0,2358.0,63.0,37.0,87.2,0.2,0.0,13.3,0.0,1.7,8.4,91.6,1.7,4.5,20.8,6.4,33.9,23.0,69773.0,78.4,12.4,803017,6137.0,2646.0,56.7,43.3,77.9,1.6,0.0,14.8,0.0,8.1,12.7,87.3,2.7,0.6,13.6,8.6,37.5,16.0,84760.0,84.8,15.5,5948,2560,56.1,43.9,0.0,10.9,0.0,15.5,5948,18.6,1.3,0.8,4.1,2.0,12.1,7.9,38.7,21.5,93693,77.9,15.3
"Census Tract 8036.11, Cook County, Illinois",5857.0,1833.0,73.2,26.8,69.5,3.3,0.0,16.3,0.0,12.9,38.9,61.1,19.5,5.8,24.5,3.5,24.1,6.4,55230.0,72.6,5.8,803611,5897.0,2051.0,67.5,32.5,46.1,4.4,1.1,12.6,0.0,44.1,50.9,49.1,13.3,5.9,20.3,7.6,24.2,5.6,53583.0,76.9,7.8,6245,2129,65.8,34.2,0.1,9.8,1.0,38.2,6245,48.6,0.0,7.1,12.2,7.9,24.9,6.0,20.4,9.7,68319,75.3,9.6
"Census Tract 8036.12, Cook County, Illinois",3333.0,1234.0,22.1,77.9,65.0,10.6,0.3,14.6,0.0,9.9,33.8,66.2,19.3,6.6,19.9,11.3,20.4,5.2,58977.0,79.9,6.2,803612,3614.0,1288.0,25.8,74.2,64.3,3.0,0.6,6.3,0.0,26.0,58.6,41.4,14.1,8.0,21.3,3.5,20.5,7.5,53210.0,68.8,3.0,3652,1404,22.2,77.8,0.0,9.7,0.0,30.1,3652,45.5,1.8,7.8,9.3,3.7,28.1,8.9,22.3,8.6,62917,70.2,5.1
"Census Tract 8037.01, Cook County, Illinois",2615.0,1290.0,74.2,25.8,89.3,0.0,0.0,14.1,0.0,0.4,6.1,93.9,3.8,2.0,12.8,2.4,39.4,22.2,66333.0,81.6,12.5,803701,2746.0,1369.0,65.5,34.5,83.0,1.0,0.0,11.6,0.0,6.4,8.3,91.7,1.6,7.5,14.2,6.9,36.5,19.7,90938.0,87.0,14.6,2693,1318,61.2,38.8,0.7,11.5,0.0,13.3,2693,13.8,0.0,1.4,0.7,9.0,18.6,7.1,32.0,18.6,85326,84.4,13.1
"Census Tract 8382, Cook County, Illinois",1695.0,391.0,58.8,41.2,36.2,23.6,0.6,29.1,0.0,13.1,10.9,89.1,7.9,7.6,3.7,5.7,36.8,34.0,73325.0,66.3,9.3,838200,2028.0,400.0,40.0,60.0,56.8,26.5,0.7,16.4,0.1,4.3,17.7,82.3,6.2,4.6,8.3,0.9,40.0,30.8,36389.0,83.8,4.4,2000,371,63.1,36.9,1.0,20.9,0.0,4.3,2000,17.9,1.3,30.4,1.8,2.3,16.6,3.5,26.3,30.5,94464,83.6,8.0
"Census Tract 8383, Cook County, Illinois",1337.0,531.0,7.5,92.5,56.1,39.0,0.2,3.3,0.0,1.6,21.5,78.5,3.4,7.6,25.4,8.6,25.4,19.6,46339.0,84.4,5.2,838300,1515.0,640.0,23.3,76.7,34.7,48.8,0.0,16.3,0.0,3.4,6.2,93.8,5.1,6.6,24.1,5.6,32.5,14.3,44875.0,83.4,7.3,2080,1103,15.9,84.1,0.0,15.2,0.3,0.4,2080,3.3,1.1,26.5,1.0,5.0,10.2,4.2,45.0,24.1,92118,88.7,9.9
"Census Tract 8386, Cook County, Illinois",1880.0,481.0,12.5,87.5,4.6,95.4,0.0,0.0,0.0,0.0,4.0,96.0,2.1,25.5,25.3,1.9,9.0,1.7,13927.0,54.9,5.9,838600,1467.0,489.0,5.5,94.5,2.2,93.8,0.0,0.0,0.0,7.4,7.8,92.2,8.2,31.5,20.1,10.3,0.5,0.0,14850.0,66.3,11.0,1658,631,5.4,94.6,1.0,0.5,0.3,10.0,1658,15.3,12.5,76.9,5.7,22.2,26.1,10.2,0.6,2.5,18976,70.2,10.9
"Census Tract 8380, Cook County, Illinois",2758.0,1308.0,25.8,74.2,21.6,70.2,2.2,5.9,0.0,2.6,5.2,94.8,11.2,19.2,12.8,3.4,26.7,9.0,21979.0,70.1,15.2,838000,2760.0,1233.0,22.5,77.5,15.4,76.6,1.1,2.1,2.4,5.2,12.2,87.8,0.6,11.1,26.1,11.7,23.1,10.5,18147.0,79.1,11.2,2612,1396,30.4,69.6,0.6,1.9,0.0,4.0,2612,14.1,1.2,57.4,2.9,8.6,24.9,9.9,20.5,7.6,32833,74.7,10.2
"Census Tract 8381, Cook County, Illinois",1851.0,1144.0,12.4,87.6,29.2,52.1,5.3,16.4,0.0,1.2,9.2,90.8,4.2,13.6,16.6,9.1,17.5,23.1,28587.0,89.2,15.7,838100,1980.0,1227.0,13.6,86.4,31.7,52.1,0.0,11.1,0.0,6.2,12.9,87.1,6.6,17.7,15.9,7.9,16.8,18.4,17047.0,92.7,20.6,1571,1021,18.4,81.6,0.0,3.4,0.0,5.0,1571,10.8,0.6,54.0,7.0,18.1,21.8,0.9,15.7,22.0,15801,88.9,19.1
"Census Tract 8387, Cook County, Illinois",4135.0,1296.0,18.4,81.6,1.7,98.3,0.0,0.0,0.0,0.0,1.7,98.3,8.0,21.8,38.1,1.5,6.7,3.0,21123.0,65.2,6.8,838700,4631.0,1508.0,15.9,84.1,3.8,92.5,0.0,0.0,0.0,3.7,5.8,94.2,6.1,26.2,29.3,8.1,5.1,1.6,22742.0,70.7,9.9,4056,1516,25.1,74.9,0.9,0.0,0.0,10.3,4056,14.8,0.6,83.1,5.1,14.9,41.6,6.5,6.7,7.5,26105,69.6,11.1
"Census Tract 8388, Cook County, Illinois",3350.0,1062.0,38.0,62.0,33.2,51.0,0.5,0.0,0.0,15.3,44.1,55.9,13.1,16.5,41.1,5.5,3.1,1.1,26235.0,69.8,9.9,838800,3526.0,1101.0,36.7,63.3,44.9,54.1,0.0,0.0,0.0,1.4,41.7,58.3,17.2,11.1,42.0,4.0,4.2,3.1,19155.0,60.2,14.8,3101,1136,33.8,66.2,0.0,0.0,0.0,13.7,3101,41.0,1.3,57.3,11.6,4.2,40.0,10.0,9.9,3.5,27143,71.2,17.4
"Census Tract 8390, Cook County, Illinois",7405.0,3646.0,55.6,44.4,68.3,16.9,0.1,14.0,0.0,3.2,3.7,96.3,1.3,1.4,7.1,3.2,42.6,38.5,73423.0,89.6,6.6,839000,8542.0,4720.0,40.4,59.6,69.7,15.5,0.6,18.7,0.3,0.2,7.1,92.9,0.5,1.0,3.6,5.6,38.5,40.2,84347.0,93.1,9.1,10155,5768,26.9,73.1,0.7,18.9,0.1,6.4,10155,12.2,1.2,9.5,0.0,2.7,3.6,6.4,35.4,38.3,103298,93.0,7.9
"Census Tract 8391, Cook County, Illinois",4139.0,2004.0,37.7,62.3,66.7,12.5,0.4,18.1,0.3,5.2,7.3,92.7,1.6,9.7,9.4,1.3,37.8,26.0,73425.0,97.1,3.6,839100,6760.0,3173.0,31.6,68.4,59.7,14.0,2.6,23.9,0.0,3.4,10.1,89.9,2.5,4.3,8.5,3.6,39.2,34.8,90489.0,92.8,3.4,8363,4652,30.7,69.3,0.7,28.1,0.0,5.0,8363,11.5,1.7,11.3,1.4,3.9,8.3,2.6,41.5,37.7,112257,98.2,3.0
"Census Tract 8392, Cook County, Illinois",2241.0,1357.0,44.7,55.3,13.1,80.5,1.0,8.7,0.0,0.5,2.5,97.5,7.1,5.1,14.9,4.3,22.8,16.7,44665.0,90.4,18.6,839200,2368.0,1418.0,33.2,66.8,17.5,68.8,0.5,14.0,0.0,0.8,5.3,94.7,0.0,11.2,15.1,5.2,20.5,26.5,29476.0,86.3,19.3,2473,1429,44.9,55.1,1.0,17.4,0.0,6.7,2473,0.7,0.0,55.4,2.0,7.3,11.7,5.5,27.2,21.8,40533,95.3,21.1
"Census Tract 8395, Cook County, Illinois",1658.0,867.0,34.8,65.2,21.1,75.0,0.6,2.1,0.0,2.2,3.4,96.6,8.5,8.6,16.8,5.5,18.5,24.2,21292.0,86.7,28.5,839500,1367.0,681.0,42.9,57.1,19.4,72.4,0.4,9.7,0.0,0.3,2.1,97.9,7.4,14.2,13.5,4.0,27.3,19.3,21719.0,93.6,32.3,1552,748,47.3,52.7,4.8,11.7,0.3,13.9,1552,15.5,0.0,50.2,4.4,7.7,17.3,4.2,26.6,21.2,-666666666,83.6,29.6
"Census Tract 8396, Cook County, Illinois",1817.0,827.0,37.7,62.3,8.5,89.0,0.0,1.2,0.0,1.6,2.3,97.7,12.5,10.6,21.5,7.9,14.3,16.3,28686.0,86.9,27.8,839600,1521.0,785.0,44.6,55.4,7.5,90.9,0.0,0.7,0.0,1.8,3.6,96.4,5.6,9.1,21.6,2.0,26.5,15.9,35461.0,90.0,30.4,1845,926,42.4,57.6,0.0,0.0,0.0,5.4,1845,8.2,0.0,85.5,5.9,12.3,16.8,0.9,19.5,11.9,59688,88.8,32.2
"Census Tract 8397, Cook County, Illinois",5294.0,1738.0,47.9,52.1,46.6,1.9,0.6,19.0,0.5,33.1,49.8,50.2,10.9,6.6,31.3,7.6,16.1,10.4,40000.0,69.9,7.8,839700,4417.0,1862.0,47.4,52.6,64.9,2.9,0.2,23.0,0.0,12.2,41.5,58.5,8.5,8.7,20.1,5.2,27.5,14.1,48800.0,80.4,8.8,5024,1848,55.6,44.4,2.7,25.6,0.0,17.5,5024,38.8,4.1,1.6,7.7,7.3,18.2,3.4,32.9,17.6,82670,79.3,11.7
"Census Tract 8398, Cook County, Illinois",3028.0,1202.0,34.2,65.8,62.7,0.9,0.6,23.2,0.0,13.9,34.7,65.3,7.0,8.8,31.8,6.6,13.1,15.3,50833.0,85.6,9.9,839800,2834.0,1169.0,38.4,61.6,60.7,2.0,0.0,31.2,0.0,7.2,21.6,78.4,11.8,5.4,18.4,3.2,20.1,18.9,49583.0,85.2,13.2,2703,1085,29.0,71.0,0.0,23.8,0.0,2.5,2703,18.6,0.4,4.3,5.3,7.1,13.5,5.9,26.2,26.4,71750,79.8,11.7
"Census Tract 8399, Cook County, Illinois",3862.0,1562.0,60.2,39.8,74.0,1.9,0.4,13.5,0.0,13.0,29.5,70.5,4.9,7.4,30.9,6.7,17.5,8.9,63529.0,77.2,7.6,839900,4374.0,1813.0,54.4,45.6,67.1,4.4,0.5,20.9,0.3,8.5,24.9,75.1,6.2,9.6,23.6,7.2,20.9,15.8,50265.0,81.8,11.5,4759,2110,56.0,44.0,1.7,15.1,0.0,18.3,4759,35.0,1.4,1.8,6.5,6.8,18.9,5.0,25.9,21.6,92759,83.8,15.7
"Census Tract 8400, Cook County, Illinois",2713.0,1053.0,68.6,31.4,59.2,0.8,0.0,33.7,0.0,9.3,13.5,86.5,7.9,8.9,29.2,6.7,12.6,19.4,60863.0,83.6,12.6,840000,2891.0,1005.0,64.5,35.5,47.3,1.6,0.3,36.4,0.0,14.9,19.2,80.8,6.0,7.4,28.0,6.9,23.0,12.2,71989.0,77.9,9.7,2731,1064,59.6,40.4,3.2,36.3,0.0,13.0,2731,22.7,1.2,0.7,12.2,9.3,21.2,4.7,23.4,17.9,99342,77.1,16.4
"Census Tract 8401, Cook County, Illinois",2624.0,946.0,37.3,62.7,39.1,2.7,0.0,53.5,0.0,7.4,18.8,81.2,15.8,20.2,32.5,3.8,9.3,7.4,31090.0,78.1,11.5,840100,2957.0,1018.0,35.2,64.8,34.7,1.0,0.0,62.1,0.0,2.3,14.7,85.3,14.5,7.9,35.8,5.1,16.3,6.8,38886.0,80.4,11.2,3116,1140,50.7,49.3,0.0,60.7,0.0,5.0,3116,10.0,0.0,0.4,10.1,7.4,34.6,7.1,17.0,10.1,60042,82.0,14.8
"Census Tract 8402, Cook County, Illinois",2517.0,838.0,60.7,39.3,33.4,2.4,0.0,54.9,1.7,9.4,21.4,78.6,15.2,8.5,31.9,5.8,13.4,9.8,58415.0,78.0,7.0,840200,2448.0,816.0,61.9,38.1,32.1,3.5,0.0,60.5,0.0,5.9,12.9,87.1,21.4,7.7,25.3,3.6,20.9,10.0,55600.0,81.9,16.0,2315,822,59.2,40.8,0.0,61.0,0.0,12.1,2315,18.7,0.0,0.6,19.1,17.9,15.6,2.0,16.8,7.6,42188,78.9,20.2
"Census Tract 8403, Cook County, Illinois",4034.0,1151.0,58.6,41.4,56.9,5.8,1.7,18.3,0.0,20.9,68.8,31.2,24.4,17.9,38.0,2.5,8.1,1.6,40197.0,71.6,7.8,840300,3917.0,1172.0,64.8,35.2,43.6,2.1,4.7,22.6,0.0,27.8,53.8,46.2,16.0,12.9,32.4,4.4,12.0,5.9,48056.0,76.9,9.2,3668,1221,73.8,26.2,0.3,36.0,0.0,33.6,3668,51.1,4.4,2.5,16.8,13.7,31.3,2.6,13.2,10.8,61131,76.2,8.8
"Census Tract 8404, Cook County, Illinois",3166.0,1143.0,65.4,34.6,41.0,4.8,2.3,27.2,0.0,25.3,42.5,57.5,15.3,9.5,39.8,3.0,17.4,4.3,30847.0,80.1,10.7,840400,3265.0,1183.0,58.3,41.7,51.3,1.0,0.9,31.2,0.3,18.1,50.3,49.7,21.2,7.8,23.0,7.4,20.4,10.3,40750.0,76.8,13.5,3427,1140,79.9,20.1,1.1,45.0,0.0,9.4,3427,42.7,1.3,0.0,11.4,7.9,31.1,7.9,15.8,14.6,66958,76.6,14.6
"Census Tract 8407, Cook County, Illinois",3954.0,1013.0,27.9,72.1,81.9,3.0,0.3,0.0,0.0,15.3,88.8,11.2,34.3,18.4,13.7,5.1,7.6,8.1,29181.0,70.4,3.7,840700,3921.0,1097.0,34.0,66.0,54.2,5.7,2.6,1.1,0.0,40.7,87.4,12.6,40.1,11.2,16.4,1.3,7.7,4.2,34219.0,66.9,6.2,4116,1153,50.0,50.0,9.2,3.7,0.0,59.5,4116,78.5,1.4,3.5,29.7,8.3,9.4,5.9,24.0,8.0,76629,79.4,10.7
"Census Tract 8408, Cook County, Illinois",3582.0,855.0,40.6,59.4,73.4,0.6,2.0,0.7,0.0,24.4,95.4,4.6,37.1,11.3,32.0,4.5,4.5,2.3,33140.0,61.1,2.9,840800,2805.0,815.0,35.1,64.9,60.2,1.0,0.3,0.5,0.0,39.4,97.6,2.4,31.6,13.5,32.1,3.8,5.0,0.0,31648.0,69.9,6.1,3373,885,45.6,54.4,3.7,0.0,0.0,66.7,3373,97.7,0.9,1.2,27.0,4.7,39.2,5.4,15.0,0.0,43807,64.8,3.2
"Census Tract 8410, Cook County, Illinois",633.0,382.0,48.7,51.3,22.3,67.5,0.0,13.4,0.0,0.0,0.0,100.0,2.2,14.3,17.1,0.6,29.8,27.8,32167.0,82.8,11.5,841000,878.0,519.0,52.0,48.0,31.4,44.3,0.7,26.9,0.7,0.0,4.2,95.8,3.0,2.8,11.1,7.0,24.3,36.6,63125.0,88.6,14.1,1089,634,53.2,46.8,0.0,30.8,0.8,0.0,1089,1.2,0.0,35.3,4.8,3.0,11.0,6.4,33.1,33.0,96000,89.6,20.5
"Census Tract 8026.10, Cook County, Illinois",1526.0,606.0,95.7,4.3,87.2,1.1,5.0,14.4,0.0,3.3,0.0,100.0,0.0,5.7,24.7,14.3,20.8,15.3,86042.0,82.6,23.1,802610,1727.0,653.0,92.3,7.7,80.2,0.0,2.5,14.1,0.0,4.6,4.9,95.1,3.4,1.0,23.6,11.1,25.1,14.5,83750.0,80.9,20.2,2026,783,94.0,6.0,0.0,24.8,0.3,1.9,2026,2.0,0.7,1.5,2.1,3.0,24.0,6.1,28.8,20.6,116148,84.5,25.5
"Census Tract 4907, Cook County, Illinois",3261.0,1004.0,75.7,24.3,0.8,98.1,0.0,1.0,0.0,0.7,0.0,100.0,7.6,15.9,22.5,9.1,10.5,5.5,42500.0,78.2,18.7,490700,2834.0,877.0,70.5,29.5,0.0,100.0,0.5,0.0,0.0,0.0,0.5,99.5,0.5,15.9,27.7,5.6,9.0,4.1,37245.0,75.4,15.0,2805,936,71.4,28.6,0.6,0.0,0.0,0.0,2805,2.1,0.0,97.1,2.9,7.8,30.6,6.9,11.5,3.3,45000,70.9,14.7
"Census Tract 5001, Cook County, Illinois",3585.0,1436.0,50.6,49.4,0.3,99.1,0.0,0.5,0.0,0.3,1.6,98.4,2.5,5.6,26.7,9.4,8.8,4.3,47381.0,78.9,22.1,500100,3083.0,1564.0,46.5,53.5,1.5,98.5,0.0,0.0,0.0,0.0,0.8,99.2,6.8,5.0,27.4,7.2,17.5,7.5,41570.0,86.9,23.1,3308,1585,52.2,47.8,0.0,0.0,0.0,0.0,3308,1.8,1.5,97.0,1.2,5.7,20.2,8.6,15.8,15.2,69803,90.3,22.0
"Census Tract 5204, Cook County, Illinois",3986.0,1232.0,73.5,26.5,77.3,1.8,1.1,0.3,0.0,22.2,80.8,19.2,19.2,11.0,35.4,6.1,7.8,6.9,45000.0,73.1,12.7,520400,4186.0,1255.0,66.5,33.5,85.7,5.8,0.0,0.0,0.0,10.3,84.4,15.6,17.8,10.7,35.9,2.2,14.2,2.0,42227.0,76.7,11.6,4805,1462,74.6,25.4,1.0,0.1,0.0,33.5,4805,91.9,3.3,0.4,12.1,6.1,35.1,10.3,9.0,2.9,44206,65.3,7.6
"Census Tract 8209.02, Cook County, Illinois",4837.0,1411.0,80.2,19.8,76.6,0.7,0.3,7.4,0.0,16.6,35.2,64.8,18.0,13.2,39.0,3.9,7.6,1.4,54558.0,70.9,11.1,820902,4978.0,1450.0,85.6,14.4,77.0,7.0,1.1,1.2,0.0,17.5,45.7,54.3,8.9,8.3,42.9,6.2,7.5,5.3,55481.0,70.9,12.2,6020,1726,86.5,13.5,2.3,4.4,0.0,30.0,6020,48.1,3.2,2.6,10.6,15.8,36.4,6.1,9.2,4.4,95388,71.3,12.0
"Census Tract 8080.01, Cook County, Illinois",3708.0,1257.0,94.0,6.0,70.6,0.7,0.2,29.4,0.0,0.0,8.3,91.7,8.7,4.5,19.5,6.2,21.7,19.8,88219.0,81.9,27.7,808001,3675.0,1223.0,91.3,8.7,64.8,4.0,0.0,35.3,0.0,1.7,5.5,94.5,3.5,5.6,16.6,5.7,31.0,20.9,102788.0,81.0,26.3,3915,1467,89.0,11.0,1.5,32.5,0.0,3.4,3915,9.0,0.3,1.6,4.5,1.5,15.2,6.9,34.4,22.0,101076,79.6,25.6
"Census Tract 8081, Cook County, Illinois",3501.0,1592.0,85.1,14.9,83.3,5.6,0.9,9.1,0.0,1.4,3.5,96.5,11.4,12.5,25.7,5.7,16.1,10.4,39327.0,89.8,44.0,808100,3604.0,1614.0,78.4,21.6,83.5,5.3,0.6,10.6,0.0,0.8,7.5,92.5,4.5,8.6,31.4,7.3,22.4,6.2,48200.0,93.6,47.6,3892,1807,85.2,14.8,0.7,11.4,0.0,2.3,3892,3.6,1.4,5.5,3.5,5.5,38.5,6.3,18.2,12.1,49946,91.3,51.8
"Census Tract 8186, Cook County, Illinois",4681.0,1989.0,69.4,30.6,86.8,10.1,0.2,3.2,0.0,0.0,6.6,93.4,4.1,4.2,20.8,9.6,23.8,15.2,60687.0,79.2,19.2,818600,4880.0,1885.0,66.8,33.2,88.0,9.8,0.5,0.9,0.0,2.1,16.9,83.1,3.1,4.4,10.6,19.1,25.7,18.8,76349.0,75.6,16.7,5101,1978,73.4,26.6,0.2,4.0,0.0,8.0,5101,15.2,0.4,7.4,2.4,1.9,10.8,9.3,27.4,33.2,95404,70.3,15.5
"Census Tract 8197, Cook County, Illinois",5949.0,1861.0,94.1,5.9,98.5,0.0,1.0,2.0,0.0,0.0,2.0,98.0,0.3,1.1,6.5,5.2,41.0,36.5,134803.0,65.3,11.9,819700,5769.0,1804.0,94.9,5.1,96.7,0.5,0.1,3.6,0.0,0.2,1.8,98.2,0.2,0.6,8.9,3.8,44.0,36.1,176375.0,66.5,11.8,5629,1771,97.1,2.9,0.4,4.9,0.0,2.5,5629,4.1,0.1,1.1,0.0,0.6,7.3,4.0,36.6,43.3,143542,64.1,12.4
"Census Tract 8198.02, Cook County, Illinois",2675.0,922.0,98.5,1.5,97.0,0.3,0.0,1.5,0.0,2.3,3.9,96.1,0.7,0.8,9.4,2.3,33.3,38.4,124028.0,75.0,20.4,819802,2649.0,954.0,97.9,2.1,96.3,0.4,0.2,2.2,0.3,2.0,6.5,93.5,1.1,0.3,6.7,3.7,43.6,34.1,129773.0,73.1,18.8,2488,934,96.6,3.4,1.6,1.3,0.0,3.8,2488,6.0,0.3,0.3,0.2,0.6,8.1,5.3,39.8,35.9,171250,75.3,21.9
"Census Tract 8201.03, Cook County, Illinois",3859.0,1412.0,67.6,32.4,91.7,2.9,0.0,3.5,0.0,2.2,23.1,76.9,7.3,9.2,30.1,4.5,20.3,12.7,63000.0,76.0,18.4,820103,4265.0,1425.0,67.6,32.4,93.2,2.7,0.0,2.0,0.0,2.8,27.9,72.1,3.0,6.3,28.9,5.1,20.4,12.9,57824.0,76.0,16.0,4161,1664,69.9,30.1,0.6,4.6,0.2,14.4,4161,17.3,0.0,2.9,2.5,7.8,25.7,7.9,24.0,11.3,79108,80.2,20.4
"Census Tract 8207, Cook County, Illinois",6731.0,2281.0,76.8,23.2,80.2,2.8,3.1,0.0,0.0,16.3,46.7,53.3,7.4,13.3,36.8,7.8,7.0,2.2,43832.0,68.6,15.3,820700,6775.0,2235.0,65.8,34.2,74.7,4.0,0.0,2.6,0.0,24.6,52.8,47.2,6.9,10.8,28.4,10.1,9.0,4.4,62652.0,73.1,12.7,7074,2397,82.1,17.9,2.5,0.8,0.0,47.8,7074,64.0,7.8,0.5,9.3,7.8,32.6,13.0,8.9,5.6,61507,72.0,15.3
"Census Tract 8227.01, Cook County, Illinois",4162.0,1918.0,81.0,19.0,90.1,7.3,0.4,1.8,0.0,1.3,17.9,82.1,1.6,9.8,32.2,5.6,22.7,9.0,46129.0,84.1,23.5,822701,4556.0,1951.0,79.1,20.9,78.9,10.3,0.0,1.7,0.0,12.4,28.0,72.0,1.5,3.8,33.9,7.0,24.4,9.6,52238.0,74.5,17.4,5000,1974,79.5,20.5,0.0,5.9,0.0,11.8,5000,22.1,0.4,12.1,1.6,2.2,18.5,10.9,33.7,15.0,63990,71.5,18.1
"Census Tract 8230.01, Cook County, Illinois",6427.0,2798.0,47.3,52.7,84.0,7.4,0.1,2.2,1.6,6.7,16.5,83.5,6.0,8.7,34.7,7.1,13.6,5.6,49049.0,82.4,15.9,823001,6272.0,2319.0,45.0,55.0,71.3,18.7,0.0,3.4,1.0,6.7,16.8,83.2,6.7,7.1,38.7,3.8,12.6,5.7,45989.0,72.1,16.0,6774,2728,55.2,44.8,0.0,15.5,0.0,16.9,6774,16.3,0.5,7.3,1.5,4.0,30.8,8.6,22.6,6.4,56234,79.8,20.3
"Census Tract 8230.02, Cook County, Illinois",6180.0,2355.0,61.1,38.9,90.0,2.6,0.6,0.8,0.9,7.2,11.8,88.2,4.5,6.0,30.8,10.1,13.7,4.4,55659.0,78.8,13.0,823002,5830.0,2099.0,61.5,38.5,91.5,7.3,0.0,4.5,0.1,0.6,9.4,90.6,2.4,7.3,38.3,9.6,9.6,5.9,47659.0,76.1,10.8,5611,2032,59.5,40.5,0.6,2.2,0.0,8.6,5611,12.1,0.5,11.0,3.1,9.5,24.3,10.7,16.0,9.8,66486,77.7,13.0
"Census Tract 625, Cook County, Illinois",1335.0,622.0,50.2,49.8,86.7,2.6,0.1,11.8,0.0,1.0,7.2,92.8,1.2,0.0,5.6,1.2,56.9,25.2,109167.0,86.6,0.3,62500,1568.0,715.0,48.8,51.2,92.9,0.0,0.0,8.2,0.0,0.3,8.5,91.5,0.0,0.0,1.5,3.3,52.7,39.1,128438.0,85.0,2.9,1557,688,58.0,42.0,0.0,11.1,0.7,0.3,1557,11.7,1.6,2.9,0.7,1.2,2.7,1.2,48.9,37.1,157143,84.6,3.9
"Census Tract 631, Cook County, Illinois",2390.0,1352.0,25.4,74.6,86.8,3.1,0.7,9.0,0.0,2.4,6.5,93.5,0.3,1.3,4.5,2.4,42.5,36.0,61786.0,92.8,1.0,63100,2326.0,1326.0,34.8,65.2,92.3,4.3,0.0,9.4,0.0,1.8,4.7,95.3,0.0,0.2,5.7,2.5,48.4,37.5,92933.0,89.1,2.8,2343,1384,26.4,73.6,0.0,10.1,0.0,2.2,2343,3.8,0.0,0.0,0.8,0.0,1.4,0.7,49.6,40.9,96188,90.3,2.2
"Census Tract 902, Cook County, Illinois",6642.0,2818.0,72.6,27.4,96.8,0.3,0.0,3.5,0.0,1.9,4.2,95.8,1.4,3.3,18.7,10.0,29.2,14.1,85000.0,79.1,12.9,90200,6803.0,2752.0,74.7,25.3,95.7,3.0,0.0,3.0,0.0,0.0,10.0,90.0,0.9,2.3,23.1,6.7,26.4,23.1,100808.0,78.1,14.5,6540,2638,75.3,24.7,0.1,2.8,0.0,3.5,6540,10.0,4.0,0.6,1.1,2.3,20.0,2.7,35.2,18.2,114385,79.5,14.3
"Census Tract 1004, Cook County, Illinois",3025.0,1213.0,95.4,4.6,96.6,0.4,0.0,3.7,0.0,0.3,9.9,90.1,2.7,4.3,26.5,3.9,28.9,13.1,82679.0,77.5,19.1,100400,3289.0,1241.0,95.3,4.7,96.2,0.0,0.2,5.7,0.0,1.2,12.7,87.3,4.3,2.1,20.2,9.8,26.7,14.3,83594.0,74.7,15.4,3476,1291,95.2,4.8,2.0,9.8,0.0,6.7,3476,11.2,1.6,0.1,2.8,2.9,17.8,6.8,26.7,24.4,127019,73.2,17.5
"Census Tract 1007, Cook County, Illinois",4631.0,1872.0,90.5,9.5,86.6,0.5,0.0,9.4,0.0,3.9,8.6,91.4,6.5,6.1,31.4,10.6,22.4,9.2,66429.0,82.4,20.5,100700,4731.0,1800.0,89.9,10.1,89.3,0.2,0.0,5.7,0.0,5.7,15.5,84.5,3.7,2.7,26.6,10.5,24.6,12.3,77324.0,82.8,17.6,5504,1883,91.5,8.5,0.3,11.8,0.0,4.5,5504,15.5,5.4,1.1,5.2,3.6,26.2,10.3,22.2,14.5,107723,78.2,20.0
