NAME,Total Pop (#)_2012,Total HH (#)_2012,Home: Owner_2012,Home: Renter_2012,Race: White_2012,Race: Black/AA_2012,Race: AI/Alaskan_2012,Race: Asian_2012,Race: Hawaiian/PI_2012,Race: Other_2012,Ethnicty: Hisp._2012,Ethnicity: Non-Hisp._2012,Edu: < 9th grade_2012,"Edu: HS, no diploma_2012",Edu: HS Diploma_2012,Edu: Associate's Degree_2012,Edu: Bachelor's Degree_2012,Edu: Grad/Prof Degree_2012,Median HH Income ($)_2012,Age: 18+_2012,Age: 65+_2012,tract,Total Pop (#)_2017,Total HH (#)_2017,Home: Owner_2017,Home: Renter_2017,Race: White_2017,Race: Black/AA_2017,Race: AI/Alaskan_2017,Race: Asian_2017,Race: Hawaiian/PI_2017,Race: Other_2017,Ethnicty: Hisp._2017,Ethnicity: Non-Hisp._2017,Edu: < 9th grade_2017,"Edu: HS, no diploma_2017",Edu: HS Diploma_2017,Edu: Associate's Degree_2017,Edu: Bachelor's Degree_2017,Edu: Grad/Prof Degree_2017,Median HH Income ($)_2017,Age: 18+_2017,Age: 65+_2017,Total Pop (#)_2022,Total HH (#)_2022,Home: Owner_2022,Home: Renter_2022,Race: White_2022,Race: Black/AA_2022,Race: AI/Alaskan_2022,Race: Asian_2022,Race: Hawaiian/PI_2022,Race: Other_2022,Ethnicty: Hisp._2022,Ethnicity: Non-Hisp._2022,Edu: < 9th grade_2022,"Edu: HS, no diploma_2022",Edu: HS Diploma_2022,Edu: Associate's Degree_2022,Edu: Bachelor's Degree_2022,Edu: Grad/Prof Degree_2022,Median HH Income ($)_2022,Age: 18+_2022,Age: 65+_2022
"Census Tract 2828, Cook County, Illinois",1726.0,761.0,41.9,58.1,45.5,19.4,0.2,22.6,0.0,15.2,19.8,80.2,1.6,0.5,17.7,6.3,24.8,35.7,61250.0,81.7,5.6,282800,1642.0,648.0,34.1,65.9,42.9,27.4,2.3,19.6,0.0,11.1,25.5,74.5,5.2,0.5,14.2,3.7,30.0,26.4,53438.0,84.9,8.5,1610,563,37.3,62.7,0.4,14.7,0.0,29.1,1610,43.9,0.0,10.2,5.4,2.1,12.0,6.6,36.5,30.0,74158,80.4,6.3
"Census Tract 2606, Cook County, Illinois",2945.0,781.0,32.7,67.3,3.6,97.5,0.0,0.0,0.0,0.0,0.2,99.8,4.2,17.9,33.0,6.4,5.9,3.3,25335.0,62.2,6.9,260600,1989.0,514.0,33.5,66.5,1.5,96.6,0.0,1.9,0.0,0.0,1.1,98.9,4.9,26.6,36.3,2.4,0.9,0.6,20882.0,63.5,9.7,2324,611,42.4,57.6,0.0,0.4,0.0,0.9,2324,2.4,0.0,95.9,6.8,24.6,26.9,9.9,7.8,1.9,43427,67.5,11.2
"Census Tract 7107, Cook County, Illinois",2858.0,1188.0,39.0,61.0,0.6,96.1,0.0,2.4,0.0,0.9,0.9,99.1,2.9,12.5,31.8,6.7,6.1,4.9,27679.0,77.2,21.8,710700,2941.0,1344.0,28.9,71.1,0.6,99.4,0.4,0.0,0.0,0.0,0.4,99.6,1.6,9.5,36.6,9.4,7.7,3.4,23026.0,79.2,24.0,3751,1346,35.8,64.2,1.1,0.0,0.0,0.0,3751,0.3,0.0,98.0,5.2,8.4,36.5,8.9,7.6,4.9,34097,78.1,19.4
"Census Tract 7109, Cook County, Illinois",2756.0,775.0,54.2,45.8,0.0,100.0,0.2,0.0,0.0,0.0,0.0,100.0,1.7,16.5,27.8,11.7,10.0,5.1,24152.0,63.3,5.9,710900,2153.0,816.0,43.1,56.9,2.0,97.7,0.3,0.0,0.0,0.8,2.0,98.0,7.3,14.0,29.2,4.0,12.4,7.7,23929.0,71.4,13.4,2230,774,44.2,55.8,0.4,0.0,0.0,0.4,2230,5.3,4.8,93.8,3.6,8.2,32.6,3.8,14.8,9.2,38462,63.3,9.4
"Census Tract 7114, Cook County, Illinois",2493.0,816.0,71.9,28.1,0.1,99.9,2.2,0.0,0.0,0.0,3.2,96.8,6.7,7.0,36.7,5.1,7.4,3.2,35885.0,76.4,19.2,711400,2424.0,829.0,59.6,40.4,0.1,98.3,0.4,0.2,0.0,1.4,2.9,97.1,5.6,13.7,37.1,6.6,10.9,3.9,37434.0,78.9,17.1,2701,850,60.4,39.6,2.0,0.0,0.0,2.3,2701,6.1,3.3,92.9,2.6,7.1,40.0,9.8,10.7,2.7,43111,71.5,16.5
"Census Tract 7203, Cook County, Illinois",3547.0,1227.0,99.0,1.0,64.8,33.9,0.3,0.8,0.0,0.9,9.9,90.1,2.7,0.9,10.3,5.4,32.5,27.4,97996.0,69.8,14.3,720300,4208.0,1320.0,98.6,1.4,58.1,38.6,0.7,1.1,0.4,2.6,5.7,94.3,0.3,2.3,14.2,7.3,27.7,28.5,125625.0,74.0,16.7,3786,1501,92.2,7.8,1.3,0.4,0.0,3.1,3786,6.3,1.1,30.5,1.3,2.1,8.3,5.9,38.9,28.6,124836,83.3,21.5
"Census Tract 7303, Cook County, Illinois",1185.0,372.0,58.1,41.9,0.6,99.4,0.0,0.0,0.0,0.0,0.6,99.4,5.5,15.9,23.1,14.4,6.3,2.3,46667.0,70.2,16.6,730300,1126.0,419.0,60.4,39.6,0.8,100.0,2.2,0.0,0.0,0.0,0.0,100.0,5.1,6.9,33.6,4.1,13.1,4.7,43897.0,79.4,15.7,1011,386,67.9,32.1,0.0,1.0,0.0,0.0,1011,0.0,0.0,97.6,1.9,12.0,30.3,16.0,10.7,3.2,41571,82.5,23.9
"Census Tract 7401, Cook County, Illinois",2962.0,1173.0,90.6,9.4,99.1,0.0,1.0,0.0,0.0,0.3,4.6,95.4,2.8,4.3,27.5,5.5,24.3,9.4,81151.0,75.4,10.8,740100,3128.0,1151.0,86.9,13.1,98.3,1.7,0.4,0.8,1.9,0.0,9.2,90.8,1.9,2.3,27.4,7.9,17.5,9.6,89984.0,76.1,11.9,3115,1199,83.7,16.3,0.5,1.8,0.0,6.2,3115,13.3,2.4,0.4,1.1,6.2,22.8,5.3,18.1,14.7,95701,72.4,15.2
"Census Tract 8288.02, Cook County, Illinois",3105.0,1129.0,95.0,5.0,73.0,26.9,2.6,0.0,0.0,6.7,21.9,78.1,1.4,5.8,32.2,8.4,15.1,6.7,59871.0,75.6,17.0,828802,3552.0,1257.0,83.8,16.2,67.8,29.9,0.0,0.0,0.0,5.5,23.0,77.0,2.5,1.5,36.2,10.2,15.1,6.7,68389.0,77.2,18.8,3079,1074,87.2,12.8,2.3,3.4,0.0,17.9,3079,46.7,0.9,15.4,9.0,3.5,31.9,14.9,9.4,8.8,77932,71.5,11.3
"Census Tract 8289, Cook County, Illinois",3941.0,1245.0,54.7,45.3,35.3,42.1,1.0,0.0,0.0,23.6,42.1,57.9,12.6,10.1,35.1,4.0,9.4,5.3,38179.0,66.4,6.8,828900,3369.0,1174.0,43.5,56.5,23.9,42.9,0.0,0.2,0.0,33.7,44.4,55.6,12.6,16.2,28.9,8.5,4.2,1.9,33621.0,69.5,5.0,3904,1166,47.1,52.9,0.0,0.5,0.0,30.3,3904,35.0,4.1,50.2,12.8,6.3,35.1,6.2,14.2,4.0,61296,69.5,5.9
"Census Tract 8299.02, Cook County, Illinois",6548.0,2471.0,94.3,5.7,25.1,76.8,0.0,0.8,0.0,0.0,0.0,100.0,1.4,2.2,15.8,8.4,26.8,23.7,78292.0,74.7,13.2,829902,6607.0,2612.0,80.5,19.5,16.8,81.3,0.0,1.6,0.3,0.0,1.4,98.6,0.0,1.8,21.0,7.5,21.0,23.0,71179.0,73.2,17.5,7310,2536,89.0,11.0,0.0,0.3,0.0,0.0,7310,1.8,0.2,88.3,0.6,0.8,16.0,7.3,33.4,17.8,82353,71.7,14.9
"Census Tract 628, Cook County, Illinois",3561.0,1516.0,45.1,54.9,86.2,8.0,0.0,6.6,0.3,1.2,8.2,91.8,1.8,0.9,1.8,2.0,47.9,35.1,102162.0,87.1,4.9,62800,3651.0,1521.0,50.1,49.9,92.4,2.2,1.0,7.3,0.0,0.0,7.5,92.5,0.4,1.0,3.8,1.1,56.0,33.9,140972.0,84.0,3.0,3613,1433,51.3,48.7,0.0,7.9,0.2,2.9,3613,6.3,1.6,1.5,0.8,0.0,1.8,1.6,49.8,38.0,154911,81.2,3.3
"Census Tract 634, Cook County, Illinois",1943.0,1197.0,28.6,71.4,88.9,6.2,0.0,6.5,0.0,0.7,5.7,94.3,0.0,0.6,8.6,3.3,50.4,27.4,66198.0,96.3,2.5,63400,2274.0,1176.0,36.1,63.9,90.7,5.5,0.5,6.2,0.0,0.0,7.7,92.3,1.3,0.0,2.9,6.0,54.4,30.0,95488.0,89.4,5.1,2737,1283,20.9,79.1,0.0,10.1,0.0,2.4,2737,6.8,0.5,3.2,0.0,0.0,3.6,3.9,53.8,31.1,113512,84.1,2.7
"Census Tract 705, Cook County, Illinois",3037.0,1233.0,51.1,48.9,88.6,4.2,1.1,5.4,0.0,1.4,5.3,94.7,5.1,2.6,7.7,2.1,37.2,37.5,108958.0,86.5,15.3,70500,3229.0,1313.0,56.0,44.0,85.4,8.8,1.1,5.8,0.0,0.9,5.0,95.0,2.9,3.2,12.8,1.0,40.5,32.3,120885.0,83.2,12.6,3264,1286,50.9,49.1,0.0,5.8,0.0,2.5,3264,5.1,0.2,6.0,1.2,1.6,12.9,2.0,45.8,33.1,144389,84.1,14.9
"Census Tract 8239.03, Cook County, Illinois",4482.0,1648.0,98.0,2.0,95.4,2.5,0.1,2.3,0.0,0.4,2.3,97.7,2.2,5.7,17.3,9.8,26.7,14.2,92188.0,82.4,23.5,823903,4731.0,1635.0,93.7,6.3,96.5,2.6,0.0,1.9,0.0,0.9,8.7,91.3,2.0,3.3,17.3,7.2,30.7,17.3,98060.0,79.8,25.1,4606,1713,95.4,4.6,0.2,0.0,0.0,2.9,4606,7.2,0.0,2.6,1.9,1.8,29.2,3.3,23.8,22.4,106694,80.2,28.9
"Census Tract 716, Cook County, Illinois",1849.0,796.0,55.9,44.1,91.5,4.8,1.8,3.1,0.0,2.4,2.6,97.4,2.6,0.3,3.4,0.7,45.3,37.1,131100.0,85.2,9.9,71600,1709.0,719.0,58.0,42.0,84.6,8.8,0.0,9.9,0.0,0.6,3.9,96.1,1.6,2.6,5.4,2.7,37.3,41.6,120240.0,75.5,16.3,1969,755,67.5,32.5,0.0,11.7,0.4,1.3,1969,4.2,1.2,6.3,1.2,0.0,8.8,5.4,37.9,42.2,166875,74.6,13.1
"Census Tract 718, Cook County, Illinois",2643.0,1161.0,66.4,33.6,83.4,10.7,0.0,6.0,0.0,0.0,5.5,94.5,0.0,2.8,6.3,1.8,27.2,51.5,116510.0,73.0,6.3,71800,2773.0,1081.0,61.6,38.4,78.3,14.0,0.3,11.3,0.7,0.4,3.6,96.4,1.9,1.6,6.6,0.0,52.1,32.3,149028.0,77.6,8.2,2752,1107,63.7,36.3,0.2,9.5,0.0,1.9,2752,7.8,3.4,9.0,3.2,3.1,4.9,1.7,40.9,37.9,192102,77.8,10.9
"Census Tract 801, Cook County, Illinois",6112.0,4065.0,53.5,46.5,92.0,2.2,0.0,6.6,0.0,0.6,3.2,96.8,0.0,0.0,6.3,1.1,42.5,38.6,81341.0,91.9,29.9,80100,6666.0,4090.0,44.6,55.4,88.4,7.3,1.9,3.1,0.0,1.4,4.8,95.2,0.0,1.6,3.8,2.2,40.2,42.9,118500.0,92.9,24.9,6886,4165,54.4,45.6,1.8,8.5,0.0,1.0,6886,2.8,0.0,0.6,0.0,1.4,5.5,2.6,39.6,42.3,114375,93.1,26.0
"Census Tract 804, Cook County, Illinois",4579.0,1908.0,32.9,67.1,35.7,61.7,1.8,2.8,0.0,0.0,0.9,99.1,2.5,9.0,15.5,1.7,34.5,14.4,22917.0,68.7,4.0,80400,4229.0,1929.0,29.9,70.1,37.3,64.1,0.1,2.4,0.0,0.3,4.2,95.8,3.9,10.4,12.9,10.2,29.0,17.0,30625.0,72.4,8.0,4699,2030,41.3,58.7,0.3,9.0,0.0,5.2,4699,4.6,0.0,48.3,0.0,9.2,6.3,5.1,22.6,36.2,-666666666,77.2,7.9
"Census Tract 813, Cook County, Illinois",4978.0,3358.0,62.9,37.1,82.2,4.0,0.0,13.8,0.0,0.0,2.6,97.4,0.0,0.7,4.9,3.8,39.1,40.5,87396.0,96.9,28.6,81300,5276.0,3304.0,63.5,36.5,81.0,3.7,0.0,16.4,0.0,0.6,3.8,96.2,0.3,0.0,3.9,3.6,33.1,48.1,85938.0,95.5,38.2,5860,3740,61.1,38.9,0.3,14.0,0.0,3.8,5860,5.4,0.0,5.2,0.0,0.8,5.6,2.8,35.5,46.8,107841,95.1,32.0
"Census Tract 8062.02, Cook County, Illinois",4675.0,2576.0,65.6,34.4,89.1,0.8,0.0,5.3,0.0,4.9,10.3,89.7,1.3,1.7,27.8,7.1,29.1,13.3,53276.0,86.2,28.3,806202,4453.0,2469.0,61.5,38.5,84.1,4.6,2.2,9.4,0.0,4.9,11.3,88.7,1.8,4.9,20.5,8.5,26.2,15.4,49276.0,84.9,29.1,5191,2527,65.1,34.9,1.4,10.6,0.9,14.5,5191,18.3,1.3,4.3,7.1,3.6,17.2,8.8,32.2,15.1,68376,82.6,20.6
"Census Tract 8123.01, Cook County, Illinois",3537.0,2135.0,51.3,48.7,70.1,18.4,2.0,8.0,0.0,6.1,11.3,88.7,1.1,1.1,7.3,6.0,35.2,36.8,61789.0,85.8,18.8,812301,4250.0,2310.0,36.7,63.3,66.1,19.9,0.2,9.4,0.0,7.4,13.3,86.7,2.1,1.0,5.0,3.9,32.8,39.9,73082.0,84.5,20.7,4902,2968,31.6,68.4,1.4,11.6,0.3,9.1,4902,11.7,0.8,14.1,2.1,0.6,6.2,3.8,36.6,41.1,84432,91.2,27.6
"Census Tract 8123.02, Cook County, Illinois",2756.0,948.0,79.0,21.0,81.3,14.5,0.0,4.2,0.0,0.0,5.4,94.6,0.5,2.9,10.8,2.5,26.3,45.4,106447.0,73.8,12.7,812302,2823.0,973.0,77.2,22.8,81.8,17.0,1.3,4.7,1.3,3.3,14.1,85.9,3.8,3.3,11.0,5.5,33.0,33.7,135112.0,75.9,18.2,2900,1081,82.3,17.7,2.5,7.8,0.0,3.7,2900,13.7,2.6,8.7,1.3,2.0,9.2,4.9,28.5,41.7,138092,71.3,14.5
"Census Tract 8128.01, Cook County, Illinois",2948.0,1638.0,39.3,60.7,63.8,24.7,0.0,8.1,0.0,3.5,4.8,95.2,3.4,4.5,5.8,1.0,21.1,34.4,42763.0,85.1,15.5,812801,3204.0,1760.0,38.4,61.6,67.9,24.0,0.0,7.5,0.0,4.7,4.7,95.3,3.9,2.3,10.5,3.8,28.8,33.0,63269.0,82.8,16.7,3255,1829,39.6,60.4,0.0,8.0,0.0,6.0,3255,3.2,1.1,27.6,0.0,0.5,12.0,4.1,33.3,32.3,65281,82.5,19.0
"Census Tract 8128.02, Cook County, Illinois",2748.0,1460.0,40.0,60.0,68.7,15.2,0.0,9.6,0.0,7.3,7.1,92.9,0.9,1.5,9.3,3.5,38.9,34.0,51518.0,75.2,5.8,812802,2533.0,1349.0,38.2,61.8,72.0,20.2,0.0,6.6,0.0,5.0,10.1,89.9,1.7,2.1,6.2,8.2,32.7,35.3,61908.0,81.8,9.6,2887,1234,43.1,56.9,1.9,14.4,0.4,2.0,2887,6.6,0.8,21.5,4.4,1.3,9.0,7.0,32.3,32.2,87803,76.9,12.7
"Census Tract 8133.01, Cook County, Illinois",3388.0,891.0,34.1,65.9,32.3,4.5,0.4,3.1,0.0,62.1,85.2,14.8,36.3,12.5,25.5,3.0,4.9,4.0,38537.0,58.3,4.0,813301,3492.0,873.0,31.8,68.2,35.3,7.2,0.0,0.1,0.0,57.4,89.9,10.1,23.4,14.3,29.7,2.9,8.2,0.9,36329.0,62.6,5.0,3627,982,40.8,59.2,0.0,0.0,0.0,76.7,3627,94.5,7.8,0.8,20.0,3.3,32.3,3.2,12.4,4.4,49500,62.0,5.3
"Census Tract 8133.02, Cook County, Illinois",3445.0,988.0,38.5,61.5,38.2,8.5,0.4,0.0,0.0,56.0,88.2,11.8,37.5,9.7,37.2,0.0,3.1,0.3,36938.0,65.6,2.5,813302,3809.0,944.0,41.0,59.0,41.2,3.9,0.5,0.0,0.0,55.3,94.3,5.7,24.9,15.5,34.2,5.0,3.9,0.5,45972.0,66.3,4.9,3075,955,40.1,59.9,0.3,2.8,0.0,79.5,3075,91.9,5.6,5.1,27.7,8.5,39.2,3.9,5.8,2.2,50404,70.3,5.7
"Census Tract 8137.01, Cook County, Illinois",3595.0,954.0,27.1,72.9,29.2,10.2,1.8,0.3,0.0,62.9,83.3,16.7,28.4,14.5,30.8,6.1,6.9,0.4,45840.0,69.4,1.6,813701,3906.0,1016.0,38.6,61.4,45.3,4.5,1.8,1.0,0.0,48.8,93.4,6.6,36.6,13.8,26.3,7.8,2.9,0.5,40822.0,70.5,5.3,3515,986,38.9,61.1,0.2,0.0,0.0,69.3,3515,92.6,2.6,4.9,21.2,9.4,34.2,11.0,8.9,0.7,54853,74.8,4.7
"Census Tract 8137.02, Cook County, Illinois",4030.0,972.0,56.9,43.1,34.2,8.3,0.0,0.3,0.0,59.4,86.7,13.3,28.4,9.0,34.0,3.6,6.5,0.8,52037.0,66.7,6.4,813702,3721.0,1072.0,37.7,62.3,35.9,10.6,0.0,0.5,0.0,53.9,87.7,12.3,38.8,15.9,23.1,3.1,4.8,0.7,35577.0,71.5,6.0,4702,1244,50.3,49.7,0.3,1.0,0.0,67.0,4702,82.1,3.2,13.6,24.1,5.8,35.8,3.9,9.4,1.1,73125,73.6,6.2
"Census Tract 8138.01, Cook County, Illinois",2852.0,742.0,43.4,56.6,33.6,2.3,2.2,0.0,0.0,62.8,95.0,5.0,31.0,17.9,31.7,5.6,0.0,0.8,36296.0,66.9,3.9,813801,2938.0,747.0,49.7,50.3,43.4,0.0,0.3,0.4,0.0,56.0,96.8,3.2,36.0,10.4,34.2,0.6,5.7,0.7,47163.0,71.2,5.7,3318,981,39.3,60.7,2.4,0.0,0.2,80.0,3318,97.5,2.4,1.5,29.2,10.0,38.4,5.1,5.8,1.4,44080,68.8,5.5
"Census Tract 8138.02, Cook County, Illinois",5456.0,1417.0,26.3,73.7,34.4,3.1,0.0,0.0,1.0,62.5,88.1,11.9,27.9,9.2,40.4,4.1,3.4,2.1,38431.0,66.3,6.4,813802,5080.0,1440.0,39.0,61.0,44.0,3.8,0.4,2.7,0.0,49.5,87.5,12.5,18.2,16.7,37.3,3.9,5.3,1.0,41331.0,76.6,9.9,4648,1306,47.7,52.3,0.0,0.7,0.0,62.5,4648,90.4,4.6,1.7,17.9,7.3,42.4,4.7,4.7,6.0,52379,67.3,8.2
"Census Tract 8206.03, Cook County, Illinois",5033.0,1605.0,80.8,19.2,86.3,3.6,0.8,0.9,0.0,11.3,18.8,81.2,8.0,10.5,44.7,4.4,9.3,2.6,56179.0,75.3,10.2,820603,5778.0,1835.0,75.5,24.5,83.6,9.4,0.4,4.0,0.1,5.8,25.9,74.1,7.6,14.3,45.5,5.7,7.4,3.4,54977.0,73.9,10.6,5900,1907,72.6,27.4,1.1,2.0,0.1,20.0,5900,37.4,4.4,7.9,7.2,14.7,33.3,5.8,8.6,6.1,64243,71.5,12.0
"Census Tract 8206.04, Cook County, Illinois",4011.0,1515.0,55.9,44.1,90.2,5.4,3.5,0.0,0.0,5.6,18.0,82.0,2.9,11.6,44.8,8.6,9.0,6.7,37639.0,70.9,8.8,820604,4161.0,1446.0,43.7,56.3,93.7,1.8,0.0,2.2,0.0,6.8,19.9,80.1,8.9,17.9,33.5,9.6,5.4,2.4,38995.0,69.2,8.5,3345,1266,44.4,55.6,0.6,0.0,0.3,2.5,3345,16.0,0.7,0.0,5.1,14.5,44.8,12.9,8.6,3.2,44462,71.6,13.7
"Census Tract 8206.05, Cook County, Illinois",4624.0,1715.0,18.0,82.0,41.8,57.5,0.3,2.0,0.0,1.4,7.3,92.7,1.4,10.8,17.9,7.9,25.1,5.7,39874.0,62.3,6.1,820605,4309.0,1674.0,24.0,76.0,41.6,53.2,0.0,1.7,0.0,4.8,14.9,85.1,2.1,10.0,29.7,8.8,9.2,7.5,43700.0,74.1,5.9,5470,1913,17.9,82.1,0.1,10.0,0.0,7.5,5470,12.4,1.0,49.9,0.0,10.8,29.9,11.2,9.5,6.6,50313,79.9,6.5
"Census Tract 8206.06, Cook County, Illinois",3788.0,1625.0,73.7,26.3,86.9,2.1,0.3,2.4,0.0,8.3,14.4,85.6,3.4,8.0,31.2,9.9,17.7,5.8,59192.0,78.4,10.8,820606,3719.0,1452.0,77.9,22.1,91.5,4.8,1.7,0.8,0.0,4.2,16.2,83.8,2.4,2.6,33.9,8.6,24.2,7.9,69902.0,79.7,18.9,4026,1620,74.0,26.0,2.2,2.1,0.0,9.6,4026,9.8,1.5,3.0,8.1,2.6,22.9,13.5,19.3,6.7,88333,78.0,15.7
"Census Tract 8238.05, Cook County, Illinois",2904.0,1455.0,94.5,5.5,97.3,1.6,0.0,0.6,0.0,0.6,2.2,97.8,0.5,7.2,24.2,9.1,14.8,13.2,54205.0,83.8,22.1,823805,2823.0,1431.0,95.9,4.1,96.5,1.6,0.7,2.3,0.0,0.7,7.9,92.1,3.0,2.3,31.9,11.4,18.7,11.3,49769.0,85.6,22.1,3197,1582,92.9,7.1,0.6,8.4,0.0,9.1,3197,13.7,1.1,2.3,5.4,1.1,30.7,11.3,24.0,7.2,56923,83.3,21.5
"Census Tract 8238.06, Cook County, Illinois",3424.0,1605.0,67.2,32.8,88.9,7.8,0.5,0.0,0.0,2.8,14.7,85.3,6.7,5.6,41.1,6.4,8.2,2.7,50015.0,79.5,14.9,823806,3777.0,1596.0,61.7,38.3,90.5,1.6,0.6,2.2,0.5,5.6,8.9,91.1,2.7,6.9,42.6,8.2,12.8,5.5,52434.0,82.3,17.4,4192,1761,63.5,36.5,0.3,7.8,0.0,7.3,4192,12.6,0.3,3.4,0.5,4.2,41.9,14.0,15.6,5.6,51943,85.6,17.2
"Census Tract 8240.03, Cook County, Illinois",5874.0,2064.0,93.5,6.5,99.1,0.6,0.0,0.7,0.0,0.5,2.7,97.3,2.7,3.4,24.3,9.5,21.1,17.4,88200.0,77.0,16.2,824003,6383.0,2132.0,83.5,16.5,96.9,0.1,1.9,3.2,0.0,0.2,10.3,89.7,1.5,3.2,26.3,10.8,26.9,12.7,90711.0,77.8,15.4,6146,2011,91.3,8.7,0.8,3.2,0.0,5.6,6146,12.4,0.0,0.1,1.2,1.3,22.3,9.9,23.0,16.8,103117,74.6,17.3
"Census Tract 8240.04, Cook County, Illinois",5541.0,1875.0,73.2,26.8,93.5,0.9,0.0,3.2,0.0,3.2,8.2,91.8,6.9,4.0,24.7,4.8,23.8,15.3,91146.0,80.2,20.2,824004,5657.0,2080.0,64.6,35.4,92.6,4.7,0.0,2.7,0.0,0.0,4.0,96.0,1.5,5.1,35.4,6.0,19.8,7.4,69732.0,81.8,28.0,4955,1932,70.7,29.3,1.0,2.6,0.0,0.0,4955,2.7,1.0,4.5,2.8,2.8,26.6,7.8,26.1,18.3,96914,84.0,30.6
"Census Tract 8326, Cook County, Illinois",4290.0,1884.0,58.2,41.8,93.0,2.6,1.0,3.7,0.0,0.3,4.6,95.4,0.3,0.8,1.8,2.6,41.8,45.9,123851.0,81.2,4.0,832600,3728.0,1688.0,51.4,48.6,93.0,1.0,0.5,9.0,0.6,0.8,4.1,95.9,0.8,0.6,2.0,1.2,51.9,39.3,148017.0,85.2,6.9,4423,1728,59.4,40.6,0.8,5.1,0.4,2.7,4423,3.1,0.1,0.6,0.6,0.5,2.5,0.5,48.8,38.6,187857,80.1,7.4
"Census Tract 8329, Cook County, Illinois",2611.0,1122.0,32.1,67.9,61.9,3.5,2.3,31.5,0.2,4.7,10.7,89.3,1.8,0.1,5.8,11.5,27.3,42.3,39300.0,87.1,9.4,832900,2381.0,913.0,35.3,64.7,79.9,3.2,0.0,15.6,0.0,3.9,8.5,91.5,1.3,0.1,4.6,0.8,40.7,45.6,53911.0,90.7,6.6,1914,691,34.7,65.3,0.0,39.2,0.0,1.9,1914,4.7,0.6,3.2,0.0,1.6,5.4,0.0,43.2,44.9,70022,92.6,8.3
"Census Tract 8330, Cook County, Illinois",2603.0,1375.0,57.3,42.7,77.5,15.2,1.2,9.6,0.0,0.7,2.7,97.3,3.9,5.3,3.7,1.8,42.3,31.5,111181.0,92.3,6.5,833000,3567.0,2094.0,38.8,61.2,79.0,13.8,0.6,8.9,0.5,1.4,8.0,92.0,2.1,1.6,5.2,2.8,49.3,33.2,133571.0,91.8,4.8,5101,2731,32.6,67.4,0.2,10.5,0.0,1.5,5101,3.5,0.0,4.5,0.0,0.0,3.2,6.4,49.7,34.4,172750,84.8,2.3
"Census Tract 8331, Cook County, Illinois",7086.0,3715.0,67.9,32.1,70.8,14.5,0.4,15.0,0.0,1.1,3.6,96.4,1.5,3.4,7.1,4.7,42.4,34.5,104930.0,89.4,5.9,833100,7441.0,3820.0,62.9,37.1,71.4,12.8,0.6,17.8,0.0,0.2,8.9,91.1,2.1,6.3,6.5,1.6,39.2,35.9,116071.0,83.6,7.5,7994,4373,62.8,37.2,0.0,25.7,0.0,4.1,7994,6.4,1.2,7.7,1.2,2.2,2.7,0.8,47.1,41.2,135313,88.4,4.8
"Census Tract 8333, Cook County, Illinois",2336.0,864.0,36.7,63.3,58.1,7.4,0.0,33.0,0.0,3.4,13.2,86.8,4.4,8.3,13.0,4.0,21.4,34.1,56058.0,90.7,6.8,833300,2646.0,872.0,36.6,63.4,52.9,6.7,0.5,39.6,0.4,3.3,9.0,91.0,1.8,2.4,13.0,2.0,28.5,44.7,45833.0,93.2,9.6,2843,1157,34.9,65.1,0.2,44.9,0.0,4.1,2843,7.1,0.2,6.1,2.7,1.2,5.0,2.7,45.4,38.3,69659,86.3,7.8
"Census Tract 8339, Cook County, Illinois",2192.0,759.0,37.3,62.7,47.4,31.6,0.0,0.0,0.0,21.0,67.3,32.7,28.9,9.0,27.9,7.9,6.0,3.3,23672.0,68.7,14.7,833900,2441.0,761.0,31.5,68.5,37.6,59.3,0.2,0.0,0.0,3.9,41.8,58.2,20.1,12.6,36.3,5.8,4.3,2.0,32159.0,71.7,9.1,2817,823,28.3,71.7,0.5,1.6,0.0,26.4,2817,49.1,4.0,47.5,18.3,9.9,33.2,4.5,12.4,1.7,35822,64.9,9.3
"Census Tract 8340, Cook County, Illinois",3758.0,1233.0,18.9,81.1,1.0,99.4,3.4,0.0,0.0,0.0,0.9,99.1,3.1,12.2,36.9,9.7,4.0,2.8,36019.0,70.4,10.3,834000,2956.0,1075.0,16.6,83.4,2.6,96.3,0.4,1.1,0.0,0.4,2.2,97.8,6.1,10.2,28.4,14.8,9.2,4.0,34864.0,78.8,13.6,3146,1124,12.5,87.5,0.4,0.0,0.0,1.1,3146,0.0,0.0,92.9,1.2,11.7,32.5,13.1,10.1,5.8,36346,74.5,13.0
"Census Tract 8342, Cook County, Illinois",4537.0,1964.0,34.3,65.7,0.7,98.7,0.2,0.6,0.0,0.0,1.4,98.6,3.5,10.3,28.3,8.9,14.5,7.0,40482.0,80.7,11.1,834200,4310.0,1772.0,33.9,66.1,1.9,98.4,0.0,0.0,0.4,0.0,0.9,99.1,1.5,5.7,15.8,14.4,12.9,12.0,33835.0,75.6,13.3,4988,1980,39.4,60.6,0.0,0.0,0.4,0.0,4988,0.1,0.0,99.4,0.1,3.5,30.0,11.9,15.9,9.9,57994,70.6,12.4
