,NAME,Total Pop (#),Total HH (#),Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: < 18,Age: 18+,Age: 65+,state,county,tract
1050,"Census Tract 203.02, Cook County, Illinois",5023.0,1710.0,56.3,43.7,74.1,13.7,0.9,14.1,0.2,1.3,14.5,85.5,2.8,5.0,18.9,5.4,33.7,21.8,69861.0,24.9,75.1,15.0,17,031,020302
1051,"Census Tract 206.01, Cook County, Illinois",6130.0,1987.0,41.7,58.3,63.6,10.2,3.1,26.0,0.0,0.8,6.3,93.7,8.5,5.0,25.9,4.0,25.8,14.3,39282.0,27.7,72.3,14.4,17,031,020601
1052,"Census Tract 206.02, Cook County, Illinois",4637.0,1388.0,40.3,59.7,54.9,10.8,0.2,25.7,0.4,10.3,20.3,79.7,6.5,8.3,18.6,4.4,28.0,16.1,50048.0,28.5,71.5,12.9,17,031,020602
1053,"Census Tract 207.01, Cook County, Illinois",1729.0,615.0,58.4,41.6,77.8,5.6,0.9,17.7,0.0,2.9,12.7,87.3,6.5,2.0,22.0,7.1,24.4,23.5,76635.0,23.9,76.1,15.1,17,031,020701
1054,"Census Tract 207.02, Cook County, Illinois",7843.0,2321.0,34.8,65.2,60.2,11.3,0.0,19.8,1.5,12.8,22.1,77.9,9.8,12.6,23.7,7.2,22.4,6.5,44990.0,25.7,74.3,10.8,17,031,020702
1055,"Census Tract 208.01, Cook County, Illinois",5211.0,1999.0,37.8,62.2,73.9,2.1,0.4,26.7,0.0,0.7,27.1,72.9,19.7,6.6,14.6,9.5,18.0,14.0,50230.0,19.9,80.1,14.9,17,031,020801
1056,"Census Tract 208.02, Cook County, Illinois",7857.0,2222.0,38.7,61.3,42.2,7.9,1.5,52.6,0.0,2.6,13.1,86.9,15.6,5.3,25.6,5.0,21.4,11.5,47207.0,22.1,77.9,7.2,17,031,020802
1057,"Census Tract 209.01, Cook County, Illinois",5807.0,1903.0,27.7,72.3,48.4,22.3,0.6,24.8,0.0,8.2,30.5,69.5,7.0,7.9,22.9,5.0,24.6,15.1,42942.0,27.1,72.9,5.4,17,031,020901
1058,"Census Tract 209.02, Cook County, Illinois",4474.0,1589.0,55.9,44.1,62.3,11.8,0.0,23.4,0.0,4.1,17.1,82.9,13.7,6.3,29.1,8.6,23.4,8.8,36660.0,19.2,80.8,14.8,17,031,020902
1059,"Census Tract 301.01, Cook County, Illinois",3549.0,2124.0,34.3,65.7,70.8,22.8,0.6,6.5,0.5,2.0,22.9,77.1,3.1,2.8,18.2,5.0,37.0,18.5,43167.0,8.4,91.6,15.1,17,031,030101
1060,"Census Tract 301.02, Cook County, Illinois",2766.0,1813.0,38.9,61.1,62.5,18.8,1.5,10.3,0.0,8.9,10.7,89.3,1.9,2.5,13.5,9.3,32.8,16.9,43750.0,3.8,96.2,15.3,17,031,030102
1061,"Census Tract 301.03, Cook County, Illinois",2217.0,949.0,25.5,74.5,59.6,19.1,0.9,20.1,0.3,3.2,12.9,87.1,0.7,2.7,5.3,6.2,38.9,29.8,49233.0,4.4,95.6,5.7,17,031,030103
1062,"Census Tract 301.04, Cook County, Illinois",3375.0,1016.0,38.9,61.1,67.3,10.2,0.0,22.3,0.2,6.0,13.7,86.3,6.1,1.8,18.3,4.7,34.7,18.5,38871.0,3.2,96.8,9.2,17,031,030104
1063,"Census Tract 306.01, Cook County, Illinois",4066.0,2014.0,30.5,69.5,72.0,18.4,0.8,10.9,0.0,0.1,18.7,81.3,8.4,6.6,22.2,3.1,28.1,19.7,39015.0,14.5,85.5,18.2,17,031,030601
1064,"Census Tract 8432, Cook County, Illinois",2250.0,815.0,28.8,71.2,58.8,4.8,0.8,2.6,0.0,37.7,76.0,24.0,15.4,19.0,17.4,2.6,18.4,11.1,46387.0,23.6,76.4,11.3,17,031,843200
1065,"Census Tract 8433, Cook County, Illinois",2144.0,443.0,25.3,74.7,36.0,55.3,0.0,1.7,0.0,8.0,35.8,64.2,9.2,19.1,28.2,2.6,10.6,5.4,47829.0,23.0,77.0,6.0,17,031,843300
1066,"Census Tract 8434, Cook County, Illinois",1254.0,446.0,40.4,59.6,13.6,75.7,0.0,8.5,0.0,9.6,20.0,80.0,9.7,7.8,31.7,6.1,4.8,2.7,26607.0,25.0,75.0,11.3,17,031,843400
1067,"Census Tract 8435, Cook County, Illinois",10079.0,300.0,42.3,57.7,27.0,67.4,0.1,0.5,0.0,5.1,24.1,75.9,11.8,31.4,38.3,5.1,2.1,0.4,25714.0,3.5,96.5,2.5,17,031,843500
1068,"Census Tract 8436, Cook County, Illinois",2822.0,1256.0,14.5,85.5,7.0,91.8,0.4,1.5,0.0,1.1,4.1,95.9,2.9,6.5,19.1,6.9,25.5,12.6,35714.0,28.8,71.2,14.0,17,031,843600
1069,"Census Tract 8437, Cook County, Illinois",2549.0,963.0,62.3,37.7,89.8,4.2,1.3,6.6,0.6,2.6,26.7,73.3,6.3,5.6,15.0,8.3,29.3,23.7,105408.0,27.2,72.8,7.7,17,031,843700
1070,"Census Tract 8438, Cook County, Illinois",1699.0,630.0,51.9,48.1,37.6,48.7,0.3,10.8,0.0,2.9,24.1,75.9,2.2,9.8,48.7,9.2,5.1,2.2,45833.0,26.8,73.2,7.5,17,031,843800
1071,"Census Tract 8074, Cook County, Illinois",6922.0,2213.0,57.0,43.0,63.9,10.0,2.6,24.6,0.4,5.2,18.8,81.2,10.0,4.8,20.1,11.0,25.7,14.3,51858.0,23.4,76.6,15.7,17,031,807400
1072,"Census Tract 8076, Cook County, Illinois",6202.0,1981.0,88.6,11.4,56.8,6.7,1.5,41.0,0.0,3.6,8.0,92.0,8.0,3.8,22.8,7.2,29.5,12.3,65308.0,16.9,83.1,21.9,17,031,807600
1073,"Census Tract 8079, Cook County, Illinois",4148.0,1367.0,93.6,6.4,68.1,0.0,0.5,30.8,0.0,1.1,3.5,96.5,6.8,1.5,16.1,3.9,32.7,24.7,94961.0,20.2,79.8,24.7,17,031,807900
1074,"Census Tract 8080.01, Cook County, Illinois",3675.0,1223.0,91.3,8.7,64.8,4.0,0.0,35.3,0.0,1.7,5.5,94.5,3.5,5.6,16.6,5.7,31.0,20.9,102788.0,19.0,81.0,26.3,17,031,808001
1075,"Census Tract 8081, Cook County, Illinois",3604.0,1614.0,78.4,21.6,83.5,5.3,0.6,10.6,0.0,0.8,7.5,92.5,4.5,8.6,31.4,7.3,22.4,6.2,48200.0,6.4,93.6,47.6,17,031,808100
1076,"Census Tract 8186, Cook County, Illinois",4880.0,1885.0,66.8,33.2,88.0,9.8,0.5,0.9,0.0,2.1,16.9,83.1,3.1,4.4,10.6,19.1,25.7,18.8,76349.0,24.4,75.6,16.7,17,031,818600
1077,"Census Tract 8197, Cook County, Illinois",5769.0,1804.0,94.9,5.1,96.7,0.5,0.1,3.6,0.0,0.2,1.8,98.2,0.2,0.6,8.9,3.8,44.0,36.1,176375.0,33.5,66.5,11.8,17,031,819700
1078,"Census Tract 8198.02, Cook County, Illinois",2649.0,954.0,97.9,2.1,96.3,0.4,0.2,2.2,0.3,2.0,6.5,93.5,1.1,0.3,6.7,3.7,43.6,34.1,129773.0,26.9,73.1,18.8,17,031,819802
1079,"Census Tract 8201.03, Cook County, Illinois",4265.0,1425.0,67.6,32.4,93.2,2.7,0.0,2.0,0.0,2.8,27.9,72.1,3.0,6.3,28.9,5.1,20.4,12.9,57824.0,24.0,76.0,16.0,17,031,820103
1080,"Census Tract 8207, Cook County, Illinois",6775.0,2235.0,65.8,34.2,74.7,4.0,0.0,2.6,0.0,24.6,52.8,47.2,6.9,10.8,28.4,10.1,9.0,4.4,62652.0,26.9,73.1,12.7,17,031,820700
1081,"Census Tract 8227.01, Cook County, Illinois",4556.0,1951.0,79.1,20.9,78.9,10.3,0.0,1.7,0.0,12.4,28.0,72.0,1.5,3.8,33.9,7.0,24.4,9.6,52238.0,25.5,74.5,17.4,17,031,822701
1082,"Census Tract 8230.01, Cook County, Illinois",6272.0,2319.0,45.0,55.0,71.3,18.7,0.0,3.4,1.0,6.7,16.8,83.2,6.7,7.1,38.7,3.8,12.6,5.7,45989.0,27.9,72.1,16.0,17,031,823001
1083,"Census Tract 8230.02, Cook County, Illinois",5830.0,2099.0,61.5,38.5,91.5,7.3,0.0,4.5,0.1,0.6,9.4,90.6,2.4,7.3,38.3,9.6,9.6,5.9,47659.0,23.9,76.1,10.8,17,031,823002
1084,"Census Tract 8231.01, Cook County, Illinois",4414.0,1597.0,69.4,30.6,95.2,3.4,0.0,2.2,0.0,0.5,5.5,94.5,2.7,9.7,36.8,8.5,12.0,4.5,48964.0,24.7,75.3,12.8,17,031,823101
1085,"Census Tract 8233.02, Cook County, Illinois",6374.0,2469.0,40.3,59.7,54.0,38.0,3.1,0.0,0.0,7.6,18.1,81.9,3.3,11.0,33.7,6.9,11.9,2.6,48391.0,23.4,76.6,13.8,17,031,823302
1086,"Census Tract 8237.03, Cook County, Illinois",7657.0,2804.0,68.3,31.7,90.0,1.1,0.0,8.9,0.0,1.0,13.8,86.2,7.3,6.5,40.1,8.0,11.9,6.6,53000.0,26.2,73.8,9.4,17,031,823703
1087,"Census Tract 8237.04, Cook County, Illinois",4306.0,1343.0,93.4,6.6,95.2,1.2,0.0,1.8,0.0,2.6,12.7,87.3,3.0,4.5,32.4,10.9,21.5,8.4,86482.0,22.3,77.7,13.8,17,031,823704
1088,"Census Tract 5907, Cook County, Illinois",3379.0,977.0,39.7,60.3,61.8,2.1,3.2,10.5,0.0,24.0,77.0,23.0,25.3,9.0,25.6,7.7,13.7,5.6,42792.0,32.5,67.5,6.4,17,031,590700
1089,"Census Tract 6104, Cook County, Illinois",2135.0,581.0,18.4,81.6,48.9,2.7,2.1,0.0,0.0,48.0,97.8,2.2,35.7,11.4,34.7,1.0,7.2,0.9,26580.0,39.6,60.4,3.7,17,031,610400
1090,"Census Tract 6108, Cook County, Illinois",1595.0,545.0,51.4,48.6,91.4,1.3,4.6,3.9,0.0,3.2,22.9,77.1,2.2,5.4,53.3,6.8,6.9,8.6,44353.0,28.0,72.0,7.7,17,031,610800
1091,"Census Tract 6120, Cook County, Illinois",1355.0,432.0,42.8,57.2,3.2,96.8,0.0,0.0,0.0,0.0,1.5,98.5,6.7,9.4,48.0,3.1,4.1,2.9,27212.0,26.3,73.7,14.1,17,031,612000
1092,"Census Tract 6121, Cook County, Illinois",1013.0,375.0,42.4,57.6,2.6,93.3,0.0,3.1,1.1,1.1,1.8,98.2,10.0,10.8,48.5,4.2,6.9,4.4,23438.0,18.5,81.5,24.4,17,031,612100
1093,"Census Tract 6405, Cook County, Illinois",3779.0,1434.0,77.9,22.1,83.1,1.4,0.4,2.3,0.0,15.3,48.8,51.2,6.8,7.8,31.4,7.8,13.5,8.4,80125.0,21.0,79.0,15.2,17,031,640500
1094,"Census Tract 8009, Cook County, Illinois",4431.0,1497.0,88.4,11.6,69.4,1.4,0.0,32.4,1.3,0.2,6.2,93.8,0.3,0.9,10.1,4.7,33.0,42.3,119213.0,25.2,74.8,18.7,17,031,800900
1095,"Census Tract 8223.01, Cook County, Illinois",3767.0,1255.0,89.7,10.3,93.5,3.7,0.4,1.6,0.0,5.8,16.8,83.2,3.1,8.8,26.1,10.6,20.8,2.4,61708.0,23.2,76.8,16.1,17,031,822301
1096,"Census Tract 8226.02, Cook County, Illinois",7404.0,2820.0,72.2,27.8,77.3,8.3,0.4,8.6,0.0,8.0,14.2,85.8,3.7,4.4,26.6,11.3,19.1,15.4,65263.0,19.3,80.7,20.5,17,031,822602
1097,"Census Tract 8238.01, Cook County, Illinois",5439.0,2307.0,84.8,15.2,93.5,0.3,1.0,4.0,0.0,3.2,7.2,92.8,2.9,5.0,21.7,4.5,26.5,20.3,75071.0,18.0,82.0,28.1,17,031,823801
1098,"Census Tract 8241.05, Cook County, Illinois",6436.0,2443.0,95.2,4.8,93.9,0.3,0.0,3.4,0.0,3.5,7.9,92.1,1.7,2.0,19.5,8.4,30.0,13.8,97382.0,21.1,78.9,20.5,17,031,824105
1099,"Census Tract 8245.03, Cook County, Illinois",7133.0,3082.0,88.3,11.7,88.3,7.7,0.0,2.4,0.0,2.2,6.5,93.5,2.4,4.1,26.8,6.1,25.0,12.4,63249.0,19.5,80.5,18.5,17,031,824503
1100,"Census Tract 4004, Cook County, Illinois",1886.0,700.0,21.6,78.4,1.6,99.0,0.0,0.0,0.0,0.0,1.5,98.5,2.0,16.2,32.3,2.3,14.5,6.8,32310.0,29.4,70.6,9.5,17,031,400400
1101,"Census Tract 4208, Cook County, Illinois",2077.0,796.0,21.1,78.9,7.8,91.5,0.3,1.7,0.0,0.7,4.9,95.1,1.4,9.9,21.7,11.5,13.8,10.0,35476.0,33.9,66.1,9.5,17,031,420800
1102,"Census Tract 8055.01, Cook County, Illinois",4091.0,1519.0,67.3,32.7,88.2,0.7,0.0,7.7,2.7,2.4,5.6,94.4,4.7,2.3,20.1,7.6,35.8,16.2,88011.0,28.2,71.8,21.1,17,031,805501
1103,"Census Tract 8058.02, Cook County, Illinois",4762.0,1828.0,78.3,21.7,96.5,0.9,0.0,4.1,0.0,1.1,10.4,89.6,3.1,1.2,17.5,6.5,30.4,22.0,86071.0,25.0,75.0,13.9,17,031,805802
1104,"Census Tract 8059.02, Cook County, Illinois",6405.0,2070.0,78.5,21.5,80.8,0.7,0.0,17.3,0.0,2.9,7.1,92.9,5.3,2.5,23.1,8.4,32.8,17.2,102770.0,23.9,76.1,21.2,17,031,805902
1105,"Census Tract 8061.02, Cook County, Illinois",3715.0,1412.0,86.0,14.0,69.5,7.8,0.5,19.9,0.0,2.4,9.5,90.5,3.6,2.8,23.9,8.2,28.8,13.3,81154.0,15.5,84.5,19.8,17,031,806102
1106,"Census Tract 8069, Cook County, Illinois",4867.0,2216.0,66.4,33.6,63.0,0.7,0.0,38.8,0.0,0.3,10.4,89.6,3.7,2.2,19.1,8.8,26.5,22.6,64073.0,14.9,85.1,25.0,17,031,806900
1107,"Census Tract 8084, Cook County, Illinois",4462.0,1384.0,95.4,4.6,64.1,3.4,0.0,30.5,0.0,2.6,5.1,94.9,4.9,3.5,21.6,6.3,25.5,18.7,82619.0,22.1,77.9,17.7,17,031,808400
1108,"Census Tract 8086, Cook County, Illinois",2077.0,712.0,87.5,12.5,95.0,0.1,0.2,4.2,0.0,0.5,3.2,96.8,2.0,2.0,9.4,4.5,28.1,39.6,147396.0,26.5,73.5,18.1,17,031,808600
1109,"Census Tract 3105, Cook County, Illinois",1387.0,502.0,29.1,70.9,63.2,0.0,0.0,0.0,0.0,36.8,80.9,19.1,16.0,10.4,25.5,4.9,17.3,10.0,45781.0,18.2,81.8,7.0,17,031,310500
1110,"Census Tract 8075, Cook County, Illinois",3507.0,1084.0,93.8,6.2,60.1,4.1,0.0,35.6,2.1,3.3,7.3,92.7,4.1,1.9,16.2,6.9,33.7,18.9,107500.0,20.8,79.2,22.8,17,031,807500
1111,"Census Tract 8077, Cook County, Illinois",5703.0,2148.0,69.2,30.8,69.8,1.8,0.0,26.4,0.2,3.8,19.1,80.9,4.0,7.6,17.9,9.0,30.7,13.4,47353.0,24.1,75.9,20.9,17,031,807700
1112,"Census Tract 3904, Cook County, Illinois",2509.0,1435.0,23.3,76.7,14.3,86.3,1.2,0.8,0.0,0.4,1.6,98.4,5.8,9.3,19.5,4.0,18.3,16.7,24848.0,13.2,86.8,22.0,17,031,390400
1113,"Census Tract 4201, Cook County, Illinois",1331.0,740.0,5.8,94.2,11.7,93.3,0.5,1.1,0.0,0.0,1.3,98.7,3.2,9.4,22.4,10.2,9.3,10.6,19855.0,19.7,80.3,16.6,17,031,420100
1114,"Census Tract 4204, Cook County, Illinois",1180.0,688.0,12.6,87.4,27.1,64.7,0.0,8.1,0.0,5.3,5.4,94.6,1.2,12.6,15.9,5.0,16.9,27.8,14389.0,16.4,83.6,14.7,17,031,420400
1115,"Census Tract 4312, Cook County, Illinois",2975.0,1100.0,62.3,37.7,2.2,98.4,1.3,0.0,0.0,1.3,1.5,98.5,4.7,7.6,19.6,4.9,24.8,14.1,43871.0,19.5,80.5,20.4,17,031,431200
1116,"Census Tract 4605, Cook County, Illinois",4816.0,2209.0,53.8,46.2,0.4,99.6,0.0,0.0,0.0,0.0,0.6,99.4,0.3,5.8,26.3,11.9,9.3,12.3,37168.0,13.5,86.5,22.3,17,031,460500
1117,"Census Tract 4802, Cook County, Illinois",1143.0,516.0,48.1,51.9,1.2,100.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,9.8,15.1,11.3,21.3,7.2,37381.0,13.8,86.2,26.1,17,031,480200
1118,"Census Tract 4905, Cook County, Illinois",2084.0,729.0,67.4,32.6,4.6,95.4,1.9,1.2,0.0,0.3,1.1,98.9,1.5,6.3,16.2,6.9,23.1,16.4,52464.0,21.0,79.0,17.6,17,031,490500
1119,"Census Tract 4906, Cook County, Illinois",1558.0,550.0,77.3,22.7,1.5,97.9,0.0,0.6,0.0,0.0,0.0,100.0,6.9,13.3,21.2,3.9,9.0,8.5,37127.0,22.3,77.7,26.5,17,031,490600
1120,"Census Tract 4908, Cook County, Illinois",4110.0,1433.0,68.2,31.8,0.9,98.3,1.3,0.4,0.0,0.0,0.4,99.6,2.1,8.5,16.8,10.5,12.8,6.9,34723.0,22.4,77.6,18.7,17,031,490800
1121,"Census Tract 5002, Cook County, Illinois",2113.0,790.0,30.6,69.4,2.0,98.0,1.0,0.0,0.6,0.6,0.6,99.4,2.7,8.8,25.7,8.4,14.9,8.7,34038.0,28.7,71.3,9.5,17,031,500200
1122,"Census Tract 5103, Cook County, Illinois",5260.0,1872.0,59.8,40.2,0.6,99.4,0.0,0.0,0.0,0.1,0.3,99.7,2.6,8.6,30.9,8.0,8.7,6.6,30625.0,23.3,76.7,20.0,17,031,510300
1123,"Census Tract 5203, Cook County, Illinois",6058.0,1703.0,70.2,29.8,83.0,4.7,0.9,0.9,0.0,13.5,85.8,14.2,21.5,14.6,30.4,4.9,8.1,3.9,41465.0,34.1,65.9,8.5,17,031,520300
1124,"Census Tract 8148, Cook County, Illinois",5960.0,1987.0,59.1,40.9,56.8,11.5,0.4,7.7,0.0,23.6,54.1,45.9,11.5,12.5,28.6,5.4,17.1,5.5,63938.0,18.6,81.4,13.9,17,031,814800
1125,"Census Tract 8149, Cook County, Illinois",6935.0,2314.0,31.7,68.3,68.8,15.2,0.6,1.2,0.0,15.2,65.4,34.6,14.9,10.4,25.4,10.0,13.0,4.0,50694.0,27.5,72.5,7.8,17,031,814900
1126,"Census Tract 8153, Cook County, Illinois",3610.0,1265.0,73.2,26.8,75.3,1.7,1.3,5.2,0.0,23.7,57.6,42.4,9.3,9.1,29.2,12.2,13.5,8.5,65855.0,24.9,75.1,15.5,17,031,815300
1127,"Census Tract 8156, Cook County, Illinois",5104.0,1923.0,75.3,24.7,84.4,5.0,0.5,0.5,0.0,12.3,33.6,66.4,3.2,4.7,26.2,6.7,16.8,10.0,60637.0,23.8,76.2,17.3,17,031,815600
1128,"Census Tract 8183, Cook County, Illinois",6004.0,2075.0,64.9,35.1,32.5,46.7,0.0,1.4,0.0,20.3,33.4,66.6,9.5,11.5,30.5,6.9,8.0,3.1,51865.0,20.0,80.0,12.9,17,031,818300
1129,"Census Tract 8192, Cook County, Illinois",5916.0,2140.0,72.0,28.0,83.6,2.9,0.1,4.3,0.3,12.0,49.8,50.2,5.5,5.9,42.0,8.7,10.4,7.1,56667.0,24.5,75.5,13.9,17,031,819200
1130,"Census Tract 8201.01, Cook County, Illinois",6799.0,2773.0,90.8,9.2,94.1,2.4,0.5,4.4,0.0,0.2,5.0,95.0,2.4,3.0,12.7,4.8,33.6,22.4,99583.0,19.2,80.8,31.4,17,031,820101
1131,"Census Tract 8214.02, Cook County, Illinois",3071.0,1382.0,73.1,26.9,5.5,94.2,0.0,0.2,0.0,1.0,0.3,99.7,1.3,4.8,33.2,11.9,10.1,5.1,46393.0,20.5,79.5,17.6,17,031,821402
1132,"Census Tract 8221.01, Cook County, Illinois",4336.0,1658.0,80.5,19.5,85.5,5.5,0.0,1.4,0.0,8.7,18.5,81.5,3.2,6.7,28.4,8.3,19.3,7.7,62500.0,21.0,79.0,14.5,17,031,822101
1133,"Census Tract 8231.02, Cook County, Illinois",3577.0,1242.0,67.5,32.5,90.2,1.5,0.0,1.0,0.0,8.9,10.2,89.8,6.4,7.9,33.7,12.2,7.5,4.1,59239.0,19.2,80.8,16.3,17,031,823102
1134,"Census Tract 2412, Cook County, Illinois",1862.0,722.0,33.2,66.8,83.2,1.9,0.8,10.7,0.0,9.1,22.4,77.6,10.9,2.1,4.9,6.7,39.5,27.6,104750.0,13.2,86.8,12.5,17,031,241200
1135,"Census Tract 2428, Cook County, Illinois",1551.0,601.0,61.6,38.4,92.0,2.8,0.3,0.3,0.0,6.6,25.1,74.9,4.3,3.3,19.8,8.2,25.0,24.0,80679.0,22.6,77.4,8.3,17,031,242800
1136,"Census Tract 2432, Cook County, Illinois",2318.0,928.0,35.1,64.9,77.5,4.7,0.0,3.0,0.0,16.5,31.9,68.1,3.0,3.2,8.9,1.4,49.8,21.0,108750.0,21.0,79.0,2.5,17,031,243200
1137,"Census Tract 2603, Cook County, Illinois",1583.0,540.0,22.8,77.2,1.5,98.5,0.0,0.0,0.0,0.0,0.0,100.0,3.3,19.6,38.9,4.8,4.8,0.0,30234.0,27.3,72.7,9.3,17,031,260300
1138,"Census Tract 2604, Cook County, Illinois",1292.0,397.0,22.2,77.8,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,9.9,29.7,30.5,3.6,0.7,0.8,18218.0,35.7,64.3,15.9,17,031,260400
1139,"Census Tract 2610, Cook County, Illinois",2398.0,687.0,26.2,73.8,1.1,97.0,0.8,0.0,0.9,2.0,1.8,98.2,8.2,19.2,35.1,6.0,7.8,1.4,24688.0,28.1,71.9,12.7,17,031,261000
1140,"Census Tract 2705, Cook County, Illinois",1690.0,617.0,7.8,92.2,5.5,90.9,0.0,0.0,0.0,5.1,6.2,93.8,12.1,17.8,27.6,2.8,5.1,5.6,16103.0,30.2,69.8,8.9,17,031,270500
1141,"Census Tract 2715, Cook County, Illinois",1483.0,453.0,32.0,68.0,3.2,96.8,0.0,0.0,0.3,1.0,1.3,98.7,3.5,11.3,36.2,9.5,9.1,2.9,30729.0,27.0,73.0,8.6,17,031,271500
1142,"Census Tract 2306, Cook County, Illinois",6606.0,1904.0,24.7,75.3,16.5,31.9,4.1,0.0,0.0,52.4,66.8,33.2,17.3,14.2,34.8,7.3,7.9,3.1,34716.0,31.7,68.3,4.5,17,031,230600
1143,"Census Tract 2215, Cook County, Illinois",2783.0,1383.0,28.0,72.0,85.6,5.5,0.0,7.9,0.0,2.1,30.1,69.9,9.6,1.7,17.8,9.7,33.3,14.9,58268.0,14.6,85.4,13.9,17,031,221500
1144,"Census Tract 2301, Cook County, Illinois",1753.0,592.0,24.3,75.7,51.1,19.2,0.0,3.0,0.0,30.6,50.6,49.4,8.2,9.0,24.2,5.3,22.5,9.7,51875.0,25.9,74.1,4.5,17,031,230100
1145,"Census Tract 2403, Cook County, Illinois",1251.0,593.0,49.6,50.4,88.3,4.4,0.0,9.6,0.0,1.6,4.1,95.9,2.2,0.7,5.1,4.1,48.1,33.9,116042.0,17.7,82.3,4.5,17,031,240300
1146,"Census Tract 2413, Cook County, Illinois",2031.0,771.0,42.7,57.3,70.4,11.1,0.0,3.2,0.0,19.2,20.8,79.2,2.1,1.4,11.2,2.4,44.9,30.8,117396.0,20.6,79.4,6.6,17,031,241300
1147,"Census Tract 2415, Cook County, Illinois",2911.0,1347.0,40.5,59.5,85.3,4.9,0.0,7.4,0.9,4.9,18.1,81.9,2.4,0.1,4.6,2.1,50.8,32.3,123304.0,15.3,84.7,0.5,17,031,241500
1148,"Census Tract 2416, Cook County, Illinois",3526.0,1612.0,25.3,74.7,78.4,5.4,0.7,12.2,0.0,10.4,27.9,72.1,6.9,3.2,5.3,3.2,49.1,23.3,91983.0,7.6,92.4,3.3,17,031,241600
1149,"Census Tract 303, Cook County, Illinois",3315.0,1459.0,31.3,68.7,74.3,6.2,0.7,17.3,0.0,4.9,38.5,61.5,12.9,4.9,25.9,5.8,21.3,12.5,37868.0,19.8,80.2,11.3,17,031,030300
1150,"Census Tract 312, Cook County, Illinois",5720.0,2660.0,24.4,75.6,63.9,24.1,2.0,13.3,0.4,0.3,14.1,85.9,8.3,11.5,24.2,1.5,30.8,12.2,35295.0,17.7,82.3,10.4,17,031,031200
1151,"Census Tract 8236.05, Cook County, Illinois",4085.0,1547.0,85.0,15.0,93.8,2.9,0.1,2.9,0.0,1.2,5.8,94.2,2.8,5.7,31.9,6.9,20.6,13.5,58679.0,15.8,84.2,25.3,17,031,823605
1152,"Census Tract 8238.03, Cook County, Illinois",6943.0,2395.0,89.0,11.0,95.3,3.3,0.4,3.5,0.0,0.3,9.7,90.3,3.6,4.5,30.9,14.5,15.0,10.1,68233.0,20.7,79.3,21.8,17,031,823803
1153,"Census Tract 8245.06, Cook County, Illinois",7547.0,3235.0,87.5,12.5,95.2,2.0,0.2,3.4,0.0,0.0,8.3,91.7,2.9,2.0,39.3,3.9,17.5,10.6,67690.0,18.6,81.4,23.4,17,031,824506
1154,"Census Tract 8247.01, Cook County, Illinois",4359.0,1430.0,74.1,25.9,82.7,8.9,0.3,2.2,0.0,10.8,29.2,70.8,7.4,5.4,38.5,6.3,11.5,4.9,71193.0,23.4,76.6,10.6,17,031,824701
1155,"Census Tract 8252, Cook County, Illinois",2163.0,685.0,91.1,8.9,69.1,14.1,1.0,1.4,0.0,15.9,33.1,66.9,6.9,9.6,35.0,10.0,7.1,7.7,77188.0,26.8,73.2,11.5,17,031,825200
1156,"Census Tract 8258.01, Cook County, Illinois",3559.0,1363.0,45.3,54.7,3.4,94.7,1.6,0.2,0.0,0.2,0.5,99.5,1.7,3.4,33.3,10.1,10.6,6.3,42083.0,25.7,74.3,8.1,17,031,825801
1157,"Census Tract 8277, Cook County, Illinois",2896.0,941.0,57.5,42.5,26.4,72.5,0.3,0.5,0.0,0.3,12.5,87.5,4.7,7.3,35.4,7.8,12.9,3.9,40880.0,30.1,69.9,10.2,17,031,827700
1158,"Census Tract 8279.02, Cook County, Illinois",4718.0,1824.0,61.7,38.3,48.6,50.9,1.3,0.0,0.0,2.9,20.2,79.8,8.3,8.6,29.8,9.9,14.2,5.9,51050.0,26.2,73.8,11.7,17,031,827902
1159,"Census Tract 8281, Cook County, Illinois",4976.0,1925.0,78.0,22.0,64.0,24.2,0.0,1.6,0.0,10.2,15.9,84.1,8.7,4.5,28.0,9.6,18.5,9.3,49139.0,22.4,77.6,17.9,17,031,828100
1160,"Census Tract 8286.02, Cook County, Illinois",4693.0,1531.0,88.9,11.1,46.6,53.1,0.0,2.6,0.0,2.2,4.3,95.7,1.9,2.9,16.6,13.1,29.5,19.0,89153.0,25.9,74.1,16.9,17,031,828602
1161,"Census Tract 8051.11, Cook County, Illinois",7915.0,2740.0,39.2,60.8,72.0,3.5,1.4,14.8,0.2,11.2,40.6,59.4,7.1,5.6,25.6,4.9,23.6,8.1,57500.0,29.0,71.0,8.9,17,031,805111
1162,"Census Tract 8059.01, Cook County, Illinois",4266.0,1813.0,71.8,28.2,84.7,0.5,0.0,12.0,0.0,3.1,9.1,90.9,1.7,6.7,20.8,7.5,27.0,16.8,82796.0,18.0,82.0,21.0,17,031,805901
