,NAME,Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: 18+,Age: 65+,state,county,tract
1151,"Census Tract 8331, Cook County, Illinois",67.9,32.1,70.8,14.5,0.4,15.0,0.0,1.1,3.6,96.4,1.5,3.4,7.1,4.7,42.4,34.5,104930.0,89.4,5.9,17,031,833100
1152,"Census Tract 8333, Cook County, Illinois",36.7,63.3,58.1,7.4,0.0,33.0,0.0,3.4,13.2,86.8,4.4,8.3,13.0,4.0,21.4,34.1,56058.0,90.7,6.8,17,031,833300
1153,"Census Tract 8339, Cook County, Illinois",37.3,62.7,47.4,31.6,0.0,0.0,0.0,21.0,67.3,32.7,28.9,9.0,27.9,7.9,6.0,3.3,23672.0,68.7,14.7,17,031,833900
1154,"Census Tract 8340, Cook County, Illinois",18.9,81.1,1.0,99.4,3.4,0.0,0.0,0.0,0.9,99.1,3.1,12.2,36.9,9.7,4.0,2.8,36019.0,70.4,10.3,17,031,834000
1155,"Census Tract 8342, Cook County, Illinois",34.3,65.7,0.7,98.7,0.2,0.6,0.0,0.0,1.4,98.6,3.5,10.3,28.3,8.9,14.5,7.0,40482.0,80.7,11.1,17,031,834200
1156,"Census Tract 8343, Cook County, Illinois",66.2,33.8,1.2,98.6,0.2,0.8,0.0,0.0,0.0,100.0,2.8,7.8,22.3,5.3,18.0,7.7,48849.0,79.6,19.2,17,031,834300
1157,"Census Tract 8344, Cook County, Illinois",33.7,66.3,6.4,94.6,2.4,1.3,0.0,0.0,1.2,98.8,1.6,6.5,20.8,10.4,17.2,13.9,33750.0,69.6,9.2,17,031,834400
1158,"Census Tract 1002, Cook County, Illinois",77.6,22.4,85.8,2.7,0.9,2.5,0.0,11.0,17.5,82.5,4.7,3.8,27.6,10.0,22.9,7.6,76881.0,81.8,15.5,17,031,100200
1159,"Census Tract 1003, Cook County, Illinois",70.8,29.2,95.1,1.2,0.1,1.5,0.0,3.4,10.3,89.7,6.2,7.9,23.0,4.5,16.7,11.5,57163.0,83.6,30.8,17,031,100300
1160,"Census Tract 1204, Cook County, Illinois",74.9,25.1,68.3,0.7,0.0,13.4,0.0,20.9,31.8,68.2,3.8,3.8,25.5,8.5,23.0,18.3,66210.0,74.6,8.2,17,031,120400
1161,"Census Tract 1503, Cook County, Illinois",59.0,41.0,75.7,1.5,0.0,5.3,0.0,21.5,28.6,71.4,5.0,5.9,36.5,7.5,19.4,6.5,55551.0,76.2,10.3,17,031,150300
1162,"Census Tract 1512, Cook County, Illinois",72.1,27.9,77.9,4.5,0.0,6.1,0.0,13.3,38.1,61.9,13.9,13.3,36.8,4.8,11.8,7.2,55724.0,80.3,15.0,17,031,151200
1163,"Census Tract 1602, Cook County, Illinois",57.6,42.4,70.2,5.2,1.0,10.7,0.0,17.6,22.9,77.1,5.5,9.8,26.3,4.7,20.9,9.5,60781.0,73.1,8.3,17,031,160200
1164,"Census Tract 1704, Cook County, Illinois",85.5,14.5,94.0,0.3,0.2,3.9,0.0,4.7,15.9,84.1,5.4,10.5,36.7,5.4,21.1,5.9,64815.0,81.6,15.0,17,031,170400
1165,"Census Tract 1708, Cook County, Illinois",73.8,26.2,89.0,0.5,0.0,2.4,0.2,9.6,24.6,75.4,8.9,10.7,27.9,10.3,18.5,7.9,59559.0,82.5,12.2,17,031,170800
1166,"Census Tract 1801, Cook County, Illinois",70.2,29.8,70.1,3.1,0.6,5.7,0.2,21.2,44.0,56.0,13.4,7.4,30.3,6.5,14.2,6.8,44760.0,75.8,14.5,17,031,180100
1167,"Census Tract 8285.05, Cook County, Illinois",82.5,17.5,58.9,37.0,0.0,1.3,0.0,5.4,13.3,86.7,1.4,6.2,34.1,9.1,13.8,11.8,69474.0,75.8,13.8,17,031,828505
1168,"Census Tract 8287.01, Cook County, Illinois",75.0,25.0,44.6,53.4,3.3,0.0,0.0,0.7,4.5,95.5,1.6,3.4,20.2,11.6,24.1,6.7,56445.0,78.7,13.4,17,031,828701
1169,"Census Tract 8290, Cook County, Illinois",19.0,81.0,0.1,99.9,0.3,0.0,0.0,0.1,11.4,88.6,4.9,21.6,39.2,0.0,0.6,0.5,23864.0,59.6,6.6,17,031,829000
1170,"Census Tract 8294.02, Cook County, Illinois",74.1,25.9,37.7,58.9,0.4,4.2,0.0,2.0,7.0,93.0,2.7,3.6,30.8,9.8,12.1,10.1,39648.0,74.4,15.7,17,031,829402
1171,"Census Tract 602, Cook County, Illinois",31.5,68.5,83.2,3.0,0.5,8.8,0.0,5.4,15.1,84.9,2.5,4.1,14.7,7.7,30.7,19.7,54125.0,90.1,7.8,17,031,060200
1172,"Census Tract 610, Cook County, Illinois",40.1,59.9,89.6,1.3,0.0,10.8,0.0,1.8,8.3,91.7,1.3,1.2,4.7,5.2,51.5,30.6,90078.0,92.5,2.1,17,031,061000
1173,"Census Tract 624, Cook County, Illinois",43.2,56.8,91.6,1.5,0.0,5.1,0.0,1.8,10.8,89.2,3.8,0.5,5.5,2.7,49.5,24.0,109609.0,84.1,5.4,17,031,062400
1174,"Census Tract 702, Cook County, Illinois",45.1,54.9,89.2,5.3,0.0,6.7,0.0,1.9,7.9,92.1,2.3,1.0,2.6,3.5,42.2,37.7,84223.0,85.8,7.4,17,031,070200
1175,"Census Tract 703, Cook County, Illinois",48.4,51.6,83.0,1.5,0.9,17.0,0.5,0.6,4.1,95.9,0.0,0.0,4.2,0.7,49.9,40.3,91910.0,89.9,2.2,17,031,070300
1176,"Census Tract 106, Cook County, Illinois",29.7,70.3,51.2,36.9,0.2,6.8,0.0,9.8,25.7,74.3,8.0,6.1,17.4,4.1,21.9,24.3,50236.0,80.3,8.0,17,031,010600
1177,"Census Tract 204, Cook County, Illinois",48.9,51.1,60.3,18.0,3.1,16.2,0.0,4.7,11.6,88.4,4.3,8.3,16.8,6.4,27.2,18.6,52545.0,75.9,10.8,17,031,020400
1178,"Census Tract 310, Cook County, Illinois",41.6,58.4,73.4,5.6,0.5,7.5,0.0,16.2,19.4,80.6,5.3,4.8,11.5,3.4,34.6,28.1,63433.0,91.5,8.3,17,031,031000
1179,"Census Tract 403, Cook County, Illinois",73.6,26.4,60.3,8.3,2.1,30.1,0.0,1.9,8.7,91.3,5.8,3.7,20.1,3.3,25.7,25.3,68125.0,81.5,18.3,17,031,040300
1180,"Census Tract 506, Cook County, Illinois",43.9,56.1,95.8,2.5,0.4,2.6,0.0,0.7,9.9,90.1,1.7,3.2,11.9,5.1,48.2,19.2,82616.0,88.2,7.6,17,031,050600
1181,"Census Tract 605, Cook County, Illinois",23.9,76.1,88.4,3.2,1.1,7.6,0.0,0.9,6.9,93.1,4.3,12.3,19.5,1.6,35.4,18.9,42042.0,88.7,28.1,17,031,060500
1182,"Census Tract 609, Cook County, Illinois",40.8,59.2,79.2,10.7,1.9,10.1,0.0,0.8,15.0,85.0,1.8,1.2,6.5,4.5,42.2,30.6,53699.0,94.3,10.0,17,031,060900
1183,"Census Tract 612, Cook County, Illinois",34.9,65.1,93.6,1.4,2.2,8.6,0.0,0.0,3.1,96.9,0.3,0.6,1.6,3.7,62.1,26.5,96667.0,89.5,3.3,17,031,061200
1184,"Census Tract 615, Cook County, Illinois",31.5,68.5,95.9,1.4,0.0,2.5,0.0,1.4,11.1,88.9,1.8,1.7,8.8,0.7,48.6,30.1,95000.0,95.5,5.3,17,031,061500
1185,"Census Tract 629, Cook County, Illinois",42.2,57.8,96.6,0.4,0.0,3.9,0.0,0.4,5.0,95.0,0.0,0.4,6.1,3.9,49.5,37.7,109167.0,92.1,3.3,17,031,062900
1186,"Census Tract 2107, Cook County, Illinois",45.9,54.1,83.3,3.5,0.6,3.2,0.0,11.4,64.1,35.9,12.3,8.6,34.2,4.9,19.5,10.5,46500.0,81.5,8.5,17,031,210700
1187,"Census Tract 2211, Cook County, Illinois",30.0,70.0,76.2,17.3,1.0,2.5,0.0,9.9,48.7,51.3,7.9,8.3,30.3,3.7,22.8,10.4,42039.0,84.7,8.0,17,031,221100
1188,"Census Tract 2212, Cook County, Illinois",40.1,59.9,74.0,7.5,0.4,1.7,0.0,20.4,40.7,59.3,5.0,14.0,12.7,3.0,31.0,14.0,53478.0,83.6,5.4,17,031,221200
1189,"Census Tract 630, Cook County, Illinois",22.7,77.3,90.7,4.1,0.2,6.4,0.9,2.0,4.8,95.2,0.0,1.6,3.9,2.2,56.5,29.8,68594.0,93.2,3.2,17,031,063000
1190,"Census Tract 712, Cook County, Illinois",46.2,53.8,88.1,4.5,0.0,8.1,0.0,0.0,6.9,93.1,4.5,0.7,4.0,0.7,35.7,41.6,80321.0,88.8,11.2,17,031,071200
1191,"Census Tract 815, Cook County, Illinois",48.6,51.4,81.3,3.9,0.0,16.5,0.0,0.3,2.9,97.1,0.0,0.6,3.9,2.8,46.2,36.9,93938.0,96.5,10.3,17,031,081500
1192,"Census Tract 903, Cook County, Illinois",94.1,5.9,99.3,0.0,0.3,0.7,0.0,0.0,0.8,99.2,1.5,2.6,23.1,5.4,32.2,9.2,83419.0,80.6,18.7,17,031,090300
1193,"Census Tract 1303, Cook County, Illinois",45.9,54.1,49.4,1.3,0.3,38.3,0.0,13.1,20.4,79.6,8.0,6.3,14.1,6.9,22.0,17.8,53384.0,77.1,11.6,17,031,130300
1194,"Census Tract 1006, Cook County, Illinois",81.3,18.7,88.6,0.0,0.4,7.8,0.0,4.9,14.6,85.4,7.6,5.7,37.8,6.7,16.0,5.8,58578.0,78.2,19.9,17,031,100600
1195,"Census Tract 1104, Cook County, Illinois",59.6,40.4,81.2,1.3,2.9,6.2,0.0,12.1,26.8,73.2,6.1,9.6,27.3,8.1,18.1,8.1,52155.0,81.1,16.8,17,031,110400
1196,"Census Tract 1202, Cook County, Illinois",84.1,15.9,85.7,1.3,1.9,12.6,1.2,1.1,7.9,92.1,2.2,0.6,16.5,5.2,30.5,25.0,89773.0,75.5,18.8,17,031,120200
1197,"Census Tract 1507, Cook County, Illinois",74.3,25.7,74.4,0.9,0.2,5.0,0.0,21.4,43.1,56.9,9.4,13.1,28.2,10.4,11.6,6.6,58293.0,73.8,13.5,17,031,150700
1198,"Census Tract 1613, Cook County, Illinois",31.5,68.5,86.2,6.6,0.3,1.4,0.0,9.1,55.4,44.6,11.3,13.3,33.9,5.4,12.0,6.4,36514.0,81.0,11.8,17,031,161300
1199,"Census Tract 2104, Cook County, Illinois",40.5,59.5,77.7,2.9,0.6,5.0,0.0,15.6,69.9,30.1,11.6,8.5,35.6,5.4,14.1,6.0,37583.0,78.8,7.7,17,031,210400
1200,"Census Tract 2108, Cook County, Illinois",31.3,68.7,65.7,1.5,0.2,0.0,0.0,32.8,66.3,33.7,10.2,12.8,29.1,4.5,15.2,8.5,39808.0,74.6,6.6,17,031,210800
1201,"Census Tract 2216, Cook County, Illinois",37.9,62.1,89.3,2.1,0.0,5.8,0.0,5.0,20.3,79.7,2.0,1.9,6.9,1.6,39.6,29.3,64855.0,82.2,4.0,17,031,221600
1202,"Census Tract 8018, Cook County, Illinois",93.9,6.1,92.1,0.0,0.0,7.8,0.0,1.0,0.8,99.2,0.3,1.0,6.6,2.1,42.4,33.8,115724.0,79.7,25.5,17,031,801800
1203,"Census Tract 8029, Cook County, Illinois",96.9,3.1,95.1,0.7,0.4,4.8,0.0,0.2,0.5,99.5,1.0,0.3,21.7,3.7,32.7,25.6,93920.0,73.3,13.2,17,031,802900
1204,"Census Tract 8036.04, Cook County, Illinois",70.4,29.6,88.5,2.6,0.0,9.5,0.0,0.4,4.0,96.0,3.5,2.7,17.9,8.9,28.7,19.7,73797.0,78.4,11.7,17,031,803604
1205,"Census Tract 8038, Cook County, Illinois",78.7,21.3,90.4,0.6,0.0,7.5,0.0,2.9,11.9,88.1,2.4,3.9,26.5,5.3,26.2,15.7,79671.0,73.0,11.4,17,031,803800
1206,"Census Tract 8045.05, Cook County, Illinois",70.2,29.8,78.4,4.0,0.0,9.3,0.0,12.7,14.1,85.9,3.3,4.6,35.1,8.3,20.5,8.9,65461.0,76.4,8.3,17,031,804505
1207,"Census Tract 8047.01, Cook County, Illinois",50.9,49.1,43.0,11.3,0.2,23.8,0.0,24.2,27.6,72.4,4.0,5.3,28.2,5.2,20.8,17.6,49570.0,74.9,12.6,17,031,804701
1208,"Census Tract 8047.06, Cook County, Illinois",98.7,1.3,87.0,1.5,0.3,13.8,0.0,0.8,6.8,93.2,4.7,2.2,20.2,9.4,27.3,13.5,92759.0,75.0,12.7,17,031,804706
1209,"Census Tract 8240.05, Cook County, Illinois",92.9,7.1,91.6,1.2,0.2,2.9,0.0,7.0,11.1,88.9,0.5,5.3,27.4,9.7,23.5,8.5,91711.0,72.7,10.0,17,031,824005
1210,"Census Tract 8240.06, Cook County, Illinois",97.3,2.7,98.2,0.3,0.0,2.6,0.0,0.4,6.5,93.5,1.1,1.5,19.0,8.4,27.6,19.3,100774.0,73.3,13.0,17,031,824006
1211,"Census Tract 8241.13, Cook County, Illinois",98.0,2.0,94.3,0.5,1.6,4.3,0.0,1.4,8.6,91.4,2.5,4.1,24.9,14.6,23.2,15.2,98397.0,73.0,11.1,17,031,824113
1212,"Census Tract 8241.14, Cook County, Illinois",91.9,8.1,93.7,1.9,0.0,4.4,0.0,0.0,5.2,94.8,1.6,4.9,18.1,2.7,32.7,23.5,92352.0,76.0,13.5,17,031,824114
1213,"Census Tract 8241.15, Cook County, Illinois",81.9,18.1,92.4,2.4,0.4,5.5,0.0,0.2,0.6,99.4,5.3,4.8,31.5,4.4,20.7,13.1,67942.0,85.2,25.2,17,031,824115
1214,"Census Tract 8241.16, Cook County, Illinois",65.0,35.0,97.8,0.4,3.2,2.4,0.0,0.8,7.9,92.1,2.0,1.9,37.1,10.7,16.4,6.0,49621.0,78.4,14.8,17,031,824116
1215,"Census Tract 309, Cook County, Illinois",47.6,52.4,73.3,1.4,0.2,16.9,2.7,8.5,18.8,81.2,6.2,6.4,6.3,5.4,38.6,20.1,69792.0,88.8,8.2,17,031,030900
1216,"Census Tract 319, Cook County, Illinois",33.5,66.5,79.3,7.1,1.0,8.0,0.0,5.3,9.0,91.0,0.1,3.7,10.0,1.1,35.3,26.8,67273.0,88.0,2.6,17,031,031900
1217,"Census Tract 502, Cook County, Illinois",54.6,45.4,85.1,3.0,0.2,6.2,0.0,6.7,22.7,77.3,2.8,5.6,15.9,4.4,32.4,25.6,64051.0,84.4,14.0,17,031,050200
1218,"Census Tract 8021, Cook County, Illinois",90.4,9.6,94.9,3.1,0.8,4.0,0.0,0.4,1.9,98.1,0.3,0.5,14.1,3.3,40.9,32.7,133162.0,68.1,12.3,17,031,802100
1219,"Census Tract 8028.01, Cook County, Illinois",86.3,13.7,91.2,0.0,0.4,6.9,0.0,1.5,10.2,89.8,5.7,1.6,17.1,5.5,35.9,17.7,84013.0,75.0,14.1,17,031,802801
1220,"Census Tract 8031, Cook County, Illinois",90.3,9.7,93.4,1.9,0.4,3.5,0.0,2.8,4.1,95.9,0.4,1.7,20.8,5.8,37.1,20.3,103068.0,73.4,13.1,17,031,803100
1221,"Census Tract 8036.07, Cook County, Illinois",97.1,2.9,92.9,0.4,0.0,5.4,0.0,1.4,8.0,92.0,1.3,2.7,18.8,7.3,33.3,17.0,93309.0,76.6,12.7,17,031,803607
1222,"Census Tract 8046.06, Cook County, Illinois",94.8,5.2,82.5,0.8,0.0,15.6,0.4,2.2,4.7,95.3,2.1,3.0,15.3,8.0,32.6,13.6,96434.0,78.0,8.4,17,031,804606
1223,"Census Tract 8047.05, Cook County, Illinois",84.7,15.3,57.3,7.3,0.6,29.3,0.0,5.9,12.3,87.7,5.0,6.7,20.8,7.2,23.8,16.3,63079.0,78.7,9.0,17,031,804705
1224,"Census Tract 8047.10, Cook County, Illinois",86.8,13.2,82.3,0.7,0.5,11.4,0.0,7.9,12.8,87.2,2.3,3.8,22.7,8.4,30.4,7.3,84571.0,77.6,11.2,17,031,804710
1225,"Census Tract 8047.11, Cook County, Illinois",58.6,41.4,49.4,9.1,0.7,29.8,0.0,12.6,17.8,82.2,5.5,5.1,22.7,5.1,31.8,13.6,63454.0,73.6,7.3,17,031,804711
1226,"Census Tract 8051.06, Cook County, Illinois",88.9,11.1,84.4,3.2,1.1,13.6,0.0,0.0,3.2,96.8,3.8,4.0,22.3,6.2,33.2,13.9,65625.0,82.4,21.7,17,031,805106
1227,"Census Tract 8051.09, Cook County, Illinois",88.1,11.9,86.4,5.0,0.0,8.7,0.0,0.0,1.9,98.1,4.6,5.0,25.5,5.3,27.8,15.3,66667.0,78.6,22.5,17,031,805109
1228,"Census Tract 8050.02, Cook County, Illinois",49.4,50.6,65.1,2.8,1.5,19.6,2.0,14.4,16.4,83.6,7.0,9.2,28.1,7.3,16.8,13.5,51286.0,80.0,14.4,17,031,805002
1229,"Census Tract 8048.03, Cook County, Illinois",77.1,22.9,83.4,2.6,2.0,15.2,0.0,0.0,6.8,93.2,3.0,1.4,22.0,10.2,24.6,15.2,84102.0,76.4,9.4,17,031,804803
1230,"Census Tract 8048.08, Cook County, Illinois",96.9,3.1,88.9,0.5,0.0,3.2,0.0,7.4,19.7,80.3,3.5,4.9,25.3,7.0,22.4,11.0,74145.0,78.6,16.2,17,031,804808
1231,"Census Tract 8049.02, Cook County, Illinois",90.7,9.3,81.2,0.3,1.1,15.3,0.0,4.5,10.4,89.6,7.7,4.3,25.2,5.5,24.2,13.5,76753.0,79.6,18.9,17,031,804902
1232,"Census Tract 8051.12, Cook County, Illinois",68.1,31.9,67.4,0.0,0.5,27.8,0.0,7.8,10.1,89.9,9.3,3.3,30.5,5.8,24.0,4.8,49681.0,83.5,21.6,17,031,805112
1233,"Census Tract 8055.02, Cook County, Illinois",88.7,11.3,99.6,0.1,0.0,0.0,0.0,0.3,1.9,98.1,1.1,1.4,16.6,2.5,29.3,29.1,100089.0,74.6,18.2,17,031,805502
1234,"Census Tract 8058.01, Cook County, Illinois",95.4,4.6,92.7,0.0,0.0,8.1,0.0,0.0,0.2,99.8,4.1,2.2,19.4,4.3,31.2,19.2,82344.0,86.6,25.9,17,031,805801
1235,"Census Tract 8067, Cook County, Illinois",94.4,5.6,81.9,4.1,0.0,13.1,0.0,2.5,4.8,95.2,0.7,1.2,8.3,4.9,36.4,37.6,119200.0,72.2,15.8,17,031,806700
1236,"Census Tract 8078, Cook County, Illinois",86.4,13.6,77.8,0.2,0.0,21.8,0.0,0.9,13.7,86.3,6.9,9.5,26.0,8.7,19.8,11.3,68611.0,76.0,18.9,17,031,807800
1237,"Census Tract 8090, Cook County, Illinois",72.5,27.5,95.3,2.5,0.0,2.9,0.0,0.5,0.3,99.7,1.0,0.7,6.8,3.8,33.4,42.1,119688.0,74.2,25.9,17,031,809000
1238,"Census Tract 8091, Cook County, Illinois",70.2,29.8,92.7,8.7,0.0,1.4,0.0,0.0,3.1,96.9,0.2,1.0,6.4,2.1,31.8,44.5,103266.0,70.9,15.0,17,031,809100
1239,"Census Tract 8103.02, Cook County, Illinois",67.6,32.4,70.3,28.8,2.5,2.5,0.0,2.2,5.5,94.5,4.8,1.6,11.8,2.5,28.7,33.9,64554.0,78.1,11.3,17,031,810302
1240,"Census Tract 8105.02, Cook County, Illinois",73.0,27.0,89.5,0.5,0.4,9.2,0.0,1.6,5.5,94.5,7.5,8.7,33.6,5.5,17.5,5.5,47750.0,82.4,23.3,17,031,810502
1241,"Census Tract 8107.01, Cook County, Illinois",54.5,45.5,74.3,0.3,0.6,0.7,0.0,25.1,29.4,70.6,10.7,10.6,35.9,9.1,9.6,5.7,44563.0,77.0,11.3,17,031,810701
1242,"Census Tract 8108, Cook County, Illinois",86.6,13.4,90.8,2.2,0.5,1.0,1.4,8.8,20.8,79.2,2.8,9.9,33.1,7.2,18.7,11.1,74063.0,77.5,12.0,17,031,810800
1243,"Census Tract 8114.02, Cook County, Illinois",76.5,23.5,77.5,1.0,0.0,6.3,0.0,16.6,45.1,54.9,11.4,7.5,37.8,10.7,9.9,3.4,56591.0,73.2,11.6,17,031,811402
1244,"Census Tract 8115, Cook County, Illinois",88.5,11.5,80.0,2.0,0.0,3.0,0.0,16.6,36.9,63.1,14.0,7.9,38.0,7.5,8.1,3.9,62836.0,80.4,14.9,17,031,811500
1245,"Census Tract 8119, Cook County, Illinois",93.9,6.1,85.7,9.9,0.5,5.6,0.1,1.4,4.5,95.5,3.6,1.6,5.8,4.6,32.7,39.8,141927.0,74.5,14.2,17,031,811900
1246,"Census Tract 1910, Cook County, Illinois",51.3,48.7,41.5,3.8,0.0,0.0,0.0,57.0,94.1,5.9,36.5,25.9,12.4,2.7,2.7,1.5,38429.0,70.3,8.5,17,031,191000
1247,"Census Tract 8056, Cook County, Illinois",88.7,11.3,97.3,0.7,0.0,1.6,0.0,0.6,3.2,96.8,1.3,1.7,10.7,7.3,36.4,27.6,114688.0,69.0,11.1,17,031,805600
1248,"Census Tract 8060.04, Cook County, Illinois",64.7,35.3,68.0,2.1,0.1,24.5,1.7,6.0,12.3,87.7,16.1,7.3,26.1,5.0,16.1,11.8,42455.0,83.5,25.0,17,031,806004
1249,"Census Tract 8072, Cook County, Illinois",82.5,17.5,63.6,14.1,0.3,20.7,0.0,2.8,13.1,86.9,6.0,5.1,21.9,5.9,24.4,18.1,79324.0,78.4,16.3,17,031,807200
1250,"Census Tract 8075, Cook County, Illinois",87.8,12.2,62.5,9.5,0.0,26.4,0.0,4.4,9.4,90.6,4.8,4.5,18.3,7.8,28.0,13.6,75625.0,83.5,15.7,17,031,807500
1251,"Census Tract 8116, Cook County, Illinois",53.0,47.0,84.4,0.0,1.0,9.3,0.0,6.7,23.0,77.0,10.2,9.0,36.1,6.5,12.3,7.4,40969.0,80.3,12.6,17,031,811600
1252,"Census Tract 8118, Cook County, Illinois",85.4,14.6,75.8,1.9,0.1,1.4,0.0,21.9,50.6,49.4,12.4,12.4,37.0,9.8,5.6,3.0,61858.0,76.7,18.9,17,031,811800
1253,"Census Tract 8144, Cook County, Illinois",77.5,22.5,48.4,1.0,0.9,1.2,0.0,50.7,82.2,17.8,15.5,13.1,36.1,6.0,10.5,1.7,52822.0,68.3,6.1,17,031,814400
1254,"Census Tract 8157.02, Cook County, Illinois",78.7,21.3,88.2,0.0,0.0,4.0,0.0,9.5,16.2,83.8,6.2,1.7,11.7,5.6,28.8,30.8,86550.0,77.0,13.1,17,031,815702
1255,"Census Tract 8158, Cook County, Illinois",74.3,25.7,94.6,3.9,0.5,1.0,0.0,1.0,3.4,96.6,2.3,5.5,18.3,3.6,24.5,22.3,88000.0,84.7,20.3,17,031,815800
1256,"Census Tract 8161, Cook County, Illinois",58.2,41.8,50.0,37.4,0.5,5.8,0.0,10.4,18.5,81.5,5.5,2.7,22.0,5.9,28.6,14.4,55758.0,79.5,11.5,17,031,816100
1257,"Census Tract 8163, Cook County, Illinois",67.4,32.6,55.8,2.9,0.0,2.4,0.0,39.8,66.7,33.3,17.0,16.2,31.5,8.4,10.4,1.2,54353.0,71.2,9.3,17,031,816300
1258,"Census Tract 8170, Cook County, Illinois",81.1,18.9,9.7,76.2,0.0,0.0,0.0,15.5,22.1,77.9,9.5,14.8,29.9,8.6,7.3,3.3,53962.0,78.2,12.8,17,031,817000
1259,"Census Tract 8185, Cook County, Illinois",96.9,3.1,84.4,10.3,0.3,3.7,0.1,2.1,8.1,91.9,4.0,4.5,25.6,5.9,20.8,15.0,74207.0,85.6,30.7,17,031,818500
1260,"Census Tract 8187, Cook County, Illinois",82.0,18.0,94.5,3.9,0.5,0.0,0.0,2.6,11.6,88.4,0.8,3.4,25.9,12.2,21.4,12.3,79911.0,79.2,11.7,17,031,818700
1261,"Census Tract 2001, Cook County, Illinois",51.9,48.1,42.0,0.6,0.7,1.3,0.8,55.4,85.2,14.8,24.1,11.0,28.9,2.3,6.4,0.9,46346.0,67.3,8.9,17,031,200100
1262,"Census Tract 1609, Cook County, Illinois",63.4,36.6,85.8,0.3,0.0,6.0,0.0,10.4,25.9,74.1,9.3,5.6,15.9,5.9,21.8,20.3,66523.0,80.7,11.9,17,031,160900
1263,"Census Tract 1709, Cook County, Illinois",68.0,32.0,85.5,6.7,0.0,0.0,0.0,10.6,24.4,75.6,9.3,5.9,38.6,12.8,11.8,3.8,59782.0,76.6,11.3,17,031,170900
1264,"Census Tract 2203, Cook County, Illinois",42.2,57.8,90.9,4.2,0.1,2.4,0.0,3.9,30.8,69.2,11.0,3.9,13.4,1.4,31.7,28.8,84688.0,79.1,5.5,17,031,220300
1265,"Census Tract 6301, Cook County, Illinois",32.4,67.6,51.6,24.0,0.3,0.0,0.0,24.1,71.7,28.3,33.6,14.7,26.1,2.7,8.7,4.4,41806.0,68.0,2.2,17,031,630100
1266,"Census Tract 6610, Cook County, Illinois",53.8,46.2,1.8,93.7,0.0,3.9,0.0,2.0,2.3,97.7,3.8,9.5,33.5,6.3,15.0,2.7,35234.0,72.9,10.3,17,031,661000
1267,"Census Tract 6702, Cook County, Illinois",34.6,65.4,0.0,93.8,0.0,0.0,0.0,6.2,6.2,93.8,3.7,19.2,33.8,0.0,1.6,0.0,24152.0,66.1,9.1,17,031,670200
1268,"Census Tract 104, Cook County, Illinois",36.4,63.6,73.3,15.7,0.9,10.6,0.3,2.5,13.8,86.2,5.0,2.6,13.7,3.7,31.0,28.3,43125.0,89.9,4.6,17,031,010400
1269,"Census Tract 3801, Cook County, Illinois",28.3,71.7,8.6,91.9,0.6,0.0,0.0,0.0,0.0,100.0,7.5,10.5,19.7,6.2,19.5,9.8,26713.0,78.6,16.9,17,031,380100
1270,"Census Tract 6718, Cook County, Illinois",57.5,42.5,6.7,97.9,0.0,0.0,0.0,0.7,0.7,99.3,1.7,29.1,41.7,2.0,5.8,6.4,19915.0,76.6,14.6,17,031,671800
1271,"Census Tract 6911, Cook County, Illinois",25.2,74.8,1.8,99.2,1.0,0.0,0.0,0.4,1.3,98.7,1.9,15.2,26.5,5.9,5.6,3.4,23200.0,71.5,9.0,17,031,691100
1272,"Census Tract 5303, Cook County, Illinois",80.4,19.6,1.9,95.5,0.4,0.0,0.0,2.6,2.6,97.4,4.8,12.2,29.8,9.4,12.5,4.9,40734.0,74.4,19.0,17,031,530300
1273,"Census Tract 5609, Cook County, Illinois",91.3,8.7,85.2,0.4,0.0,0.8,0.0,15.1,30.1,69.9,8.4,5.4,35.3,10.9,12.7,7.0,74098.0,77.7,14.2,17,031,560900
1274,"Census Tract 5803, Cook County, Illinois",58.4,41.6,61.6,0.0,1.6,15.7,0.0,21.1,83.9,16.1,38.0,16.8,28.3,3.0,6.2,0.8,29167.0,67.6,9.4,17,031,580300
1275,"Census Tract 6113, Cook County, Illinois",33.2,66.8,49.0,15.3,0.0,0.0,2.2,35.7,79.6,20.4,31.3,17.0,28.0,2.0,5.0,1.6,29419.0,63.8,4.9,17,031,611300
1276,"Census Tract 6116, Cook County, Illinois",62.5,37.5,15.0,77.2,0.0,0.0,0.0,15.7,24.1,75.9,8.4,20.3,28.9,6.7,3.1,0.9,45994.0,69.1,2.8,17,031,611600
1277,"Census Tract 6203, Cook County, Illinois",72.3,27.7,69.9,1.0,0.5,1.5,0.0,27.7,73.7,26.3,21.9,15.4,28.8,6.2,8.1,5.5,42431.0,72.8,11.0,17,031,620300
1278,"Census Tract 6204, Cook County, Illinois",78.4,21.6,63.7,4.6,0.2,0.8,0.0,31.2,85.8,14.2,29.5,11.3,29.9,4.5,10.0,1.8,52292.0,70.5,6.1,17,031,620400
