,NAME,Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: 18+,Age: 65+,state,county,tract
327,"Census Tract 301.01, Cook County, Illinois",37.8,62.2,64.0,21.9,0.8,8.8,0.0,7.8,25.1,74.9,8.3,2.8,8.5,4.4,29.1,22.6,37821.0,88.7,15.7,17,031,030101
328,"Census Tract 301.04, Cook County, Illinois",31.7,68.3,59.3,24.7,0.0,19.6,0.4,3.1,9.4,90.6,6.7,6.0,24.5,15.4,21.3,7.0,32537.0,95.2,5.4,17,031,030104
329,"Census Tract 306.01, Cook County, Illinois",44.6,55.4,58.0,26.6,0.0,15.6,0.0,1.5,8.5,91.5,1.8,8.1,16.1,3.8,30.1,18.2,32636.0,92.9,15.5,17,031,030601
330,"Census Tract 307.06, Cook County, Illinois",32.7,67.3,68.8,18.3,0.5,15.5,0.0,6.0,10.5,89.5,3.3,3.8,11.0,7.0,23.6,32.1,38977.0,91.6,30.2,17,031,030706
331,"Census Tract 402.01, Cook County, Illinois",39.9,60.1,79.7,1.4,1.7,10.8,1.2,8.4,19.5,80.5,8.5,10.2,14.6,4.9,34.1,15.3,60612.0,83.4,8.8,17,031,040201
332,"Census Tract 402.02, Cook County, Illinois",31.4,68.6,62.4,10.5,0.7,17.7,0.7,10.5,20.0,80.0,12.7,6.4,17.8,7.4,27.0,8.1,43604.0,80.1,10.1,17,031,040202
333,"Census Tract 404.01, Cook County, Illinois",54.4,45.6,70.2,3.3,0.8,8.2,1.5,18.2,26.0,74.0,9.5,8.5,6.9,1.6,36.6,22.5,67139.0,78.8,10.1,17,031,040401
334,"Census Tract 619.01, Cook County, Illinois",28.2,71.8,83.8,5.9,0.0,9.2,0.7,2.3,11.7,88.3,0.0,2.5,7.2,6.0,38.6,31.0,53833.0,91.0,8.7,17,031,061901
335,"Census Tract 619.02, Cook County, Illinois",28.1,71.9,85.0,5.2,1.1,10.3,0.0,0.8,6.4,93.6,0.4,0.4,7.0,4.3,41.4,34.6,50346.0,96.2,14.6,17,031,061902
336,"Census Tract 315.01, Cook County, Illinois",13.5,86.5,38.6,28.8,0.1,24.4,0.0,9.1,12.8,87.2,9.8,7.9,19.0,9.5,25.3,12.5,25040.0,89.5,16.3,17,031,031501
337,"Census Tract 315.02, Cook County, Illinois",12.1,87.9,43.5,51.6,0.8,5.7,0.0,2.8,15.2,84.8,4.1,4.7,24.9,5.7,28.2,8.8,28964.0,77.8,6.1,17,031,031502
338,"Census Tract 404.02, Cook County, Illinois",36.0,64.0,74.4,5.3,0.0,9.6,0.0,13.0,23.2,76.8,10.6,2.8,7.8,5.1,39.2,26.2,61738.0,84.7,6.8,17,031,040402
339,"Census Tract 701.01, Cook County, Illinois",49.1,50.9,88.6,1.4,0.0,10.3,2.6,0.0,0.8,99.2,0.0,1.2,3.9,0.8,44.1,39.4,66329.0,86.0,14.3,17,031,070101
340,"Census Tract 633.01, Cook County, Illinois",18.2,81.8,82.8,7.4,0.0,11.4,0.0,0.0,6.6,93.4,0.5,0.9,2.6,5.4,46.5,24.6,44464.0,97.9,12.7,17,031,063301
341,"Census Tract 633.03, Cook County, Illinois",42.0,58.0,95.1,1.6,0.0,3.3,0.0,0.0,0.0,100.0,0.1,5.8,9.3,1.8,32.6,38.7,73077.0,97.1,45.2,17,031,063303
342,"Census Tract 633.02, Cook County, Illinois",37.9,62.1,90.4,2.1,0.0,8.0,0.0,0.6,3.2,96.8,0.0,0.8,3.3,3.6,48.2,36.5,67802.0,94.5,7.8,17,031,063302
343,"Census Tract 701.02, Cook County, Illinois",28.3,71.7,81.2,7.0,1.5,8.3,0.0,2.4,14.2,85.8,3.2,0.1,5.1,1.4,45.0,30.2,63567.0,94.9,5.7,17,031,070102
344,"Census Tract 701.03, Cook County, Illinois",10.3,89.7,90.8,0.8,0.0,8.1,0.0,0.4,11.0,89.0,0.0,0.0,0.4,0.0,70.2,26.7,50872.0,94.7,3.1,17,031,070103
345,"Census Tract 802.01, Cook County, Illinois",60.4,39.6,91.1,2.7,1.7,4.9,0.0,2.0,3.2,96.8,1.5,1.3,4.6,3.6,37.0,38.7,74727.0,93.9,24.7,17,031,080201
346,"Census Tract 802.02, Cook County, Illinois",55.5,44.5,83.3,5.7,0.4,11.0,0.0,0.0,4.6,95.4,0.0,0.8,4.9,0.0,40.0,42.2,87136.0,95.7,16.8,17,031,080202
347,"Census Tract 812.01, Cook County, Illinois",51.3,48.7,85.4,1.4,1.0,13.9,0.2,0.3,4.8,95.2,0.1,0.5,4.9,3.3,42.8,37.5,69792.0,96.8,22.6,17,031,081201
348,"Census Tract 812.02, Cook County, Illinois",71.0,29.0,89.2,0.0,0.0,6.6,0.0,5.8,5.7,94.3,0.0,0.0,6.1,1.9,44.5,31.8,81452.0,94.7,34.5,17,031,081202
349,"Census Tract 814.01, Cook County, Illinois",53.0,47.0,68.5,17.0,0.0,13.7,0.0,1.4,2.1,97.9,0.1,0.0,5.4,2.9,34.6,44.8,76699.0,95.2,28.4,17,031,081401
350,"Census Tract 814.02, Cook County, Illinois",49.2,50.8,84.3,0.7,0.6,16.6,0.0,0.0,5.0,95.0,0.0,2.3,6.3,4.0,35.8,40.8,101640.0,92.8,15.1,17,031,081402
351,"Census Tract 814.03, Cook County, Illinois",33.4,66.6,72.8,3.4,0.5,23.3,0.0,3.0,7.5,92.5,0.0,0.0,1.2,3.9,48.9,35.1,88523.0,94.4,7.8,17,031,081403
352,"Census Tract 1105.01, Cook County, Illinois",62.3,37.7,77.3,3.9,0.3,15.2,0.0,4.7,16.7,83.3,4.0,4.8,23.9,6.5,23.5,13.1,62552.0,76.7,11.3,17,031,110501
353,"Census Tract 1105.02, Cook County, Illinois",57.9,42.1,80.9,1.8,0.0,7.9,1.2,10.5,22.4,77.6,5.7,7.4,38.0,5.3,17.0,8.6,53594.0,81.9,11.6,17,031,110502
354,"Census Tract 1403.01, Cook County, Illinois",41.9,58.1,24.2,4.2,0.0,16.4,0.0,55.6,66.7,33.3,25.7,13.9,21.3,2.6,14.3,6.0,49699.0,79.8,5.8,17,031,140301
355,"Census Tract 1403.02, Cook County, Illinois",35.7,64.3,39.3,10.3,0.3,18.9,0.3,32.4,41.1,58.9,21.9,11.3,17.1,4.4,17.4,9.5,51056.0,74.5,14.2,17,031,140302
356,"Census Tract 1406.02, Cook County, Illinois",23.9,76.1,29.5,6.7,0.0,7.1,0.0,58.5,71.8,28.2,31.4,16.3,18.7,3.8,10.3,3.9,38346.0,66.7,2.7,17,031,140602
357,"Census Tract 1906.02, Cook County, Illinois",57.3,42.7,43.9,9.9,0.9,0.9,0.0,45.8,72.1,27.9,15.6,15.8,33.9,5.9,9.5,4.4,46042.0,71.6,11.9,17,031,190602
358,"Census Tract 1907.01, Cook County, Illinois",41.2,58.8,49.1,3.9,0.0,0.6,0.0,48.9,77.6,22.4,18.5,22.6,22.2,5.9,7.8,4.2,39325.0,68.1,6.5,17,031,190701
359,"Census Tract 1907.02, Cook County, Illinois",38.4,61.6,41.9,5.6,0.2,0.8,0.0,52.0,78.4,21.6,25.1,13.2,41.5,3.5,2.1,4.8,43524.0,69.6,5.0,17,031,190702
360,"Census Tract 1913.01, Cook County, Illinois",45.1,54.9,32.6,13.7,1.5,1.3,0.0,51.4,82.6,17.4,26.8,20.5,22.1,4.7,5.4,0.7,37214.0,72.4,6.7,17,031,191301
361,"Census Tract 1913.02, Cook County, Illinois",46.1,53.9,44.2,3.3,0.0,0.0,0.0,52.9,93.7,6.3,35.9,16.6,30.1,3.5,4.3,0.6,37277.0,58.6,6.0,17,031,191302
362,"Census Tract 2004.01, Cook County, Illinois",49.5,50.5,49.8,1.3,0.3,0.0,0.0,50.4,89.3,10.7,30.9,16.3,31.7,4.1,6.1,0.0,38979.0,70.1,8.3,17,031,200401
363,"Census Tract 2004.02, Cook County, Illinois",43.6,56.4,31.0,3.7,1.4,0.7,0.0,66.8,91.8,8.2,25.6,19.2,21.0,6.7,9.5,2.8,41091.0,75.7,10.1,17,031,200402
364,"Census Tract 2105.01, Cook County, Illinois",29.9,70.1,75.5,5.1,4.3,4.0,0.0,12.1,65.2,34.8,11.7,13.1,44.0,2.1,13.1,3.6,37125.0,74.9,6.3,17,031,210501
365,"Census Tract 2105.02, Cook County, Illinois",34.3,65.7,82.9,2.8,0.0,1.1,0.0,14.6,70.7,29.3,16.3,9.1,40.9,6.5,4.6,3.5,40833.0,74.5,8.2,17,031,210502
366,"Census Tract 2106.01, Cook County, Illinois",43.5,56.5,78.3,1.1,0.0,5.1,0.0,16.2,72.7,27.3,23.6,6.9,33.1,1.6,12.1,3.5,48926.0,81.3,10.2,17,031,210601
367,"Census Tract 2106.02, Cook County, Illinois",43.1,56.9,85.9,1.6,1.1,0.4,0.0,13.5,79.6,20.4,13.9,12.2,38.0,5.9,15.7,2.6,47457.0,76.6,5.2,17,031,210602
368,"Census Tract 2206.01, Cook County, Illinois",50.8,49.2,79.9,11.1,0.0,0.3,0.0,8.6,57.0,43.0,19.5,0.0,23.9,4.4,16.2,16.6,34312.0,75.2,11.4,17,031,220601
369,"Census Tract 2206.02, Cook County, Illinois",28.6,71.4,76.0,10.8,0.3,6.5,0.0,9.0,38.6,61.4,9.0,4.4,19.6,2.6,38.0,16.1,41957.0,87.9,6.0,17,031,220602
370,"Census Tract 2207.01, Cook County, Illinois",35.8,64.2,87.9,8.3,0.0,1.6,0.0,2.3,69.9,30.1,15.2,13.7,36.1,2.4,12.9,3.6,43507.0,73.0,9.5,17,031,220701
371,"Census Tract 2207.02, Cook County, Illinois",35.0,65.0,80.5,6.4,0.7,2.2,0.0,12.2,69.7,30.3,7.3,8.6,44.0,3.3,20.3,4.7,44101.0,73.6,6.4,17,031,220702
372,"Census Tract 2209.01, Cook County, Illinois",28.7,71.3,65.4,18.7,1.7,2.2,0.0,16.2,69.6,30.4,10.9,9.6,42.5,4.1,13.3,2.0,45202.0,67.8,3.9,17,031,220901
373,"Census Tract 2209.02, Cook County, Illinois",42.2,57.8,85.1,7.4,0.0,1.6,0.0,7.3,73.2,26.8,10.4,5.6,40.0,16.9,11.3,3.4,46518.0,70.8,3.8,17,031,220902
374,"Census Tract 2521.01, Cook County, Illinois",20.5,79.5,4.8,94.7,0.0,0.0,0.0,4.9,4.9,95.1,7.0,18.9,29.1,5.7,9.9,5.0,30509.0,83.9,15.7,17,031,252101
375,"Census Tract 2521.02, Cook County, Illinois",30.5,69.5,0.0,100.0,0.0,0.0,0.0,0.2,0.0,100.0,8.9,22.4,33.9,4.3,8.2,1.4,28257.0,75.7,13.4,17,031,252102
376,"Census Tract 2522.01, Cook County, Illinois",42.0,58.0,6.0,93.9,0.0,0.2,0.0,0.0,0.7,99.3,8.4,18.6,36.9,4.3,6.8,0.3,27553.0,84.8,20.1,17,031,252201
377,"Census Tract 2522.02, Cook County, Illinois",26.5,73.5,0.8,99.0,0.2,0.0,0.0,0.6,0.6,99.4,1.2,15.3,47.0,4.3,7.0,2.0,37724.0,68.0,10.8,17,031,252202
378,"Census Tract 8030.12, Cook County, Illinois",52.5,47.5,86.9,4.7,0.6,5.7,0.0,3.1,25.9,74.1,6.3,3.7,16.9,2.4,36.3,19.8,60407.0,80.3,7.9,17,031,803012
379,"Census Tract 8030.13, Cook County, Illinois",86.2,13.8,87.5,2.4,0.5,6.5,0.0,4.4,8.0,92.0,2.0,2.7,18.5,5.3,35.5,15.2,79054.0,77.8,13.9,17,031,803013
380,"Census Tract 8030.14, Cook County, Illinois",68.1,31.9,80.5,2.7,0.0,7.6,0.0,9.5,20.8,79.2,6.4,4.6,24.5,10.0,31.6,11.5,64400.0,78.7,14.1,17,031,803014
381,"Census Tract 8030.15, Cook County, Illinois",76.7,23.3,89.5,3.1,3.2,10.7,0.0,1.9,9.8,90.2,5.1,3.1,23.5,5.0,26.9,17.4,73398.0,80.1,18.5,17,031,803015
382,"Census Tract 8030.16, Cook County, Illinois",45.8,54.2,74.2,3.5,0.0,21.4,0.0,3.8,8.4,91.6,0.1,1.9,14.7,6.3,27.0,24.1,71400.0,76.2,18.5,17,031,803016
383,"Census Tract 8030.17, Cook County, Illinois",63.0,37.0,87.2,0.2,0.0,13.3,0.0,1.7,8.4,91.6,1.7,4.5,20.8,6.4,33.9,23.0,69773.0,78.4,12.4,17,031,803017
384,"Census Tract 8036.11, Cook County, Illinois",73.2,26.8,69.5,3.3,0.0,16.3,0.0,12.9,38.9,61.1,19.5,5.8,24.5,3.5,24.1,6.4,55230.0,72.6,5.8,17,031,803611
385,"Census Tract 8036.12, Cook County, Illinois",22.1,77.9,65.0,10.6,0.3,14.6,0.0,9.9,33.8,66.2,19.3,6.6,19.9,11.3,20.4,5.2,58977.0,79.9,6.2,17,031,803612
386,"Census Tract 8037.01, Cook County, Illinois",74.2,25.8,89.3,0.0,0.0,14.1,0.0,0.4,6.1,93.9,3.8,2.0,12.8,2.4,39.4,22.2,66333.0,81.6,12.5,17,031,803701
387,"Census Tract 8382, Cook County, Illinois",58.8,41.2,36.2,23.6,0.6,29.1,0.0,13.1,10.9,89.1,7.9,7.6,3.7,5.7,36.8,34.0,73325.0,66.3,9.3,17,031,838200
388,"Census Tract 8383, Cook County, Illinois",7.5,92.5,56.1,39.0,0.2,3.3,0.0,1.6,21.5,78.5,3.4,7.6,25.4,8.6,25.4,19.6,46339.0,84.4,5.2,17,031,838300
389,"Census Tract 8386, Cook County, Illinois",12.5,87.5,4.6,95.4,0.0,0.0,0.0,0.0,4.0,96.0,2.1,25.5,25.3,1.9,9.0,1.7,13927.0,54.9,5.9,17,031,838600
390,"Census Tract 8380, Cook County, Illinois",25.8,74.2,21.6,70.2,2.2,5.9,0.0,2.6,5.2,94.8,11.2,19.2,12.8,3.4,26.7,9.0,21979.0,70.1,15.2,17,031,838000
391,"Census Tract 8381, Cook County, Illinois",12.4,87.6,29.2,52.1,5.3,16.4,0.0,1.2,9.2,90.8,4.2,13.6,16.6,9.1,17.5,23.1,28587.0,89.2,15.7,17,031,838100
392,"Census Tract 8387, Cook County, Illinois",18.4,81.6,1.7,98.3,0.0,0.0,0.0,0.0,1.7,98.3,8.0,21.8,38.1,1.5,6.7,3.0,21123.0,65.2,6.8,17,031,838700
393,"Census Tract 8388, Cook County, Illinois",38.0,62.0,33.2,51.0,0.5,0.0,0.0,15.3,44.1,55.9,13.1,16.5,41.1,5.5,3.1,1.1,26235.0,69.8,9.9,17,031,838800
394,"Census Tract 8390, Cook County, Illinois",55.6,44.4,68.3,16.9,0.1,14.0,0.0,3.2,3.7,96.3,1.3,1.4,7.1,3.2,42.6,38.5,73423.0,89.6,6.6,17,031,839000
395,"Census Tract 8391, Cook County, Illinois",37.7,62.3,66.7,12.5,0.4,18.1,0.3,5.2,7.3,92.7,1.6,9.7,9.4,1.3,37.8,26.0,73425.0,97.1,3.6,17,031,839100
396,"Census Tract 8392, Cook County, Illinois",44.7,55.3,13.1,80.5,1.0,8.7,0.0,0.5,2.5,97.5,7.1,5.1,14.9,4.3,22.8,16.7,44665.0,90.4,18.6,17,031,839200
397,"Census Tract 8395, Cook County, Illinois",34.8,65.2,21.1,75.0,0.6,2.1,0.0,2.2,3.4,96.6,8.5,8.6,16.8,5.5,18.5,24.2,21292.0,86.7,28.5,17,031,839500
398,"Census Tract 8396, Cook County, Illinois",37.7,62.3,8.5,89.0,0.0,1.2,0.0,1.6,2.3,97.7,12.5,10.6,21.5,7.9,14.3,16.3,28686.0,86.9,27.8,17,031,839600
399,"Census Tract 8397, Cook County, Illinois",47.9,52.1,46.6,1.9,0.6,19.0,0.5,33.1,49.8,50.2,10.9,6.6,31.3,7.6,16.1,10.4,40000.0,69.9,7.8,17,031,839700
400,"Census Tract 8398, Cook County, Illinois",34.2,65.8,62.7,0.9,0.6,23.2,0.0,13.9,34.7,65.3,7.0,8.8,31.8,6.6,13.1,15.3,50833.0,85.6,9.9,17,031,839800
401,"Census Tract 8399, Cook County, Illinois",60.2,39.8,74.0,1.9,0.4,13.5,0.0,13.0,29.5,70.5,4.9,7.4,30.9,6.7,17.5,8.9,63529.0,77.2,7.6,17,031,839900
402,"Census Tract 8400, Cook County, Illinois",68.6,31.4,59.2,0.8,0.0,33.7,0.0,9.3,13.5,86.5,7.9,8.9,29.2,6.7,12.6,19.4,60863.0,83.6,12.6,17,031,840000
403,"Census Tract 8401, Cook County, Illinois",37.3,62.7,39.1,2.7,0.0,53.5,0.0,7.4,18.8,81.2,15.8,20.2,32.5,3.8,9.3,7.4,31090.0,78.1,11.5,17,031,840100
404,"Census Tract 8402, Cook County, Illinois",60.7,39.3,33.4,2.4,0.0,54.9,1.7,9.4,21.4,78.6,15.2,8.5,31.9,5.8,13.4,9.8,58415.0,78.0,7.0,17,031,840200
405,"Census Tract 8403, Cook County, Illinois",58.6,41.4,56.9,5.8,1.7,18.3,0.0,20.9,68.8,31.2,24.4,17.9,38.0,2.5,8.1,1.6,40197.0,71.6,7.8,17,031,840300
406,"Census Tract 8404, Cook County, Illinois",65.4,34.6,41.0,4.8,2.3,27.2,0.0,25.3,42.5,57.5,15.3,9.5,39.8,3.0,17.4,4.3,30847.0,80.1,10.7,17,031,840400
407,"Census Tract 8407, Cook County, Illinois",27.9,72.1,81.9,3.0,0.3,0.0,0.0,15.3,88.8,11.2,34.3,18.4,13.7,5.1,7.6,8.1,29181.0,70.4,3.7,17,031,840700
408,"Census Tract 8408, Cook County, Illinois",40.6,59.4,73.4,0.6,2.0,0.7,0.0,24.4,95.4,4.6,37.1,11.3,32.0,4.5,4.5,2.3,33140.0,61.1,2.9,17,031,840800
409,"Census Tract 8410, Cook County, Illinois",48.7,51.3,22.3,67.5,0.0,13.4,0.0,0.0,0.0,100.0,2.2,14.3,17.1,0.6,29.8,27.8,32167.0,82.8,11.5,17,031,841000
410,"Census Tract 8026.10, Cook County, Illinois",95.7,4.3,87.2,1.1,5.0,14.4,0.0,3.3,0.0,100.0,0.0,5.7,24.7,14.3,20.8,15.3,86042.0,82.6,23.1,17,031,802610
411,"Census Tract 4903, Cook County, Illinois",76.0,24.0,4.6,98.5,2.3,0.0,0.0,1.0,1.3,98.7,5.3,9.4,18.0,8.4,23.6,14.5,38568.0,82.2,17.5,17,031,490300
412,"Census Tract 4907, Cook County, Illinois",75.7,24.3,0.8,98.1,0.0,1.0,0.0,0.7,0.0,100.0,7.6,15.9,22.5,9.1,10.5,5.5,42500.0,78.2,18.7,17,031,490700
413,"Census Tract 5001, Cook County, Illinois",50.6,49.4,0.3,99.1,0.0,0.5,0.0,0.3,1.6,98.4,2.5,5.6,26.7,9.4,8.8,4.3,47381.0,78.9,22.1,17,031,500100
414,"Census Tract 5204, Cook County, Illinois",73.5,26.5,77.3,1.8,1.1,0.3,0.0,22.2,80.8,19.2,19.2,11.0,35.4,6.1,7.8,6.9,45000.0,73.1,12.7,17,031,520400
415,"Census Tract 8209.02, Cook County, Illinois",80.2,19.8,76.6,0.7,0.3,7.4,0.0,16.6,35.2,64.8,18.0,13.2,39.0,3.9,7.6,1.4,54558.0,70.9,11.1,17,031,820902
416,"Census Tract 8080.01, Cook County, Illinois",94.0,6.0,70.6,0.7,0.2,29.4,0.0,0.0,8.3,91.7,8.7,4.5,19.5,6.2,21.7,19.8,88219.0,81.9,27.7,17,031,808001
417,"Census Tract 8081, Cook County, Illinois",85.1,14.9,83.3,5.6,0.9,9.1,0.0,1.4,3.5,96.5,11.4,12.5,25.7,5.7,16.1,10.4,39327.0,89.8,44.0,17,031,808100
418,"Census Tract 8186, Cook County, Illinois",69.4,30.6,86.8,10.1,0.2,3.2,0.0,0.0,6.6,93.4,4.1,4.2,20.8,9.6,23.8,15.2,60687.0,79.2,19.2,17,031,818600
419,"Census Tract 8197, Cook County, Illinois",94.1,5.9,98.5,0.0,1.0,2.0,0.0,0.0,2.0,98.0,0.3,1.1,6.5,5.2,41.0,36.5,134803.0,65.3,11.9,17,031,819700
420,"Census Tract 8198.02, Cook County, Illinois",98.5,1.5,97.0,0.3,0.0,1.5,0.0,2.3,3.9,96.1,0.7,0.8,9.4,2.3,33.3,38.4,124028.0,75.0,20.4,17,031,819802
421,"Census Tract 8201.03, Cook County, Illinois",67.6,32.4,91.7,2.9,0.0,3.5,0.0,2.2,23.1,76.9,7.3,9.2,30.1,4.5,20.3,12.7,63000.0,76.0,18.4,17,031,820103
422,"Census Tract 8207, Cook County, Illinois",76.8,23.2,80.2,2.8,3.1,0.0,0.0,16.3,46.7,53.3,7.4,13.3,36.8,7.8,7.0,2.2,43832.0,68.6,15.3,17,031,820700
423,"Census Tract 8227.01, Cook County, Illinois",81.0,19.0,90.1,7.3,0.4,1.8,0.0,1.3,17.9,82.1,1.6,9.8,32.2,5.6,22.7,9.0,46129.0,84.1,23.5,17,031,822701
424,"Census Tract 8230.01, Cook County, Illinois",47.3,52.7,84.0,7.4,0.1,2.2,1.6,6.7,16.5,83.5,6.0,8.7,34.7,7.1,13.6,5.6,49049.0,82.4,15.9,17,031,823001
425,"Census Tract 8230.02, Cook County, Illinois",61.1,38.9,90.0,2.6,0.6,0.8,0.9,7.2,11.8,88.2,4.5,6.0,30.8,10.1,13.7,4.4,55659.0,78.8,13.0,17,031,823002
426,"Census Tract 625, Cook County, Illinois",50.2,49.8,86.7,2.6,0.1,11.8,0.0,1.0,7.2,92.8,1.2,0.0,5.6,1.2,56.9,25.2,109167.0,86.6,0.3,17,031,062500
427,"Census Tract 631, Cook County, Illinois",25.4,74.6,86.8,3.1,0.7,9.0,0.0,2.4,6.5,93.5,0.3,1.3,4.5,2.4,42.5,36.0,61786.0,92.8,1.0,17,031,063100
428,"Census Tract 902, Cook County, Illinois",72.6,27.4,96.8,0.3,0.0,3.5,0.0,1.9,4.2,95.8,1.4,3.3,18.7,10.0,29.2,14.1,85000.0,79.1,12.9,17,031,090200
429,"Census Tract 1004, Cook County, Illinois",95.4,4.6,96.6,0.4,0.0,3.7,0.0,0.3,9.9,90.1,2.7,4.3,26.5,3.9,28.9,13.1,82679.0,77.5,19.1,17,031,100400
430,"Census Tract 1007, Cook County, Illinois",90.5,9.5,86.6,0.5,0.0,9.4,0.0,3.9,8.6,91.4,6.5,6.1,31.4,10.6,22.4,9.2,66429.0,82.4,20.5,17,031,100700
431,"Census Tract 1203, Cook County, Illinois",91.8,8.2,76.6,2.8,0.3,18.5,0.0,4.8,9.8,90.2,2.8,2.2,16.5,4.5,36.9,23.1,101402.0,78.3,18.3,17,031,120300
432,"Census Tract 2925, Cook County, Illinois",34.7,65.3,1.0,99.2,0.0,0.0,0.0,0.0,0.0,100.0,9.9,14.3,35.3,6.7,6.3,2.1,27122.0,75.4,11.7,17,031,292500
433,"Census Tract 715, Cook County, Illinois",40.0,60.0,88.6,6.3,0.0,3.4,0.0,2.1,5.3,94.7,0.4,0.8,4.3,2.1,39.7,46.7,85528.0,91.3,9.4,17,031,071500
434,"Census Tract 3906, Cook County, Illinois",44.9,55.1,44.1,50.2,1.1,6.6,0.0,6.4,7.8,92.2,0.0,1.3,5.6,3.4,26.4,49.7,57768.0,77.2,13.8,17,031,390600
435,"Census Tract 8070, Cook County, Illinois",42.2,57.8,56.0,8.3,0.2,35.5,0.0,1.6,8.3,91.7,5.2,3.1,17.6,8.0,24.1,17.4,65313.0,79.3,15.3,17,031,807000
436,"Census Tract 3815, Cook County, Illinois",2.9,97.1,1.4,96.7,0.0,1.9,0.0,0.0,0.0,100.0,0.0,11.0,22.0,22.0,4.9,0.0,15966.0,66.8,0.0,17,031,381500
437,"Census Tract 4107, Cook County, Illinois",32.4,67.6,65.8,24.5,0.5,11.2,0.0,2.4,6.6,93.4,1.5,3.2,3.4,1.8,21.9,44.1,44539.0,90.0,13.2,17,031,410700
438,"Census Tract 8083.01, Cook County, Illinois",84.9,15.1,68.7,1.0,1.3,28.8,1.3,0.6,9.7,90.3,7.5,2.5,18.8,7.3,26.0,17.2,70335.0,80.5,21.3,17,031,808301
439,"Census Tract 8083.02, Cook County, Illinois",86.8,13.2,62.9,3.3,0.4,32.6,0.0,2.0,5.8,94.2,4.6,5.5,20.4,9.5,24.9,16.8,65819.0,82.2,18.8,17,031,808302
440,"Census Tract 8093, Cook County, Illinois",24.6,75.4,67.9,9.1,0.0,23.5,0.0,0.6,5.8,94.2,3.3,0.5,11.2,1.2,25.2,49.5,20313.0,87.4,8.1,17,031,809300
441,"Census Tract 4604, Cook County, Illinois",52.5,47.5,0.8,98.9,0.2,0.0,0.0,0.6,0.0,100.0,3.5,10.0,30.4,10.6,11.3,9.6,45096.0,79.3,17.5,17,031,460400
442,"Census Tract 5607, Cook County, Illinois",64.4,35.6,79.3,0.4,0.0,0.8,0.0,27.3,48.0,52.0,20.1,10.4,31.2,6.3,9.4,3.5,44286.0,77.2,16.8,17,031,560700
443,"Census Tract 5611, Cook County, Illinois",89.1,10.9,83.7,0.0,0.0,0.0,0.0,19.4,37.0,63.0,7.0,7.0,39.4,9.5,15.2,5.1,77222.0,76.9,16.8,17,031,561100
444,"Census Tract 5702, Cook County, Illinois",77.5,22.5,63.7,0.1,0.5,3.5,0.0,32.7,70.7,29.3,25.2,9.1,36.5,2.9,7.3,6.6,46477.0,71.7,16.1,17,031,570200
445,"Census Tract 101, Cook County, Illinois",16.5,83.5,41.4,49.4,0.0,10.7,0.0,1.7,11.2,88.8,2.5,10.1,24.2,7.9,18.9,10.1,31063.0,72.1,6.2,17,031,010100
446,"Census Tract 305, Cook County, Illinois",47.8,52.2,72.2,10.5,0.0,9.1,0.0,10.2,28.4,71.6,11.5,2.7,8.4,4.8,37.7,23.1,62623.0,82.3,6.0,17,031,030500
447,"Census Tract 717, Cook County, Illinois",63.1,36.9,80.7,12.3,0.0,5.2,0.0,2.3,9.0,91.0,0.1,0.2,0.9,4.8,44.6,39.2,126736.0,77.4,6.4,17,031,071700
448,"Census Tract 4203, Cook County, Illinois",29.4,70.6,35.3,52.2,0.0,11.6,0.0,1.0,2.1,97.9,2.8,4.5,18.6,8.0,23.8,15.3,40455.0,85.9,3.2,17,031,420300
449,"Census Tract 4302, Cook County, Illinois",14.5,85.5,7.0,92.7,0.7,0.0,0.0,3.5,3.5,96.5,4.0,13.6,23.4,3.0,10.5,7.2,20417.0,75.1,14.6,17,031,430200
450,"Census Tract 4305, Cook County, Illinois",12.0,88.0,1.5,98.6,0.0,0.3,0.0,1.3,1.3,98.7,3.3,14.8,23.9,5.3,10.2,7.5,22922.0,75.6,9.5,17,031,430500
451,"Census Tract 4314, Cook County, Illinois",17.6,82.4,6.7,93.5,0.9,0.7,0.0,1.3,1.9,98.1,3.2,9.2,29.1,7.5,14.6,8.0,30762.0,82.3,15.4,17,031,431400
452,"Census Tract 4407, Cook County, Illinois",73.8,26.2,3.9,96.1,5.2,1.1,0.0,0.0,0.0,100.0,3.5,8.5,29.6,10.9,12.5,6.7,43500.0,81.9,17.2,17,031,440700
453,"Census Tract 4701, Cook County, Illinois",54.9,45.1,0.6,99.4,0.0,0.0,0.0,0.0,0.0,100.0,2.9,16.4,28.7,7.3,2.5,6.8,27500.0,70.1,12.8,17,031,470100
454,"Census Tract 4801, Cook County, Illinois",79.1,20.9,1.2,98.1,0.5,0.0,0.0,0.3,0.6,99.4,5.4,2.5,23.4,8.0,16.1,15.5,59330.0,84.4,30.6,17,031,480100
455,"Census Tract 4911, Cook County, Illinois",81.3,18.7,2.6,97.0,0.0,0.0,0.0,0.3,0.5,99.5,3.8,11.0,27.2,3.3,14.8,6.8,46333.0,74.5,22.9,17,031,491100
